Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
586838,586838,0,,549559,549571,0,,567440,567461,0,,637554,637548,0,,2341391,2341418,0,599396608,599404544,0,0,0,0,
586540,586540,0,,549837,549806,0,,567103,567082,0,,637909,637887,0,,2341389,2341315,0,599390208,599371008,0,0,0,0,
586890,586890,0,,549369,549369,0,,567963,567963,0,,637168,637168,0,,2341390,2341390,0,599395840,599401984,0,0,0,0,
586349,586349,0,,550776,550776,0,,566463,566481,0,,637754,637786,0,,2341342,2341392,0,599383552,599394048,0,0,0,0,
587623,587623,0,,550333,550333,0,,566094,566076,0,,637332,637300,0,,2341382,2341332,0,599393792,599377152,0,0,0,0,
586778,586778,0,,549535,549535,0,,567811,567811,0,,637280,637280,0,,2341404,2341404,0,599399424,599400704,0,0,0,0,
586148,586148,0,,550288,550288,0,,566781,566786,0,,638171,638193,0,,2341388,2341415,0,599402240,599400960,0,0,0,0,
585052,585052,0,,549630,549630,0,,568259,568254,0,,638447,638457,0,,2341388,2341393,0,599396608,599397376,0,0,0,0,
587061,587061,0,,550708,550708,0,,567809,567809,0,,635770,635740,0,,2341348,2341318,0,599377408,599377152,0,0,0,0,
586779,586779,0,,550710,550740,0,,566780,566780,0,,637076,637102,0,,2341345,2341401,0,599383808,599398144,0,0,0,0,
587281,587281,0,,550387,550387,0,,567635,567650,0,,636117,636089,0,,2341420,2341407,0,599403520,599400192,0,0,0,0,
586129,586129,0,,550194,550169,0,,567609,567612,0,,637422,637431,0,,2341354,2341341,0,599387904,599383296,0,0,0,0,
585397,585397,0,,549981,549976,0,,568307,568289,0,,637754,637745,0,,2341439,2341407,0,599407104,599400192,0,0,0,0,
489308,489308,0,,453206,453206,0,,471935,471935,0,,530421,530421,0,,1944870,1944870,0,497886720,497886720,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
73685,73685,0,,64866,64866,0,,71798,71798,0,,80203,80203,0,,290552,290552,0,74381312,74381312,0,0,0,0,
679407,679407,0,,644065,644065,0,,661605,661637,0,,745144,745174,0,,2730221,2730283,0,698936576,698953216,0,0,0,0,
689484,689484,0,,639434,639460,0,,660014,659982,0,,741335,741305,0,,2730267,2730231,0,698955008,698941696,0,0,0,0,
678461,678461,0,,641583,641557,0,,664758,664783,0,,745497,745497,0,,2730299,2730298,0,698956288,698952960,0,0,0,0,
687641,687641,0,,640665,640665,0,,658896,658879,0,,743008,743038,0,,2730210,2730223,0,698927360,698937088,0,0,0,0,
682067,682067,0,,640941,640962,0,,664133,664155,0,,743132,743102,0,,2730273,2730286,0,698949888,698953216,0,0,0,0,
687077,687077,0,,643411,643390,0,,659318,659288,0,,740461,740493,0,,2730267,2730248,0,698948352,698947840,0,0,0,0,
684045,684045,0,,638638,638655,0,,663331,663349,0,,744210,744210,0,,2730224,2730259,0,698937344,698946048,0,0,0,0,
682560,682560,0,,644223,644235,0,,660947,660943,0,,742544,742544,0,,2730274,2730282,0,698953728,698948096,0,0,0,0,
686009,686009,0,,637716,637702,0,,662489,662475,0,,744051,744051,0,,2730265,2730237,0,698948096,698942976,0,0,0,0,
680034,680034,0,,644463,644457,0,,661325,661346,0,,744516,744484,0,,2730338,2730321,0,698970368,698959872,0,0,0,0,
688480,688480,0,,638035,638026,0,,661175,661154,0,,742580,742588,0,,2730270,2730248,0,698943488,698943488,0,0,0,0,
679406,679406,0,,642818,642826,0,,663017,663017,0,,745034,745026,0,,2730275,2730275,0,698950400,698950400,0,0,0,0,
689030,689030,0,,640469,640461,0,,658831,658831,0,,741929,741931,0,,2730259,2730253,0,698945024,698945280,0,0,0,0,
679526,679526,0,,640851,640869,0,,665228,665233,0,,744622,744652,0,,2730227,2730280,0,698941952,698955520,0,0,0,0,
687104,687104,0,,642138,642152,0,,659519,659514,0,,741501,741469,0,,2730262,2730239,0,698951936,698938112,0,0,0,0,
683703,683703,0,,640398,640380,0,,662767,662784,0,,743366,743391,0,,2730234,2730258,0,698934016,698944768,0,0,0,0,
685029,685029,0,,643440,643426,0,,660199,660214,0,,741575,741577,0,,2730243,2730246,0,698938624,698943232,0,0,0,0,
65402,65402,0,,57896,57896,0,,63295,63263,0,,71541,71514,0,,258134,258075,0,66082304,66066944,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
447582,447582,0,,438194,438226,0,,435388,435420,0,,397405,397437,0,,1718569,1718665,0,439953664,439984384,165056,0,0,0,
680302,680302,0,,674076,674076,0,,662647,662647,0,,603349,603349,0,,2620374,2620374,0,670815744,670818816,302200,0,0,0,
680815,680815,0,,673641,673641,0,,662176,662176,0,,603655,603655,0,,2620287,2620287,0,670793472,670790144,302386,0,0,0,
681040,681040,0,,673982,673982,0,,661712,661712,0,,602531,602531,0,,2619265,2619265,0,670531840,670531328,304188,0,0,0,
