Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Lcore 6,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
4310490,4310490,0,,3938433,3938422,0,,4912058,4912066,0,,4061910,4061899,0,,4169892,4169904,0,,4125227,4125201,0,,4458320,4458352,0,,29976330,29976334,0,5755460160,5755460928,100944,0,0,0,
4310583,4310583,0,,3937709,3937709,0,,4914987,4914986,0,,4062719,4062724,0,,4169525,4169545,0,,4126085,4126114,0,,4458603,4458587,0,,29980211,29980248,0,5756196480,5756206464,98019,0,0,0,
4311059,4311059,0,,3937895,3937899,0,,4913576,4913577,0,,4061735,4061733,0,,4169787,4169787,0,,4124606,4124581,0,,4458682,4458698,0,,29977340,29977334,0,5755654080,5755650432,101441,0,0,0,
4310587,4310587,0,,3937841,3937853,0,,4912073,4912097,0,,4061154,4061150,0,,4169573,4169570,0,,4125567,4125567,0,,4458101,4458077,0,,29974896,29974901,0,5755181376,5755176768,103293,0,0,0,
4309846,4309846,0,,3937723,3937709,0,,4913737,4913736,0,,4061827,4061829,0,,4169717,4169688,0,,4124315,4124309,0,,4458316,4458313,0,,29975481,29975430,0,5755285248,5755282176,103084,0,0,0,
4311466,4311466,0,,3936239,3936235,0,,4912689,4912690,0,,4061541,4061536,0,,4170370,4170402,0,,4126057,4126056,0,,4457246,4457248,0,,29975608,29975633,0,5755320000,5755327104,102809,0,0,0,
4310569,4310569,0,,3936777,3936788,0,,4913772,4913762,0,,4062153,4062162,0,,4169034,4169034,0,,4125694,4125702,0,,4457479,4457492,0,,29975478,29975509,0,5755296192,5755294656,103289,0,0,0,
4310053,4310053,0,,3936612,3936600,0,,4914427,4914418,0,,4062378,4062401,0,,4170457,4170457,0,,4125169,4125173,0,,4458092,4458091,0,,29977188,29977193,0,5755621056,5755621248,100724,0,0,0,
4309039,4309039,0,,3937057,3937057,0,,4913522,4913522,0,,4060516,4060485,0,,4169963,4169931,0,,4125993,4126013,0,,4457712,4457725,0,,29973802,29973772,0,5754958272,5754965376,105203,0,0,0,
4311251,4311251,0,,3937861,3937877,0,,4912443,4912462,0,,4062614,4062642,0,,4167405,4167430,0,,4125056,4125035,0,,4457741,4457709,0,,29974371,29974406,0,5755081536,5755082496,103057,0,0,0,
4311259,4311259,0,,3937575,3937568,0,,4914389,4914389,0,,4064531,4064534,0,,4168898,4168873,0,,4124843,4124832,0,,4458229,4458236,0,,29979724,29979691,0,5756106048,5756098752,99188,0,0,0,
4311525,4311525,0,,3937365,3937361,0,,4913723,4913723,0,,4063116,4063086,0,,4167478,4167478,0,,4126104,4126104,0,,4457978,4458000,0,,29977289,29977277,0,5755638144,5755641024,101251,0,0,0,
4309565,4309565,0,,3938474,3938475,0,,4912041,4912011,0,,4062344,4062347,0,,4169316,4169348,0,,4125922,4125922,0,,4457727,4457698,0,,29975389,29975366,0,5755282176,5755266432,103292,0,0,0,
4310736,4310736,0,,3938598,3938603,0,,4913848,4913878,0,,4060657,4060653,0,,4168398,4168367,0,,4126192,4126192,0,,4457187,4457187,0,,29975616,29975616,0,5755316928,5755325952,101816,0,0,0,
4309797,4309797,0,,3937911,3937900,0,,4912790,4912790,0,,4061591,4061594,0,,4169007,4169008,0,,4126855,4126872,0,,4457102,4457134,0,,29975053,29975095,0,5755213440,5755213632,102958,0,0,0,
4310750,4310750,0,,3938350,3938352,0,,4915759,4915756,0,,4062758,4062772,0,,4169246,4169244,0,,4125545,4125559,0,,4457007,4456982,0,,29979415,29979415,0,5756046720,5756047104,99857,0,0,0,
4309646,4309646,0,,3938459,3938462,0,,4911945,4911916,0,,4063045,4063059,0,,4169464,4169471,0,,4125957,4125926,0,,4457582,4457575,0,,29976098,29976055,0,5755401792,5755408320,102444,0,0,0,
4310485,4310485,0,,3938021,3938016,0,,4911662,4911665,0,,4060628,4060602,0,,4169499,4169492,0,,4125811,4125832,0,,4458963,4458995,0,,29975069,29975087,0,5755212672,5755214592,102813,0,0,0,
4310567,4310567,0,,3936575,3936583,0,,4910843,4910868,0,,4061646,4061645,0,,4170361,4170390,0,,4125733,4125719,0,,4458226,4458202,0,,29973951,29973974,0,5755002240,5754997056,103774,0,0,0,
1859677,1859677,0,,1693200,1693192,0,,2117937,2117909,0,,1746630,1746625,0,,1802018,1801989,0,,1775695,1775688,0,,1921613,1921605,0,,12916770,12916685,0,2480014464,2480001216,42142,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
1302643,1302643,0,,1206940,1206940,0,,1328695,1328695,0,,1221157,1221168,0,,1206112,1206144,0,,1238232,1238232,0,,1275286,1275317,0,,8779065,8779139,0,1685582592,1685612928,436721,0,0,0,
4945512,4945512,0,,4575868,4575868,0,,5041608,5041637,0,,4633030,4633019,0,,4601927,4601927,0,,4706447,4706479,0,,4855348,4855317,0,,33359740,33359759,0,6405075840,6405072384,1711240,0,0,0,
4946045,4946045,0,,4578413,4578443,0,,5043641,5043643,0,,4637682,4637712,0,,4599479,4599455,0,,4708708,4708708,0,,4859325,4859354,0,,33373293,33373360,0,6407671680,6407677248,1696474,0,0,0,
4953133,4953133,0,,4582677,4582676,0,,5039196,5039197,0,,4635418,4635417,0,,4601828,4601849,0,,4709460,4709460,0,,4859780,4859783,0,,33381492,33381515,0,6409250880,6409252800,1688515,0,0,0,
4954083,4954083,0,,4579047,4579035,0,,5038535,5038535,0,,4634124,4634098,0,,4605324,4605325,0,,4710918,4710886,0,,4864104,4864104,0,,33386135,33386066,0,6410136192,6410123328,1684882,0,0,0,
4957325,4957325,0,,4575925,4575908,0,,5036391,5036391,0,,4639211,4639208,0,,4602721,4602691,0,,4708901,4708901,0,,4859770,4859769,0,,33380244,33380193,0,6409003968,6409005120,1689779,0,0,0,
4958198,4958198,0,,4582520,4582552,0,,5039659,5039658,0,,4636909,4636936,0,,4601822,4601826,0,,4711576,4711608,0,,4863096,4863097,0,,33393780,33393875,0,6411622848,6411631680,1676073,0,0,0,
4958432,4958432,0,,4580166,4580142,0,,5036046,5036046,0,,4636845,4636827,0,,4605209,4605237,0,,4711525,4711493,0,,4862310,4862307,0,,33390533,33390484,0,6410972928,6410958912,1679915,0,0,0,
4945853,4945853,0,,4575893,4575892,0,,5038222,5038223,0,,4636437,4636460,0,,4602697,4602697,0,,4709006,4709006,0,,4860762,4860764,0,,33368870,33368895,0,6406809600,6406820160,1701045,0,0,0,
4932315,4932315,0,,4580810,4580833,0,,5036790,5036758,0,,4636625,4636595,0,,4602191,4602188,0,,4709538,4709570,0,,4861137,4861106,0,,33359406,33359365,0,6405022656,6405013632,1710689,0,0,0,
4952687,4952687,0,,4579951,4579921,0,,5039954,5039986,0,,4635876,4635874,0,,4603371,4603374,0,,4710519,4710516,0,,4860558,4860588,0,,33382916,33382946,0,6409510080,6409513920,1688481,0,0,0,
4949473,4949473,0,,4577635,4577645,0,,5039493,5039493,0,,4635194,4635194,0,,4606884,4606884,0,,4709375,4709378,0,,4860975,4860977,0,,33379029,33379044,0,6408780288,6408786432,1690318,0,0,0,
4953686,4953686,0,,4580441,4580461,0,,5041353,5041353,0,,4639526,4639558,0,,4602706,4602674,0,,4711082,4711082,0,,4863218,4863218,0,,33392012,33392032,0,6411257472,6411262656,1677323,0,0,0,
4943249,4943249,0,,4581863,4581838,0,,5041156,5041155,0,,4636819,4636790,0,,4604022,4604054,0,,4711387,4711387,0,,4861157,4861157,0,,33379653,33379630,0,6408890304,6408887424,1691036,0,0,0,
4954247,4954247,0,,4579169,4579166,0,,5044778,5044779,0,,4636171,4636168,0,,4609824,4609824,0,,4710883,4710854,0,,4864701,4864701,0,,33399773,33399739,0,6412761216,6412752960,1670590,0,0,0,
4944347,4944347,0,,4579248,4579278,0,,5047673,5047672,0,,4639058,4639090,0,,4604476,4604473,0,,4711108,4711135,0,,4864736,4864735,0,,33390646,33390730,0,6411002304,6411012864,1679661,0,0,0,
4956731,4956731,0,,4582565,4582565,0,,5041379,5041380,0,,4638552,4638520,0,,4606291,4606294,0,,4713052,4713022,0,,4865735,4865736,0,,33404305,33404248,0,6413633280,6413623872,1665424,0,0,0,
4947325,4947325,0,,4578104,4578078,0,,5040676,5040644,0,,4636781,4636784,0,,4608299,4608299,0,,4711180,4711212,0,,4863699,4863667,0,,33386064,33386009,0,6410113152,6410116224,1685145,0,0,0,
4948282,4948282,0,,4576513,4576524,0,,5042731,5042763,0,,4639299,4639328,0,,4608840,4608814,0,,4711018,4710986,0,,4864283,4864314,0,,33390966,33391011,0,6411075648,6411065088,1679606,0,0,0,
4957869,4957869,0,,4583050,4583065,0,,5039435,5039403,0,,4636883,4636852,0,,4604973,4604969,0,,4713247,4713279,0,,4866029,4866028,0,,33401486,33401465,0,6413085504,6413096448,1666748,0,0,0,
4953649,4953649,0,,4581361,4581358,0,,5045631,5045660,0,,4638721,4638731,0,,4607452,4607482,0,,4711892,4711890,0,,4866169,4866171,0,,33404875,33404941,0,6413731584,6413729856,1666864,0,0,0,
4956999,4956999,0,,4577400,4577373,0,,5037721,5037724,0,,4636388,4636409,0,,4606250,4606238,0,,4711018,4711014,0,,4863868,4863865,0,,33389644,33389622,0,6410818752,6410806848,1678988,0,0,0,
4944672,4944672,0,,4582281,4582308,0,,5046570,5046538,0,,4637987,4637958,0,,4605786,4605798,0,,4712983,4712988,0,,4866319,4866322,0,,33396598,33396584,0,6412132800,6412152384,1672934,0,0,0,
4952737,4952737,0,,4580875,4580861,0,,5040130,5040162,0,,4638178,4638207,0,,4608673,4608673,0,,4713026,4713027,0,,4865512,4865510,0,,33399131,33399177,0,6412669632,6412663104,1671363,0,0,0,
4952027,4952027,0,,4578040,4578039,0,,5045971,5045969,0,,4635578,4635565,0,,4611655,4611653,0,,4713504,4713501,0,,4868545,4868544,0,,33405320,33405298,0,6413792640,6413793216,1664737,0,0,0,
4949837,4949837,0,,4579685,4579703,0,,5042619,5042621,0,,4638026,4638009,0,,4605726,4605696,0,,4712450,4712421,0,,4866183,4866186,0,,33394526,33394473,0,6411744000,6411743808,1675230,0,0,0,
4954573,4954573,0,,4581779,4581747,0,,5044886,5044886,0,,4637443,4637467,0,,4608168,4608200,0,,4713554,4713583,0,,4868218,4868217,0,,33408621,33408673,0,6414457920,6414458688,1661676,0,0,0,
4951383,4951383,0,,4579194,4579194,0,,5042338,5042338,0,,4636305,4636279,0,,4610075,4610075,0,,4712518,4712489,0,,4866654,4866653,0,,33398467,33398411,0,6412513920,6412499136,1672411,0,0,0,
4951384,4951384,0,,4577507,4577538,0,,5039865,5039865,0,,4638101,4638130,0,,4606874,4606844,0,,4711180,4711211,0,,4863356,4863358,0,,33388267,33388330,0,6410539776,6410558208,1681821,0,0,0,
4956056,4956056,0,,4582957,4582956,0,,5040133,5040133,0,,4637459,4637430,0,,4606165,4606194,0,,4714200,4714201,0,,4868635,4868635,0,,33405605,33405605,0,6413869248,6413873280,1664371,0,0,0,
4953246,4953246,0,,4578312,4578282,0,,5044789,5044789,0,,4634779,4634779,0,,4610728,4610729,0,,4713016,4713016,0,,4871231,4871231,0,,33406101,33406072,0,6413979648,6413969856,1664173,0,0,0,
4945365,4945365,0,,4578054,4578054,0,,5040495,5040495,0,,4637708,4637740,0,,4607560,4607532,0,,4712968,4712936,0,,4866755,4866755,0,,33388905,33388877,0,6410662272,6410663232,1681692,0,0,0,
4948232,4948232,0,,4582334,4582364,0,,5043164,5043164,0,,4636774,4636772,0,,4606440,4606436,0,,4713295,4713324,0,,4867233,4867231,0,,33397472,33397523,0,6412330944,6412334400,1671895,0,0,0,
4948333,4948333,0,,4579914,4579884,0,,5040955,5040955,0,,4635656,4635626,0,,4608430,4608462,0,,4713478,4713449,0,,4865606,4865608,0,,33392372,33392317,0,6411326016,6411318336,1677998,0,0,0,
4961503,4961503,0,,4576228,4576231,0,,5041319,5041319,0,,4637478,4637510,0,,4608387,4608356,0,,4712762,4712781,0,,4867646,4867643,0,,33405323,33405343,0,6413815104,6413817600,1665138,0,0,0,
4956664,4956664,0,,4580651,4580680,0,,5042034,5042034,0,,4637651,4637622,0,,4607532,4607539,0,,4713148,4713158,0,,4867469,4867472,0,,33405149,33405169,0,6413791872,6413794176,1664807,0,0,0,
4946582,4946582,0,,4580123,4580097,0,,5041045,5041045,0,,4638164,4638179,0,,4607330,4607354,0,,4714115,4714118,0,,4866504,4866504,0,,33393863,33393879,0,6411623232,6411622080,1676546,0,0,0,
4947385,4947385,0,,4575605,4575602,0,,5036501,5036501,0,,4634832,4634818,0,,4608930,4608930,0,,4711165,4711165,0,,4861773,4861770,0,,33376191,33376171,0,6408224448,6408228672,1694329,0,0,0,
4956400,4956400,0,,4581903,4581932,0,,5041812,5041812,0,,4639213,4639219,0,,4606257,4606256,0,,4714073,4714072,0,,4865826,4865797,0,,33405484,33405488,0,6413853504,6413852736,1663959,0,0,0,
4944679,4944679,0,,4582762,4582730,0,,5043579,5043579,0,,4637295,4637285,0,,4609605,4609606,0,,4715264,4715233,0,,4865438,4865468,0,,33398622,33398580,0,6412534272,6412532352,1671632,0,0,0,
4961908,4961908,0,,4578384,4578388,0,,5040108,5040107,0,,4636148,4636150,0,,4611657,4611657,0,,4713039,4713040,0,,4865848,4865849,0,,33407092,33407099,0,6414162240,6414159552,1663982,0,0,0,
4938357,4938357,0,,4578246,4578274,0,,5041829,5041830,0,,4638870,4638900,0,,4605272,4605240,0,,4711216,4711244,0,,4863472,4863473,0,,33377262,33377318,0,6408433152,6408441600,1692552,0,0,0,
4943322,4943322,0,,4582853,4582853,0,,5045513,5045513,0,,4636897,4636867,0,,4604996,4605028,0,,4713451,4713454,0,,4865150,4865150,0,,33392182,33392187,0,6411299136,6411300096,1678315,0,0,0,
4966757,4966757,0,,4578936,4578909,0,,5041198,5041198,0,,4637073,4637071,0,,4607484,4607484,0,,4711657,4711657,0,,4865904,4865904,0,,33409009,33408980,0,6414543360,6414532224,1661363,0,0,0,
4949974,4949974,0,,4576808,4576803,0,,5041624,5041622,0,,4637552,4637584,0,,4609077,4609048,0,,4712748,4712724,0,,4863133,4863130,0,,33390916,33390885,0,6411046080,6411042816,1679634,0,0,0,
4956115,4956115,0,,4582004,4582004,0,,5035839,5035841,0,,4635665,4635663,0,,4603960,4603957,0,,4711940,4711964,0,,4861503,4861474,0,,33387026,33387018,0,6410304768,6410318016,1682823,0,0,0,
4950682,4950682,0,,4581314,4581322,0,,5043790,5043789,0,,4637357,4637333,0,,4610851,4610883,0,,4712668,4712637,0,,4863516,4863516,0,,33400178,33400162,0,6412837440,6412823424,1669965,0,0,0,
4948174,4948174,0,,4576759,4576751,0,,5044137,5044138,0,,4637353,4637379,0,,4610797,4610765,0,,4713236,4713235,0,,4867344,4867374,0,,33397800,33397816,0,6412380480,6412388928,1671981,0,0,0,
4955248,4955248,0,,4581886,4581918,0,,5042622,5042622,0,,4637920,4637888,0,,4606962,4606962,0,,4710694,4710725,0,,4864169,4864168,0,,33399501,33399531,0,6412711488,6412706112,1670006,0,0,0,
4955118,4955118,0,,4580736,4580704,0,,5041271,5041271,0,,4636855,4636855,0,,4608434,4608463,0,,4714410,4714380,0,,4865573,4865576,0,,33402397,33402367,0,6413253120,6413249856,1668147,0,0,0,
4951115,4951115,0,,4577492,4577497,0,,5042643,5042641,0,,4636161,4636165,0,,4608732,4608735,0,,4711863,4711894,0,,4861829,4861829,0,,33389835,33389876,0,6410849088,6410857920,1680505,0,0,0,
4955450,4955450,0,,4580066,4580061,0,,5041791,5041791,0,,4638712,4638711,0,,4607216,4607201,0,,4712244,4712243,0,,4864599,4864599,0,,33400078,33400056,0,6412811712,6412810752,1669571,0,0,0,
4943673,4943673,0,,4582477,4582485,0,,5042915,5042917,0,,4637212,4637209,0,,4605615,4605630,0,,4712912,4712913,0,,4863234,4863234,0,,33388038,33388061,0,6410500992,6410510784,1682303,0,0,0,
4959787,4959787,0,,4577400,4577396,0,,5040463,5040463,0,,4636052,4636054,0,,4610678,4610676,0,,4713094,4713062,0,,4866072,4866072,0,,33403546,33403510,0,6413488128,6413472000,1667362,0,0,0,
4946280,4946280,0,,4577711,4577736,0,,5044601,5044601,0,,4638502,4638532,0,,4607351,4607321,0,,4713747,4713776,0,,4867288,4867287,0,,33395480,33395533,0,6411930816,6411935040,1674082,0,0,0,
4947564,4947564,0,,4581450,4581453,0,,5045015,5045015,0,,4636660,4636632,0,,4609120,4609149,0,,4714056,4714059,0,,4868744,4868745,0,,33402609,33402617,0,6413300352,6413309760,1667806,0,0,0,
4952978,4952978,0,,4578581,4578560,0,,5043334,5043334,0,,4637056,4637052,0,,4610698,4610669,0,,4713471,4713456,0,,4870289,4870289,0,,33406407,33406338,0,6414035904,6414025536,1663808,0,0,0,
4944704,4944704,0,,4576124,4576115,0,,5040150,5040148,0,,4635583,4635615,0,,4608797,4608797,0,,4712633,4712616,0,,4861442,4861442,0,,33379433,33379437,0,6408845760,6408842304,1691507,0,0,0,
4957888,4957888,0,,4582235,4582233,0,,5040115,5040114,0,,4638402,4638371,0,,4604578,4604578,0,,4712768,4712800,0,,4863979,4863979,0,,33399965,33399963,0,6412792320,6412791744,1669926,0,0,0,
4952702,4952702,0,,4580000,4580010,0,,5042255,5042258,0,,4636321,4636334,0,,4611041,4611073,0,,4715147,4715115,0,,4865585,4865585,0,,33403051,33403077,0,6413385024,6413385024,1667184,0,0,0,
4961716,4961716,0,,4576165,4576161,0,,5043621,5043618,0,,4638901,4638919,0,,4610807,4610775,0,,4714088,4714120,0,,4868701,4868699,0,,33413999,33414008,0,6415495296,6415491072,1656454,0,0,0,
4939871,4939871,0,,4579116,4579142,0,,5042510,5042510,0,,4638597,4638565,0,,4604755,4604784,0,,4711560,4711560,0,,4864080,4864081,0,,33380489,33380513,0,6409046976,6409058496,1689779,0,0,0,
4953090,4953090,0,,4581227,4581195,0,,5043149,5043152,0,,4636693,4636694,0,,4611525,4611528,0,,4716146,4716115,0,,4871086,4871087,0,,33412916,33412861,0,6415275456,6415269696,1657497,0,0,0,
415459,415459,0,,385721,385721,0,,426822,426790,0,,391602,391601,0,,387774,387742,0,,397511,397510,0,,411166,411134,0,,2816055,2815957,0,540680832,540659136,146978,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
2761047,2761047,0,,2527138,2527155,0,,2979885,2979917,0,,2588888,2588891,0,,2611797,2611829,0,,2646879,2646911,0,,2826841,2826848,0,,18942475,18942598,0,3636960384,3636982656,353451,0,0,0,
4669985,4669985,0,,4274250,4274242,0,,5041776,5041756,0,,4374710,4374709,0,,4424144,4424114,0,,4477624,4477622,0,,4786633,4786655,0,,32049122,32049083,0,6153434304,6153423360,585444,0,0,0,
4668659,4668659,0,,4271778,4271770,0,,5045089,5045106,0,,4373586,4373584,0,,4430718,4430748,0,,4474856,4474826,0,,4789550,4789521,0,,32054236,32054214,0,6154408320,6154420416,580838,0,0,0,
4672325,4672325,0,,4269964,4269963,0,,5037919,5037919,0,,4376466,4376498,0,,4426074,4426046,0,,4475717,4475725,0,,4786879,4786909,0,,32045344,32045385,0,6152719104,6152714304,589870,0,0,0,
4667530,4667530,0,,4273081,4273113,0,,5038255,5038258,0,,4377435,4377403,0,,4425810,4425807,0,,4476117,4476109,0,,4788619,4788621,0,,32046847,32046841,0,6152984832,6152989824,588112,0,0,0,
4669614,4669614,0,,4274993,4274993,0,,5039493,5039493,0,,4375976,4375983,0,,4425794,4425797,0,,4478006,4478038,0,,4787608,4787608,0,,32051484,32051526,0,6153886848,6153884160,583966,0,0,0,
4669173,4669173,0,,4271726,4271702,0,,5037342,5037341,0,,4375048,4375058,0,,4429634,4429662,0,,4476073,4476041,0,,4788819,4788787,0,,32047815,32047764,0,6153180480,6153180864,585643,0,0,0,
4670745,4670745,0,,4270114,4270106,0,,5036645,5036614,0,,4376222,4376211,0,,4430281,4430278,0,,4475105,4475112,0,,4789207,4789239,0,,32048319,32048305,0,6153278016,6153278592,587668,0,0,0,
4669593,4669593,0,,4271661,4271664,0,,5037972,5038002,0,,4377757,4377783,0,,4425303,4425277,0,,4475138,4475163,0,,4788486,4788486,0,,32045910,32045968,0,6152825664,6152820672,588453,0,0,0,
4671019,4671019,0,,4275026,4275023,0,,5039632,5039634,0,,4376788,4376756,0,,4426024,4426021,0,,4478441,4478441,0,,4788850,4788850,0,,32055780,32055744,0,6154691520,6154707840,580342,0,0,0,
4666187,4666187,0,,4272729,4272746,0,,5041182,5041182,0,,4374877,4374879,0,,4426462,4426494,0,,4476510,4476478,0,,4785426,4785424,0,,32043373,32043390,0,6152347584,6152319936,589649,0,0,0,
4673578,4673578,0,,4271259,4271248,0,,5036447,5036433,0,,4372770,4372777,0,,4428464,4428464,0,,4475134,4475134,0,,4785448,4785428,0,,32043100,32043062,0,6152262336,6152265600,593254,0,0,0,
4667879,4667879,0,,4270230,4270224,0,,5038746,5038760,0,,4378659,4378682,0,,4425339,4425307,0,,4475211,4475211,0,,4785892,4785914,0,,32041956,32041977,0,6152046720,6152062272,592138,0,0,0,
4669865,4669865,0,,4274428,4274441,0,,5040016,5040016,0,,4375720,4375688,0,,4423260,4423292,0,,4477228,4477260,0,,4782396,4782365,0,,32042913,32042927,0,6152242560,6152240256,593151,0,0,0,
4670100,4670100,0,,4274241,4274229,0,,5042988,5042988,0,,4377433,4377462,0,,4427444,4427423,0,,4477640,4477640,0,,4787431,4787462,0,,32057277,32057304,0,6155001792,6155009280,577103,0,0,0,
4674010,4674010,0,,4271851,4271856,0,,5037956,5037955,0,,4373383,4373354,0,,4430645,4430634,0,,4474853,4474822,0,,4787901,4787898,0,,32050599,32050529,0,6153709248,6153700608,584755,0,0,0,
4671350,4671350,0,,4269823,4269819,0,,5041070,5041039,0,,4377525,4377557,0,,4430989,4430990,0,,4475781,4475782,0,,4786844,4786847,0,,32053382,32053384,0,6154248768,6154253568,581125,0,0,0,
4670580,4670580,0,,4273093,4273123,0,,5041694,5041726,0,,4377928,4377904,0,,4424582,4424610,0,,4476001,4476031,0,,4786264,4786264,0,,32050142,32050238,0,6153645120,6153640704,585235,0,0,0,
4667676,4667676,0,,4274997,4274997,0,,5036597,5036597,0,,4376781,4376778,0,,4422780,4422759,0,,4478062,4478061,0,,4783656,4783655,0,,32040549,32040523,0,6151776192,6151776768,595115,0,0,0,
4668280,4668280,0,,4271859,4271827,0,,5035041,5035041,0,,4374437,4374462,0,,4428306,4428330,0,,4476136,4476105,0,,4785739,4785737,0,,32039798,32039782,0,6151631232,6151634496,593878,0,0,0,
4673200,4673200,0,,4270086,4270091,0,,5039576,5039552,0,,4374572,4374542,0,,4428725,4428693,0,,4474950,4474982,0,,4787095,4787066,0,,32048204,32048126,0,6153257664,6153248832,587730,0,0,0,
4668179,4668179,0,,4271587,4271582,0,,5034379,5034403,0,,4378015,4378045,0,,4424628,4424635,0,,4475326,4475326,0,,4788679,4788711,0,,32040793,32040881,0,6151837056,6151850688,593379,0,0,0,
4668597,4668597,0,,4275010,4275042,0,,5041143,5041143,0,,4374977,4374956,0,,4424251,4424252,0,,4478361,4478359,0,,4787962,4787962,0,,32050301,32050311,0,6153653568,6153650304,585705,0,0,0,
4666293,4666293,0,,4272825,4272793,0,,5041313,5041313,0,,4377348,4377339,0,,4428132,4428156,0,,4476537,4476507,0,,4785798,4785798,0,,32048246,32048199,0,6153259968,6153266112,585296,0,0,0,
4667877,4667877,0,,4271231,4271242,0,,5034964,5034946,0,,4373916,4373916,0,,4425923,4425923,0,,4475189,4475191,0,,4785373,4785346,0,,32034473,32034441,0,6150627456,6150607488,601771,0,0,0,
4671785,4671785,0,,4270310,4270300,0,,5037208,5037226,0,,4377802,4377834,0,,4426733,4426701,0,,4475214,4475218,0,,4785967,4785991,0,,32045019,32045055,0,6152642304,6152642304,589240,0,0,0,
4671877,4671877,0,,4274374,4274374,0,,5038754,5038752,0,,4377607,4377580,0,,4426030,4426059,0,,4477178,4477197,0,,4789160,4789131,0,,32054980,32054970,0,6154550400,6154554624,580919,0,0,0,
4668495,4668495,0,,4274258,4274257,0,,5038006,5038008,0,,4376762,4376759,0,,4428446,4428449,0,,4477747,4477754,0,,4787027,4787056,0,,32050741,32050778,0,6153749184,6153755520,583867,0,0,0,
4671028,4671028,0,,4271830,4271830,0,,5039845,5039844,0,,4375065,4375077,0,,4431777,4431777,0,,4474835,4474807,0,,4789626,4789629,0,,32054006,32053992,0,6154377600,6154365504,581099,0,0,0,
4669282,4669282,0,,4269818,4269818,0,,5038805,5038806,0,,4376147,4376163,0,,4431121,4431098,0,,4475650,4475678,0,,4788966,4788934,0,,32049789,32049779,0,6153544320,6153561024,584664,0,0,0,
4671895,4671895,0,,4273210,4273231,0,,5039690,5039658,0,,4377350,4377320,0,,4423895,4423915,0,,4476054,4476022,0,,4785952,4785984,0,,32048046,32048025,0,6153228096,6153229440,587526,0,0,0,
4665434,4665434,0,,4274898,4274909,0,,5035447,5035476,0,,4377801,4377801,0,,4426914,4426892,0,,4478038,4478067,0,,4786953,4786943,0,,32045485,32045522,0,6152735616,6152728128,590166,0,0,0,
4668826,4668826,0,,4271899,4271867,0,,5038766,5038769,0,,4376405,4376405,0,,4431025,4431050,0,,4476126,4476097,0,,4790586,4790596,0,,32053633,32053610,0,6154303680,6154298880,580033,0,0,0,
4668265,4668265,0,,4270023,4270035,0,,5036763,5036747,0,,4374776,4374776,0,,4430404,4430404,0,,4474960,4474992,0,,4786762,4786762,0,,32041953,32041981,0,6152047872,6152051328,593890,0,0,0,
4670431,4670431,0,,4271657,4271662,0,,5039743,5039759,0,,4378608,4378640,0,,4424500,4424479,0,,4475198,4475166,0,,4789061,4789029,0,,32049198,32049166,0,6153445248,6153453696,585214,0,0,0,
4672147,4672147,0,,4274965,4274980,0,,5036454,5036451,0,,4375747,4375719,0,,4424646,4424652,0,,4478394,4478426,0,,4784458,4784490,0,,32046811,32046865,0,6152991552,6152987136,588893,0,0,0,
4669133,4669133,0,,4272799,4272774,0,,5038002,5038005,0,,4377301,4377299,0,,4429999,4430013,0,,4476521,4476495,0,,4788920,4788918,0,,32052675,32052637,0,6154106880,6154104384,580564,0,0,0,
4674838,4674838,0,,4271196,4271195,0,,5039707,5039682,0,,4373433,4373463,0,,4431133,4431102,0,,4475257,4475251,0,,4785678,4785652,0,,32051242,32051183,0,6153841920,6153835200,585140,0,0,0,
4671893,4671893,0,,4270393,4270389,0,,5032204,5032226,0,,4376266,4376266,0,,4427378,4427378,0,,4475228,4475236,0,,4789490,4789518,0,,32042852,32042906,0,6152223168,6152233728,591503,0,0,0,
