Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
3913586,3913586,0,,3945362,3945374,0,,3773615,3773615,0,,3756691,3756692,0,,3453393,3453392,0,,3749244,3749244,0,,22591891,22591903,0,4337647488,4337640576,2027,0,0,0,
3913121,3913121,0,,3942634,3942634,0,,3769867,3769883,0,,3766422,3766419,0,,3450313,3450343,0,,3749207,3749207,0,,22591564,22591607,0,4337580096,4337585472,2376,0,0,0,
3912243,3912243,0,,3946181,3946169,0,,3773907,3773888,0,,3759223,3759229,0,,3453904,3453874,0,,3746309,3746315,0,,22591767,22591718,0,4337618496,4337612736,2121,0,0,0,
3914939,3914939,0,,3942268,3942268,0,,3769280,3769280,0,,3764148,3764144,0,,3449303,3449303,0,,3751432,3751426,0,,22591370,22591360,0,4337538624,4337539584,2597,0,0,0,
3909506,3909506,0,,3946763,3946774,0,,3774489,3774501,0,,3761464,3761462,0,,3454999,3454999,0,,3744546,3744566,0,,22591767,22591808,0,4337626752,4337625792,2128,0,0,0,
3916077,3916077,0,,3942449,3942438,0,,3769543,3769533,0,,3762063,3762063,0,,3450373,3450379,0,,3752479,3752465,0,,22592984,22592955,0,4337849280,4337852928,901,0,0,0,
3909842,3909842,0,,3946662,3946669,0,,3773894,3773892,0,,3764006,3764006,0,,3452588,3452593,0,,3745078,3745088,0,,22592070,22592090,0,4337679360,4337675904,1852,0,0,0,
3914001,3914001,0,,3943713,3943717,0,,3770207,3770227,0,,3759954,3759960,0,,3452144,3452165,0,,3752287,3752303,0,,22592306,22592373,0,4337725632,4337738304,1418,0,0,0,
3912568,3912568,0,,3945935,3945924,0,,3771748,3771746,0,,3765071,3765072,0,,3451836,3451804,0,,3744933,3744901,0,,22592091,22592015,0,4337681472,4337668608,2081,0,0,0,
3912390,3912390,0,,3945212,3945212,0,,3773430,3773412,0,,3757620,3757620,0,,3452804,3452827,0,,3750739,3750739,0,,22592195,22592200,0,4337697792,4337697792,1777,0,0,0,
1784289,1784289,0,,1799022,1799022,0,,1720342,1720342,0,,1715721,1715714,0,,1574717,1574694,0,,1709539,1709539,0,,10303630,10303600,0,1978291200,1978291200,1042,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
985540,985540,0,,998037,998068,0,,956255,956268,0,,948652,948652,0,,874404,874425,0,,945595,945595,0,,5708483,5708548,0,1096031232,1096041600,3717,0,0,0,
4572148,4572148,0,,4599563,4599532,0,,4407690,4407692,0,,4399524,4399532,0,,4033915,4033894,0,,4373212,4373230,0,,26386052,26386028,0,5066130432,5066121216,15880,0,0,0,
4574270,4574270,0,,4596931,4596941,0,,4404825,4404810,0,,4396240,4396232,0,,4032408,4032415,0,,4379269,4379251,0,,26383943,26383919,0,5065709376,5065722816,17446,0,0,0,
4568947,4568947,0,,4601621,4601625,0,,4410068,4410082,0,,4392354,4392385,0,,4036020,4036013,0,,4375528,4375528,0,,26384538,26384580,0,5065833408,5065825728,18102,0,0,0,
4570492,4570492,0,,4599007,4599002,0,,4406314,4406304,0,,4401749,4401724,0,,4031765,4031779,0,,4373850,4373850,0,,26383177,26383151,0,5065573440,5065574592,18020,0,0,0,
4575969,4575969,0,,4597501,4597492,0,,4405865,4405862,0,,4394089,4394115,0,,4032972,4032990,0,,4379243,4379275,0,,26385639,26385703,0,5066034432,5066053248,15448,0,0,0,
4569313,4569313,0,,4602110,4602117,0,,4409831,4409862,0,,4393565,4393537,0,,4035903,4035871,0,,4373654,4373631,0,,26384376,26384331,0,5065809792,5065790400,17448,0,0,0,
4571544,4571544,0,,4598347,4598363,0,,4406245,4406213,0,,4400692,4400695,0,,4033061,4033066,0,,4374790,4374792,0,,26384679,26384673,0,5065857792,5065852224,17397,0,0,0,
4573449,4573449,0,,4596770,4596765,0,,4406814,4406823,0,,4394399,4394406,0,,4033365,4033360,0,,4379026,4379026,0,,26383823,26383829,0,5065693056,5065696512,18634,0,0,0,
4569096,4569096,0,,4601211,4601197,0,,4409723,4409723,0,,4394631,4394648,0,,4035198,4035205,0,,4373354,4373367,0,,26383213,26383236,0,5065572096,5065579392,17365,0,0,0,
4571521,4571521,0,,4599070,4599098,0,,4405487,4405488,0,,4400631,4400600,0,,4032300,4032293,0,,4376333,4376338,0,,26385342,26385338,0,5065985280,5065987776,16306,0,0,0,
4573305,4573305,0,,4598211,4598196,0,,4407555,4407574,0,,4393078,4393097,0,,4034354,4034385,0,,4378742,4378713,0,,26385245,26385270,0,5065976832,5065967616,16284,0,0,0,
4571550,4571550,0,,4602036,4602019,0,,4409334,4409335,0,,4396214,4396195,0,,4035107,4035107,0,,4372374,4372374,0,,26386615,26386580,0,5066223168,5066224512,15280,0,0,0,
4572524,4572524,0,,4599127,4599145,0,,4404368,4404338,0,,4399085,4399085,0,,4031641,4031610,0,,4378397,4378426,0,,26385142,26385128,0,5065945728,5065955328,16644,0,0,0,
4571079,4571079,0,,4599264,4599278,0,,4409625,4409657,0,,4392224,4392227,0,,4034775,4034786,0,,4377111,4377084,0,,26384078,26384111,0,5065741248,5065740096,16692,0,0,0,
4571766,4571766,0,,4600415,4600383,0,,4408464,4408441,0,,4398645,4398648,0,,4034419,4034419,0,,4373310,4373313,0,,26387019,26386970,0,5066312064,5066296320,15540,0,0,0,
4574247,4574247,0,,4597524,4597532,0,,4404976,4404967,0,,4396995,4397000,0,,4031952,4031952,0,,4378726,4378752,0,,26384420,26384450,0,5065813056,5065818816,17044,0,0,0,
4569129,4569129,0,,4601057,4601081,0,,4409711,4409711,0,,4392309,4392308,0,,4035936,4035956,0,,4375723,4375693,0,,26383865,26383878,0,5065698816,5065705920,17716,0,0,0,
4572149,4572149,0,,4599264,4599232,0,,4407039,4407046,0,,4401084,4401103,0,,4032379,4032358,0,,4374032,4374033,0,,26385947,26385921,0,5066096832,5066096256,15898,0,0,0,
4575893,4575893,0,,4598436,4598436,0,,4405070,4405063,0,,4394858,4394841,0,,4032381,4032380,0,,4379290,4379295,0,,26385928,26385908,0,5066103936,5066092608,15759,0,0,0,
4568477,4568477,0,,4602271,4602303,0,,4409888,4409888,0,,4393296,4393300,0,,4036343,4036334,0,,4374043,4374045,0,,26384318,26384347,0,5065790976,5065801728,16798,0,0,0,
4571412,4571412,0,,4599516,4599484,0,,4405874,4405875,0,,4400930,4400914,0,,4033243,4033244,0,,4374754,4374749,0,,26385729,26385678,0,5066051136,5066039424,16505,0,0,0,
4575013,4575013,0,,4596746,4596752,0,,4406801,4406832,0,,4394120,4394122,0,,4032788,4032817,0,,4379610,4379610,0,,26385078,26385146,0,5065936704,5065949760,16437,0,0,0,
4570089,4570089,0,,4603105,4603131,0,,4410160,4410128,0,,4394012,4394021,0,,4035504,4035498,0,,4372350,4372372,0,,26385220,26385239,0,5065962624,5065966464,16442,0,0,0,
4571572,4571572,0,,4598027,4597996,0,,4405404,4405404,0,,4401219,4401219,0,,4032483,4032462,0,,4376618,4376618,0,,26385323,26385271,0,5065985280,5065972608,16499,0,0,0,
4574042,4574042,0,,4598143,4598142,0,,4407198,4407230,0,,4393037,4393026,0,,4033696,4033698,0,,4378729,4378708,0,,26384845,26384846,0,5065884480,5065893504,16576,0,0,0,
4571487,4571487,0,,4601266,4601266,0,,4408933,4408901,0,,4395671,4395671,0,,4035851,4035846,0,,4372346,4372341,0,,26385554,26385512,0,5066024832,5066013504,16328,0,0,0,
4572103,4572103,0,,4598546,4598554,0,,4405443,4405443,0,,4400365,4400369,0,,4031128,4031139,0,,4377881,4377913,0,,26385466,26385521,0,5066021760,5066023296,15773,0,0,0,
4571495,4571495,0,,4599394,4599416,0,,4408549,4408581,0,,4392178,4392180,0,,4034936,4034925,0,,4377711,4377693,0,,26384263,26384290,0,5065766784,5065777920,16908,0,0,0,
4571732,4571732,0,,4600346,4600320,0,,4409359,4409350,0,,4397558,4397570,0,,4034791,4034791,0,,4372608,4372626,0,,26386394,26386389,0,5066187264,5066187456,16272,0,0,0,
4573986,4573986,0,,4597972,4597968,0,,4404837,4404814,0,,4398005,4397987,0,,4031602,4031605,0,,4379027,4379027,0,,26385429,26385387,0,5066004096,5065996032,16255,0,0,0,
4569577,4569577,0,,4601267,4601299,0,,4409501,4409501,0,,4391939,4391939,0,,4035531,4035557,0,,4376089,4376057,0,,26383904,26383930,0,5065707072,5065712832,17464,0,0,0,
4572434,4572434,0,,4598070,4598044,0,,4407355,4407362,0,,4400379,4400379,0,,4033392,4033371,0,,4373552,4373552,0,,26385182,26385142,0,5065960128,5065951104,16707,0,0,0,
4575045,4575045,0,,4598495,4598495,0,,4404855,4404849,0,,4395512,4395512,0,,4032157,4032176,0,,4379721,4379750,0,,26385785,26385827,0,5066067072,5066078400,15757,0,0,0,
4568630,4568630,0,,4602115,4602120,0,,4410315,4410319,0,,4393126,4393134,0,,4035740,4035717,0,,4375005,4375008,0,,26384931,26384928,0,5065910592,5065910016,16450,0,0,0,
4571683,4571683,0,,4598208,4598200,0,,4405511,4405511,0,,4401272,4401276,0,,4033161,4033187,0,,4374208,4374176,0,,26384043,26384033,0,5065734144,5065731072,17830,0,0,0,
4575301,4575301,0,,4596655,4596659,0,,4406170,4406174,0,,4393901,4393903,0,,4032983,4032985,0,,4379754,4379786,0,,26384764,26384808,0,5065884864,5065884288,16202,0,0,0,
4569939,4569939,0,,4602462,4602456,0,,4410316,4410311,0,,4393681,4393667,0,,4035482,4035482,0,,4373037,4373005,0,,26384917,26384860,0,5065891584,5065890816,17180,0,0,0,
4570545,4570545,0,,4598757,4598756,0,,4405525,4405543,0,,4401492,4401495,0,,4032698,4032666,0,,4375764,4375776,0,,26384781,26384781,0,5065885440,5065877568,17379,0,0,0,
4574089,4574089,0,,4598074,4598106,0,,4406919,4406900,0,,4393574,4393576,0,,4033480,4033483,0,,4379153,4379173,0,,26385289,26385327,0,5065975296,5065991808,15815,0,0,0,
4571191,4571191,0,,4601646,4601614,0,,4409594,4409592,0,,4395291,4395318,0,,4035606,4035632,0,,4372766,4372739,0,,26386094,26386086,0,5066123136,5066116608,15972,0,0,0,
4570938,4570938,0,,4599000,4599017,0,,4405667,4405666,0,,4400478,4400452,0,,4031835,4031806,0,,4377421,4377448,0,,26385339,26385327,0,5065988352,5065985472,16203,0,0,0,
4572180,4572180,0,,4599102,4599085,0,,4408043,4408049,0,,4392396,4392390,0,,4034731,4034763,0,,4378459,4378427,0,,26384911,26384894,0,5065902528,5065911552,16571,0,0,0,
4572346,4572346,0,,4600839,4600839,0,,4409042,4409048,0,,4396899,4396905,0,,4034728,4034711,0,,4372020,4372030,0,,26385874,26385879,0,5066093760,5066076672,16213,0,0,0,
4573248,4573248,0,,4600331,4600335,0,,4404469,4404486,0,,4398070,4398072,0,,4031780,4031765,0,,4378751,4378741,0,,26386649,26386647,0,5066231232,5066244672,14532,0,0,0,
4570530,4570530,0,,4599530,4599558,0,,4409898,4409869,0,,4392585,4392593,0,,4034995,4034995,0,,4376742,4376742,0,,26384280,26384287,0,5065780032,5065785408,17443,0,0,0,
4572074,4572074,0,,4600250,4600218,0,,4407700,4407705,0,,4399534,4399522,0,,4033854,4033862,0,,4373691,4373708,0,,26387103,26387089,0,5066326848,5066310720,14741,0,0,0,
4574275,4574275,0,,4598979,4598979,0,,4404873,4404868,0,,4396210,4396206,0,,4032379,4032402,0,,4379399,4379413,0,,26386115,26386143,0,5066134080,5066136384,15356,0,0,0,
4568624,4568624,0,,4601794,4601819,0,,4410060,4410063,0,,4392434,4392435,0,,4036066,4036038,0,,4375644,4375620,0,,26384622,26384599,0,5065847808,5065843200,17674,0,0,0,
4571854,4571854,0,,4598802,4598778,0,,4406290,4406296,0,,4401699,4401698,0,,4031843,4031843,0,,4374139,4374163,0,,26384627,26384632,0,5065844352,5065856064,17021,0,0,0,
4575782,4575782,0,,4597388,4597389,0,,4405847,4405843,0,,4394169,4394169,0,,4032985,4033011,0,,4379184,4379182,0,,26385355,26385376,0,5065987008,5065992576,15845,0,0,0,
4569055,4569055,0,,4603586,4603601,0,,4409863,4409887,0,,4393477,4393484,0,,4035843,4035815,0,,4373924,4373916,0,,26385748,26385758,0,5066078016,5066059584,16072,0,0,0,
4571511,4571511,0,,4599179,4599163,0,,4406214,4406185,0,,4400703,4400697,0,,4033048,4033047,0,,4375333,4375322,0,,26385988,26385925,0,5066097216,5066099904,16130,0,0,0,
4574798,4574798,0,,4597796,4597795,0,,4406823,4406824,0,,4394400,4394399,0,,4033405,4033405,0,,4379098,4379088,0,,26386320,26386309,0,5066174400,5066174784,15324,0,0,0,
4570482,4570482,0,,4601812,4601812,0,,4409783,4409782,0,,4394810,4394842,0,,4035195,4035195,0,,4373551,4373553,0,,26385633,26385666,0,5066039616,5066043648,15951,0,0,0,
4571309,4571309,0,,4599008,4599040,0,,4405436,4405442,0,,4400478,4400446,0,,4032310,4032321,0,,4376448,4376477,0,,26384989,26385035,0,5065919040,5065924608,16500,0,0,0,
4573138,4573138,0,,4599310,4599291,0,,4407851,4407874,0,,4393070,4393070,0,,4034412,4034401,0,,4378353,4378322,0,,26386134,26386096,0,5066137728,5066139264,15699,0,0,0,
4571413,4571413,0,,4600748,4600735,0,,4409116,4409116,0,,4396272,4396272,0,,4035024,4035024,0,,4372360,4372362,0,,26384933,26384922,0,5065904832,5065897152,16646,0,0,0,
4572175,4572175,0,,4599914,4599919,0,,4404338,4404322,0,,4399009,4399009,0,,4031691,4031706,0,,4378385,4378402,0,,26385512,26385533,0,5066021952,5066025984,16378,0,0,0,
4570838,4570838,0,,4598411,4598438,0,,4409670,4409689,0,,4392296,4392296,0,,4034811,4034796,0,,4377019,4377000,0,,26383045,26383057,0,5065539840,5065547328,17678,0,0,0,
4571558,4571558,0,,4600336,4600312,0,,4408445,4408413,0,,4398609,4398624,0,,4034348,4034348,0,,4373338,4373338,0,,26386634,26386593,0,5066238144,5066220480,16099,0,0,0,
4573948,4573948,0,,4599375,4599367,0,,4404972,4404974,0,,4397145,4397130,0,,4031976,4031979,0,,4378817,4378849,0,,26386233,26386247,0,5066153664,5066163072,15354,0,0,0,
4569061,4569061,0,,4601229,4601261,0,,4409718,4409720,0,,4392207,4392214,0,,4036029,4036026,0,,4375894,4375862,0,,26384138,26384144,0,5065755456,5065754112,17535,0,0,0,
407492,407492,0,,410385,410353,0,,393428,393424,0,,392536,392529,0,,359865,359865,0,,390900,390900,0,,2354606,2354563,0,452082048,452073408,2425,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
2920323,2920323,0,,2942370,2942402,0,,2830826,2830845,0,,2816121,2816153,0,,2595769,2595800,0,,2761990,2761991,0,,16867399,16867514,0,3238540800,3238566144,105569,0,0,0,
4865488,4865488,0,,4899804,4899804,0,,4717656,4717666,0,,4695490,4695477,0,,4324346,4324320,0,,4609330,4609361,0,,28112114,28112116,0,5397537408,5397525312,197132,0,0,0,
4863046,4863046,0,,4901326,4901294,0,,4716358,4716329,0,,4698549,4698556,0,,4323464,4323491,0,,4602880,4602880,0,,28105623,28105596,0,5396272896,5396280000,204715,0,0,0,
4858365,4858365,0,,4899976,4899976,0,,4718162,4718162,0,,4696586,4696590,0,,4326635,4326603,0,,4599615,4599615,0,,28099339,28099311,0,5395070016,5395061760,210992,0,0,0,
4864515,4864515,0,,4901793,4901799,0,,4720730,4720731,0,,4694121,4694121,0,,4326998,4326998,0,,4607347,4607344,0,,28115504,28115508,0,5398181760,5398179264,194789,0,0,0,
4865556,4865556,0,,4897139,4897163,0,,4719274,4719274,0,,4695385,4695357,0,,4325152,4325184,0,,4612780,4612783,0,,28115286,28115317,0,5398128960,5398139136,194291,0,0,0,
4870040,4870040,0,,4894797,4894768,0,,4718213,4718243,0,,4700980,4700981,0,,4323409,4323377,0,,4610269,4610237,0,,28117708,28117646,0,5398605696,5398603200,192906,0,0,0,
4866035,4866035,0,,4901813,4901815,0,,4721511,4721480,0,,4702691,4702689,0,,4325422,4325422,0,,4609945,4609977,0,,28127417,28127418,0,5400459456,5400450816,182219,0,0,0,
4861833,4861833,0,,4893439,4893458,0,,4721041,4721041,0,,4692256,4692285,0,,4326821,4326821,0,,4606499,4606499,0,,28101889,28101937,0,5395572672,5395573248,208149,0,0,0,
4862298,4862298,0,,4890882,4890892,0,,4719647,4719652,0,,4689122,4689092,0,,4325500,4325500,0,,4604906,4604906,0,,28092355,28092340,0,5393724096,5393733120,218235,0,0,0,
4865933,4865933,0,,4895823,4895823,0,,4714601,4714628,0,,4697080,4697084,0,,4324179,4324211,0,,4604447,4604444,0,,28102063,28102123,0,5395592832,5395600512,207652,0,0,0,
4864818,4864818,0,,4898698,4898670,0,,4718682,4718682,0,,4697550,4697546,0,,4324974,4324964,0,,4603688,4603691,0,,28108410,28108371,0,5396816640,5396811456,201332,0,0,0,
4860792,4860792,0,,4897625,4897621,0,,4722199,4722171,0,,4696538,4696570,0,,4325843,4325853,0,,4607091,4607091,0,,28110088,28110098,0,5397134976,5397134016,200703,0,0,0,
4867972,4867972,0,,4892042,4892054,0,,4720722,4720733,0,,4694040,4694040,0,,4326823,4326791,0,,4609611,4609579,0,,28111210,28111169,0,5397357312,5397348288,199705,0,0,0,
4862398,4862398,0,,4896606,4896625,0,,4719201,4719186,0,,4698724,4698692,0,,4324416,4324427,0,,4613244,4613244,0,,28114589,28114572,0,5397998016,5398002048,194681,0,0,0,
4869581,4869581,0,,4897310,4897279,0,,4718684,4718698,0,,4700835,4700835,0,,4324186,4324177,0,,4611725,4611754,0,,28122321,28122324,0,5399486784,5399479488,188145,0,0,0,
4861455,4861455,0,,4900472,4900504,0,,4720870,4720863,0,,4698536,4698568,0,,4326331,4326335,0,,4609568,4609568,0,,28117232,28117293,0,5398518912,5398520832,193564,0,0,0,
4862244,4862244,0,,4899491,4899459,0,,4721095,4721120,0,,4693427,4693426,0,,4327035,4327030,0,,4610006,4610005,0,,28113298,28113284,0,5397751488,5397760704,196670,0,0,0,
4865765,4865765,0,,4900306,4900338,0,,4718802,4718800,0,,4696929,4696902,0,,4324601,4324600,0,,4614925,4614905,0,,28121328,28121310,0,5399297280,5399292480,187884,0,0,0,
4867054,4867054,0,,4893604,4893572,0,,4716159,4716132,0,,4703735,4703735,0,,4323412,4323441,0,,4612373,4612365,0,,28116337,28116299,0,5398323264,5398322112,193892,0,0,0,
4863988,4863988,0,,4903699,4903729,0,,4721674,4721686,0,,4700991,4700991,0,,4326155,4326126,0,,4608928,4608958,0,,28125435,28125478,0,5400085824,5400087744,185276,0,0,0,
4873124,4873124,0,,4900905,4900875,0,,4721527,4721532,0,,4695384,4695380,0,,4326602,4326602,0,,4612114,4612116,0,,28129656,28129629,0,5400896640,5400897792,180382,0,0,0,
4865655,4865655,0,,4894989,4894992,0,,4720819,4720802,0,,4698446,4698477,0,,4325240,4325246,0,,4614643,4614643,0,,28119792,28119815,0,5399001984,5399003712,190435,0,0,0,
4871499,4871499,0,,4894964,4894993,0,,4717133,4717147,0,,4700881,4700861,0,,4324270,4324295,0,,4614022,4614019,0,,28122769,28122814,0,5399568768,5399569152,186614,0,0,0,
4866973,4866973,0,,4905159,4905157,0,,4719244,4719227,0,,4702722,4702716,0,,4325020,4325001,0,,4611475,4611478,0,,28130593,28130552,0,5401072512,5401069440,180164,0,0,0,
4868418,4868418,0,,4897774,4897776,0,,4724329,4724337,0,,4699335,4699362,0,,4325916,4325905,0,,4611727,4611726,0,,28127499,28127524,0,5400483648,5400488256,182232,0,0,0,
4867199,4867199,0,,4898428,4898401,0,,4722823,4722847,0,,4694264,4694234,0,,4326570,4326601,0,,4612735,4612707,0,,28122019,28121989,0,5399422272,5399418624,188649,0,0,0,
4870471,4870471,0,,4892954,4892955,0,,4716522,4716490,0,,4702089,4702101,0,,4324537,4324537,0,,4614689,4614718,0,,28121262,28121272,0,5399283648,5399288448,188857,0,0,0,
4867584,4867584,0,,4904390,4904390,0,,4717505,4717505,0,,4704041,4704036,0,,4324246,4324243,0,,4610943,4610943,0,,28128709,28128701,0,5400712896,5400708480,181202,0,0,0,
4864236,4864236,0,,4898752,4898749,0,,4720384,4720396,0,,4696009,4696000,0,,4326358,4326329,0,,4608340,4608340,0,,28114079,28114050,0,5397901440,5397912576,196433,0,0,0,
4867831,4867831,0,,4897467,4897477,0,,4721081,4721083,0,,4694427,4694459,0,,4326787,4326819,0,,4612297,4612272,0,,28119890,28119941,0,5399025024,5399010240,190420,0,0,0,
4870780,4870780,0,,4900367,4900384,0,,4720091,4720108,0,,4698758,4698737,0,,4324415,4324392,0,,4616652,4616677,0,,28131063,28131078,0,5401158912,5401168320,178125,0,0,0,
4857410,4857410,0,,4887443,4887418,0,,4715965,4715966,0,,4695606,4695609,0,,4322836,4322857,0,,4636475,4636474,0,,28115735,28115734,0,5398233408,5398223232,190624,0,0,0,
4864000,4864000,0,,4898804,4898802,0,,4720513,4720508,0,,4701343,4701361,0,,4326685,4326655,0,,4646771,4646770,0,,28158116,28158096,0,5406347904,5406350976,152510,0,0,0,
4858997,4858997,0,,4890071,4890081,0,,4719123,4719104,0,,4687661,4687661,0,,4326140,4326141,0,,4644961,4644963,0,,28126953,28126947,0,5400387840,5400388032,178217,0,0,0,
4865773,4865773,0,,4902384,4902400,0,,4716847,4716862,0,,4695035,4695009,0,,4325367,4325398,0,,4653236,4653234,0,,28158642,28158676,0,5406451776,5406448704,150977,0,0,0,
4867057,4867057,0,,4897029,4897032,0,,4716617,4716626,0,,4699383,4699377,0,,4323539,4323520,0,,4649775,4649753,0,,28153400,28153365,0,5405445696,5405455488,157254,0,0,0,
4855530,4855530,0,,4896833,4896801,0,,4717942,4717910,0,,4670583,4670588,0,,4324599,4324605,0,,4647869,4647893,0,,28113356,28113327,0,5397779520,5397768192,192062,0,0,0,
4864433,4864433,0,,4897700,4897700,0,,4723172,4723186,0,,4695231,4695258,0,,4326789,4326771,0,,4648108,4648076,0,,28155433,28155424,0,5405827200,5405833344,154253,0,0,0,
4860956,4860956,0,,4896618,4896648,0,,4718658,4718647,0,,4695751,4695730,0,,4325635,4325646,0,,4651084,4651086,0,,28148702,28148713,0,5404552896,5404547712,161680,0,0,0,
4860067,4860067,0,,4877714,4877684,0,,4631227,4631256,0,,4689850,4689847,0,,4322959,4322947,0,,4651031,4651033,0,,28032848,28032834,0,5382307008,5382318336,267718,0,0,0,
4865913,4865913,0,,4900951,4900957,0,,4720191,4720191,0,,4703825,4703826,0,,4324649,4324649,0,,4650605,4650631,0,,28166134,28166167,0,5407895040,5407889088,143335,0,0,0,
4862905,4862905,0,,4901053,4901047,0,,4720144,4720113,0,,4701035,4701055,0,,4325898,4325930,0,,4646806,4646808,0,,28157841,28157858,0,5406308352,5406310080,152446,0,0,0,
4865405,4865405,0,,4894697,4894710,0,,4723018,4723031,0,,4698131,4698134,0,,4326734,4326702,0,,4649833,4649805,0,,28157818,28157787,0,5406309696,5406301056,152861,0,0,0,
4865383,4865383,0,,4890788,4890807,0,,4715921,4715936,0,,4698660,4698647,0,,4324428,4324436,0,,4649139,4649141,0,,28144319,28144350,0,5403707328,5403709440,164779,0,0,0,
4864426,4864426,0,,4901125,4901101,0,,4716343,4716338,0,,4702558,4702546,0,,4324232,4324224,0,,4649901,4649924,0,,28158585,28158559,0,5406450432,5406441024,152169,0,0,0,
4865922,4865922,0,,4901730,4901725,0,,4720454,4720430,0,,4703807,4703800,0,,4326351,4326351,0,,4647557,4647560,0,,28165821,28165788,0,5407827840,5407834752,145283,0,0,0,
4867620,4867620,0,,4893991,4893994,0,,4722640,4722669,0,,4698497,4698529,0,,4327079,4327088,0,,4649442,4649422,0,,28159269,28159322,0,5406581952,5406588672,150369,0,0,0,
4862346,4862346,0,,4893467,4893493,0,,4719861,4719864,0,,4696120,4696088,0,,4324551,4324574,0,,4650959,4650950,0,,28147304,28147315,0,5404288128,5404286016,161855,0,0,0,
4868025,4868025,0,,4895979,4895952,0,,4717674,4717647,0,,4702325,4702325,0,,4323557,4323556,0,,4651263,4651292,0,,28158823,28158797,0,5406489600,5406488256,151532,0,0,0,
4856647,4856647,0,,4888429,4888456,0,,4717318,4717313,0,,4679868,4679868,0,,4324503,4324472,0,,4650013,4650013,0,,28116778,28116769,0,5398416768,5398421184,184892,0,0,0,
4864835,4864835,0,,4899409,4899377,0,,4722195,4722195,0,,4699927,4699957,0,,4326606,4326612,0,,4653896,4653864,0,,28166868,28166840,0,5408039040,5408036928,143039,0,0,0,
4868928,4868928,0,,4896610,4896614,0,,4719415,4719420,0,,4698225,4698204,0,,4325256,4325250,0,,4656916,4656948,0,,28165350,28165364,0,5407746432,5407742208,144887,0,0,0,
4870136,4870136,0,,4893637,4893661,0,,4715465,4715480,0,,4704571,4704562,0,,4324235,4324264,0,,4655624,4655624,0,,28163668,28163727,0,5407430016,5407440960,146287,0,0,0,
4859975,4859975,0,,4899412,4899396,0,,4718034,4718046,0,,4703871,4703871,0,,4324990,4324969,0,,4652281,4652281,0,,28158563,28158538,0,5406449856,5406434304,151238,0,0,0,
4866859,4866859,0,,4897860,4897878,0,,4722514,4722482,0,,4699806,4699838,0,,4325942,4325939,0,,4652083,4652080,0,,28165064,28165076,0,5407684992,5407696320,145023,0,0,0,
4863067,4863067,0,,4897398,4897373,0,,4719705,4719737,0,,4698763,4698761,0,,4326645,4326669,0,,4654658,4654629,0,,28160236,28160236,0,5406759168,5406760896,150133,0,0,0,
4867175,4867175,0,,4896723,4896719,0,,4716969,4716969,0,,4702871,4702841,0,,4324603,4324606,0,,4656463,4656495,0,,28164804,28164805,0,5407641984,5407647744,145310,0,0,0,
4865495,4865495,0,,4896729,4896728,0,,4719689,4719661,0,,4703891,4703898,0,,4324175,4324149,0,,4654467,4654467,0,,28164446,28164398,0,5407578624,5407560960,145974,0,0,0,
4863410,4863410,0,,4894709,4894712,0,,4721566,4721562,0,,4702484,4702509,0,,4326430,4326456,0,,4651222,4651222,0,,28159821,28159871,0,5406680064,5406696960,150690,0,0,0,
4866809,4866809,0,,4896468,4896465,0,,4720524,4720530,0,,4696419,4696419,0,,4326760,4326760,0,,4652045,4652013,0,,28159025,28158996,0,5406537600,5406527232,151116,0,0,0,
4863895,4863895,0,,4897695,4897727,0,,4718465,4718491,0,,4698092,4698092,0,,4324366,4324353,0,,4656178,4656210,0,,28158691,28158768,0,5406473088,5406486528,150581,0,0,0,
3598552,3598552,0,,3622683,3622651,0,,3487670,3487638,0,,3481467,3481435,0,,3197925,3197906,0,,3439216,3439184,0,,20827513,20827366,0,3998872704,3998845440,105394,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
