Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
583105,583105,0,,583134,583104,0,,583131,583104,0,,583131,583104,0,,2332501,2332417,0,447840086,447823958,0,0,0,0,
583104,583104,0,,583074,583104,0,,583095,583104,0,,583074,583104,0,,2332347,2332416,0,447823872,447823872,0,0,0,0,
583125,583125,0,,583126,583124,0,,583104,583124,0,,583142,583124,0,,2332497,2332497,0,447831446,447839318,0,0,0,0,
583097,583097,0,,583125,583104,0,,583103,583104,0,,583086,583104,0,,2332411,2332409,0,447817536,447822528,0,0,0,0,
583132,583132,0,,583116,583124,0,,583124,583124,0,,583140,583124,0,,2332512,2332504,0,447842198,447840662,0,0,0,0,
583104,583104,0,,583113,583104,0,,583106,583104,0,,583088,583104,0,,2332411,2332416,0,447822912,447823872,0,0,0,0,
583117,583117,0,,583100,583124,0,,583122,583116,0,,583124,583116,0,,2332463,2332473,0,447832896,447834816,0,0,0,0,
583100,583100,0,,583104,583104,0,,583104,583112,0,,583104,583112,0,,2332412,2332428,0,447823104,447826176,0,0,0,0,
583128,583128,0,,583124,583124,0,,583146,583124,0,,583145,583124,0,,2332543,2332500,0,447849686,447839894,0,0,0,0,
583112,583112,0,,583108,583104,0,,583112,583104,0,,583086,583104,0,,2332418,2332424,0,447832896,447825408,0,0,0,0,
583125,583125,0,,583150,583124,0,,583120,583124,0,,583144,583124,0,,2332539,2332497,0,447839318,447839318,0,0,0,0,
318684,318684,0,,318684,318684,0,,318688,318684,0,,318691,318684,0,,1274747,1274736,0,244749312,244749312,0,0,0,0,
1,1,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,86,86,0,0,0,0,
457363,457363,0,,457348,457380,0,,457156,457188,0,,456082,456114,0,,1827949,1828045,0,350966208,350987328,0,0,0,0,
642662,642662,0,,642676,642676,0,,642868,642868,0,,643610,643610,0,,2571816,2571816,0,493788566,493787606,0,0,0,0,
642692,642692,0,,642694,642692,0,,642684,642684,0,,642981,642981,0,,2571051,2571049,0,493641792,493641216,0,0,0,0,
642624,642624,0,,642614,642616,0,,642632,642631,0,,642446,642446,0,,2570316,2570317,0,493500672,493500864,0,0,0,0,
642697,642697,0,,642674,642672,0,,642674,642665,0,,642889,642885,0,,2570934,2570919,0,493623446,493614806,0,0,0,0,
642660,642660,0,,642658,642660,0,,642650,642660,0,,641823,641827,0,,2569791,2569807,0,493401792,493405632,0,0,0,0,
642660,642660,0,,642692,642660,0,,642657,642657,0,,642250,642250,0,,2570259,2570227,0,493489728,493495872,0,0,0,0,
642684,642684,0,,642682,642712,0,,642680,642680,0,,642852,642852,0,,2570898,2570928,0,493606272,493606080,0,0,0,0,
642689,642689,0,,642658,642658,0,,642723,642720,0,,643652,643652,0,,2571722,2571719,0,493776278,493774550,0,0,0,0,
642660,642660,0,,642660,642660,0,,642457,642460,0,,640646,640646,0,,2568423,2568426,0,493131456,493132224,0,0,0,0,
642660,642660,0,,642665,642662,0,,642867,642835,0,,644772,644772,0,,2572964,2572929,0,494014166,494003606,0,0,0,0,
642661,642661,0,,642653,642658,0,,642660,642662,0,,640807,640805,0,,2568781,2568786,0,493206912,493204032,0,0,0,0,
642661,642661,0,,642694,642693,0,,642660,642687,0,,644558,644558,0,,2572573,2572599,0,493927766,493938518,0,0,0,0,
642663,642663,0,,642662,642645,0,,642662,642663,0,,642663,642662,0,,2570650,2570633,0,493564800,493561536,0,0,0,0,
642658,642658,0,,642657,642644,0,,642655,642628,0,,642133,642136,0,,2570103,2570066,0,493460438,493455062,0,0,0,0,
