Lcore 0,,,,Lcore 1,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
5530704,5530704,0,,5568855,5568855,0,,11099559,11099559,0,2131115328,2131105728,8984082,0,0,0,
5528707,5528707,0,,5565904,5565904,0,,11094611,11094611,0,2130165312,2130168384,8988951,0,0,0,
5530893,5530893,0,,5567629,5567629,0,,11098522,11098522,0,2130916224,2130913728,8985080,0,0,0,
5533375,5533375,0,,5566061,5566061,0,,11099436,11099436,0,2131091712,2131089792,8984091,0,0,0,
5532866,5532866,0,,5566480,5566480,0,,11099346,11099346,0,2131074432,2131080384,8984281,0,0,0,
5532150,5532150,0,,5564909,5564909,0,,11097059,11097059,0,2130635328,2130629376,8986528,0,0,0,
5533931,5533931,0,,5566733,5566733,0,,11100664,11100664,0,2131327488,2131332864,8982862,0,0,0,
5533284,5533284,0,,5568672,5568672,0,,11101956,11101956,0,2131575552,2131567488,8981632,0,0,0,
5533375,5533375,0,,5566169,5566137,0,,11099544,11099512,0,2131112448,2131110720,8983796,0,0,0,
5532662,5532662,0,,5567360,5567389,0,,11100022,11100051,0,2131204224,2131205568,8983734,0,0,0,
5534513,5534513,0,,5567771,5567773,0,,11102284,11102286,0,2131644480,2131642560,8981341,0,0,0,
5532160,5532160,0,,5569391,5569390,0,,11101551,11101550,0,2131491840,2131496448,8982050,0,0,0,
5529151,5529151,0,,5568683,5568685,0,,11097834,11097836,0,2130784128,2130780672,8985807,0,0,0,
5535938,5535938,0,,5568758,5568758,0,,11104696,11104696,0,2132101632,2132106624,8979019,0,0,0,
5533135,5533135,0,,5567572,5567572,0,,11100707,11100707,0,2131335744,2131333440,8982807,0,0,0,
5534844,5534844,0,,5567680,5567680,0,,11102524,11102524,0,2131684608,2131685376,8981082,0,0,0,
5537118,5537118,0,,5569747,5569744,0,,11106865,11106862,0,2132518080,2132514816,8976820,0,0,0,
5533856,5533856,0,,5566256,5566259,0,,11100112,11100115,0,2131221504,2131222848,8983535,0,0,0,
5535229,5535229,0,,5568997,5568965,0,,11104226,11104194,0,2132011392,2132008896,8979406,0,0,0,
5535511,5535511,0,,5566428,5566460,0,,11101939,11101971,0,2131578432,2131575744,8981522,0,0,0,
5533422,5533422,0,,5567134,5567134,0,,11100556,11100556,0,2131306752,2131312320,8982929,0,0,0,
5532971,5532971,0,,5566934,5566934,0,,11099905,11099905,0,2131181760,2131176576,8983915,0,0,0,
5533051,5533051,0,,5569876,5569844,0,,11102927,11102895,0,2131755840,2131760064,8980238,0,0,0,
3633132,3633132,0,,3655184,3655184,0,,7288316,7288316,0,1399356672,1399349184,5896850,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
1447054,1447054,0,,1491548,1491580,0,,2938602,2938634,0,564211584,564217728,76,0,0,0,
4930901,4930901,0,,5067380,5067348,0,,9998281,9998249,0,1919669952,1919665344,1049,0,0,0,
4926279,4926279,0,,5071934,5071966,0,,9998213,9998245,0,1919656896,1919664000,1091,0,0,0,
4927592,4927592,0,,5069966,5069966,0,,9997558,9997558,0,1919537280,1919537856,1145,0,0,0,
4929477,4929477,0,,5069039,5069014,0,,9998516,9998491,0,1919710272,1919703168,1082,0,0,0,
4924971,4924971,0,,5073091,5073084,0,,9998062,9998055,0,1919626560,1919632320,1520,0,0,0,
4931527,4931527,0,,5066486,5066518,0,,9998013,9998045,0,1919618496,1919621376,1182,0,0,0,
4926123,4926123,0,,5072454,5072434,0,,9998577,9998557,0,1919729088,1919724096,724,0,0,0,
4925724,4925724,0,,5072568,5072584,0,,9998292,9998308,0,1919675136,1919669376,1025,0,0,0,
4932948,4932948,0,,5065373,5065345,0,,9998321,9998293,0,1919672256,1919680128,918,0,0,0,
4926290,4926290,0,,5072227,5072257,0,,9998517,9998547,0,1919721024,1919716416,776,0,0,0,
4926587,4926587,0,,5071435,5071405,0,,9998022,9997992,0,1919614464,1919617920,1353,0,0,0,
4930361,4930361,0,,5067821,5067842,0,,9998182,9998203,0,1919654976,1919648256,1069,0,0,0,
4925952,4925952,0,,5072385,5072371,0,,9998337,9998323,0,1919678016,1919678208,1014,0,0,0,
4929320,4929320,0,,5068673,5068669,0,,9997993,9997989,0,1919613888,1919615232,1329,0,0,0,
4927669,4927669,0,,5070759,5070788,0,,9998428,9998457,0,1919697600,1919702784,796,0,0,0,
4925114,4925114,0,,5073104,5073080,0,,9998218,9998194,0,1919659392,1919657664,1068,0,0,0,
4933463,4933463,0,,5065193,5065217,0,,9998656,9998680,0,1919740416,1919744256,564,0,0,0,
4925503,4925503,0,,5072757,5072725,0,,9998260,9998228,0,1919665920,1919660160,794,0,0,0,
4926535,4926535,0,,5071568,5071578,0,,9998103,9998113,0,1919635776,1919634624,1555,0,0,0,
4931704,4931704,0,,5066014,5066036,0,,9997718,9997740,0,1919561856,1919571648,1008,0,0,0,
4925428,4925428,0,,5072904,5072900,0,,9998332,9998328,0,1919679744,1919673408,1518,0,0,0,
4926503,4926503,0,,5071309,5071313,0,,9997812,9997816,0,1919579904,1919584128,924,0,0,0,
4930210,4930210,0,,5068168,5068168,0,,9998378,9998378,0,1919688576,1919685120,1451,0,0,0,
4925999,4925999,0,,5072431,5072399,0,,9998430,9998398,0,1919698560,1919692416,912,0,0,0,
4930420,4930420,0,,5067725,5067757,0,,9998145,9998177,0,1919643840,1919650752,802,0,0,0,
4926514,4926514,0,,5071936,5071936,0,,9998450,9998450,0,1919708544,1919709504,939,0,0,0,
4925694,4925694,0,,5072433,5072433,0,,9998127,9998127,0,1919634240,1919633088,1450,0,0,0,
4932913,4932913,0,,5065623,5065591,0,,9998536,9998504,0,1919718912,1919712192,741,0,0,0,
4925466,4925466,0,,5072177,5072209,0,,9997643,9997675,0,1919547456,1919553600,1042,0,0,0,
4927368,4927368,0,,5071567,5071567,0,,9998935,9998935,0,1919795520,1919795520,941,0,0,0,
4930543,4930543,0,,5067615,5067583,0,,9998158,9998126,0,1919646336,1919640192,1117,0,0,0,
4926103,4926103,0,,5072139,5072152,0,,9998242,9998255,0,1919664960,1919667840,1102,0,0,0,
4928876,4928876,0,,5069067,5069086,0,,9997943,9997962,0,1919602560,1919615232,1242,0,0,0,
4928853,4928853,0,,5069999,5069974,0,,9998852,9998827,0,1919780928,1919768064,553,0,0,0,
4924787,4924787,0,,5073013,5073038,0,,9997800,9997825,0,1919576256,1919582784,1485,0,0,0,
4932141,4932141,0,,5065738,5065738,0,,9997879,9997879,0,1919592768,1919593536,1419,0,0,0,
4925962,4925962,0,,5072339,5072307,0,,9998301,9998269,0,1919673792,1919664000,982,0,0,0,
4926155,4926155,0,,5072454,5072486,0,,9998609,9998641,0,1919739072,1919745024,619,0,0,0,
4932774,4932774,0,,5065576,5065576,0,,9998350,9998350,0,1919677056,1919680128,891,0,0,0,
4925985,4925985,0,,5072811,5072779,0,,9998796,9998764,0,1919768832,1919761536,663,0,0,0,
4926751,4926751,0,,5071419,5071419,0,,9998170,9998170,0,1919648640,1919652480,1131,0,0,0,
4930461,4930461,0,,5068250,5068282,0,,9998711,9998743,0,1919752512,1919754240,595,0,0,0,
4925545,4925545,0,,5072212,5072212,0,,9997757,9997757,0,1919569344,1919568000,1511,0,0,0,
4929659,4929659,0,,5068406,5068406,0,,9998065,9998065,0,1919634624,1919633472,1210,0,0,0,
4927389,4927389,0,,5070737,5070735,0,,9998126,9998124,0,1919634048,1919634816,1176,0,0,0,
4925529,4925529,0,,5072546,5072548,0,,9998075,9998077,0,1919630400,1919636352,1268,0,0,0,
4933124,4933124,0,,5065508,5065476,0,,9998632,9998600,0,1919737344,1919728320,656,0,0,0,
4924548,4924548,0,,5073356,5073388,0,,9997904,9997936,0,1919597568,1919609856,1047,0,0,0,
4926731,4926731,0,,5071094,5071062,0,,9997825,9997793,0,1919582400,1919567424,1843,0,0,0,
4931269,4931269,0,,5067020,5067044,0,,9998289,9998313,0,1919676096,1919676864,861,0,0,0,
4925790,4925790,0,,5071835,5071811,0,,9997625,9997601,0,1919539392,1919538624,1835,0,0,0,
4926853,4926853,0,,5070850,5070882,0,,9997703,9997735,0,1919558976,1919566464,845,0,0,0,
4930834,4930834,0,,5068299,5068296,0,,9999133,9999130,0,1919833536,1919832960,850,0,0,0,
4925577,4925577,0,,5072730,5072730,0,,9998307,9998307,0,1919674944,1919673600,983,0,0,0,
4930878,4930878,0,,5066970,5066941,0,,9997848,9997819,0,1919586816,1919583744,1502,0,0,0,
4926147,4926147,0,,5072021,5072053,0,,9998168,9998200,0,1919648256,1919652672,892,0,0,0,
4925938,4925938,0,,5072928,5072896,0,,9998866,9998834,0,1919782272,1919775360,703,0,0,0,
4932795,4932795,0,,5065316,5065316,0,,9998111,9998111,0,1919637312,1919637312,1115,0,0,0,
4926694,4926694,0,,5071555,5071587,0,,9998249,9998281,0,1919663808,1919673216,1016,0,0,0,
4926739,4926739,0,,5072293,5072293,0,,9999032,9999032,0,1919814144,1919810880,279,0,0,0,
4930603,4930603,0,,5067417,5067411,0,,9998020,9998014,0,1919624832,1919626176,1280,0,0,0,
4926248,4926248,0,,5072249,5072227,0,,9998497,9998475,0,1919706432,1919700864,841,0,0,0,
1551869,1551869,0,,1597408,1597404,0,,3149277,3149273,0,604661184,604659264,945,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
3600923,3600923,0,,3622778,3622810,0,,7223701,7223733,0,1386950592,1386960768,2569062,0,0,0,
5540718,5540718,0,,5576052,5576052,0,,11116770,11116770,0,2134419840,2134424256,3946148,0,0,0,
5543362,5543362,0,,5576533,5576533,0,,11119895,11119895,0,2135025984,2135020416,3942975,0,0,0,
5541221,5541221,0,,5576935,5576935,0,,11118156,11118156,0,2134679808,2134690560,3944752,0,0,0,
5543165,5543165,0,,5577402,5577402,0,,11120567,11120567,0,2135148864,2135135616,3942386,0,0,0,
5541729,5541729,0,,5579058,5579058,0,,11120787,11120787,0,2135191104,2135193216,3942035,0,0,0,
5542880,5542880,0,,5577861,5577829,0,,11120741,11120709,0,2135182272,2135188224,3942239,0,0,0,
5541876,5541876,0,,5578405,5578437,0,,11120281,11120313,0,2135093952,2135091840,3942737,0,0,0,
5543450,5543450,0,,5578535,5578535,0,,11121985,11121985,0,2135427264,2135427456,3940855,0,0,0,
5542148,5542148,0,,5580698,5580696,0,,11122846,11122844,0,2135580288,2135578560,3940118,0,0,0,
5540003,5540003,0,,5578052,5578054,0,,11118055,11118057,0,2134666560,2134662720,3944773,0,0,0,
5542064,5542064,0,,5576896,5576896,0,,11118960,11118960,0,2134840320,2134845696,3943874,0,0,0,
5541802,5541802,0,,5578320,5578320,0,,11120122,11120122,0,2135063424,2135058816,3942777,0,0,0,
5542485,5542485,0,,5575645,5575645,0,,11118130,11118130,0,2134687104,2134685376,3944717,0,0,0,
5542721,5542721,0,,5576936,5576936,0,,11119657,11119657,0,2134968000,2134973184,3943307,0,0,0,
5542518,5542518,0,,5575520,5575520,0,,11118038,11118038,0,2134669440,2134663488,3944844,0,0,0,
5544422,5544422,0,,5576246,5576246,0,,11120668,11120668,0,2135162112,2135165568,3942233,0,0,0,
5542461,5542461,0,,5577446,5577446,0,,11119907,11119907,0,2135022144,2135025216,3942998,0,0,0,
5543074,5543074,0,,5577891,5577891,0,,11120965,11120965,0,2135225280,2135225472,3941913,0,0,0,
5542658,5542658,0,,5578323,5578323,0,,11120981,11120981,0,2135228352,2135230080,3941886,0,0,0,
5541074,5541074,0,,5575721,5575720,0,,11116795,11116794,0,2134424640,2134417344,3946033,0,0,0,
5542155,5542155,0,,5575419,5575418,0,,11117574,11117573,0,2134579968,2134579584,3945375,0,0,0,
5539778,5539778,0,,5578879,5578881,0,,11118657,11118659,0,2134776384,2134777344,3944236,0,0,0,
5543476,5543476,0,,5575999,5575999,0,,11119475,11119475,0,2134939200,2134948608,3943292,0,0,0,
5545117,5545117,0,,5577833,5577831,0,,11122950,11122948,0,2135606400,2135604096,3940162,0,0,0,
5542140,5542140,0,,5576939,5576941,0,,11119079,11119081,0,2134863168,2134862400,3943836,0,0,0,
5542793,5542793,0,,5574860,5574860,0,,11117653,11117653,0,2134595520,2134589760,3945136,0,0,0,
5544394,5544394,0,,5575864,5575832,0,,11120258,11120226,0,2135083392,2135089344,3942703,0,0,0,
5544744,5544744,0,,5577332,5577364,0,,11122076,11122108,0,2135438592,2135437056,3940883,0,0,0,
5543128,5543128,0,,5577787,5577787,0,,11120915,11120915,0,2135215680,2135219520,3941964,0,0,0,
5540799,5540799,0,,5577957,5577956,0,,11118756,11118755,0,2134807104,2134796544,3944157,0,0,0,
5542704,5542704,0,,5575011,5575012,0,,11117715,11117716,0,2134595328,2134596480,3945089,0,0,0,
5542253,5542253,0,,5578275,5578273,0,,11120528,11120526,0,2135141376,2135142912,3942426,0,0,0,
5541600,5541600,0,,5576077,5576079,0,,11117677,11117679,0,2134593984,2134593408,3945258,0,0,0,
5540532,5540532,0,,5577513,5577513,0,,11118045,11118045,0,2134664640,2134665408,3944836,0,0,0,
5541608,5541608,0,,5577566,5577534,0,,11119174,11119142,0,2134881408,2134885824,3943636,0,0,0,
5544691,5544691,0,,5577326,5577358,0,,11122017,11122049,0,2135427264,2135420736,3940823,0,0,0,
5544813,5544813,0,,5576252,5576252,0,,11121065,11121065,0,2135244480,2135249088,3941815,0,0,0,
5544112,5544112,0,,5578392,5578392,0,,11122504,11122504,0,2135526912,2135524224,3940417,0,0,0,
5544348,5544348,0,,5578516,5578516,0,,11122864,11122864,0,2135583744,2135585664,3940164,0,0,0,
5541275,5541275,0,,5578347,5578315,0,,11119622,11119590,0,2134967424,2134964160,3943180,0,0,0,
5542225,5542225,0,,5575413,5575442,0,,11117638,11117667,0,2134586496,2134588416,3945265,0,0,0,
5544172,5544172,0,,5577313,5577314,0,,11121485,11121486,0,2135325120,2135329728,3941398,0,0,0,
5542188,5542188,0,,5577247,5577249,0,,11119435,11119437,0,2134931520,2134931328,3943543,0,0,0,
5542732,5542732,0,,5573816,5573816,0,,11116548,11116548,0,2134377216,2134371072,3946331,0,0,0,
5543136,5543136,0,,5575994,5575992,0,,11119130,11119128,0,2134878720,2134888128,3943764,0,0,0,
5547252,5547252,0,,5576990,5576992,0,,11124242,11124244,0,2135848704,2135843712,3938668,0,0,0,
5544449,5544449,0,,5577136,5577136,0,,11121585,11121585,0,2135344320,2135339136,3941352,0,0,0,
5543402,5543402,0,,5575964,5575932,0,,11119366,11119334,0,2134918272,2134921536,3943496,0,0,0,
5541885,5541885,0,,5574732,5574732,0,,11116617,11116617,0,2134390464,2134388160,3946350,0,0,0,
5538572,5538572,0,,5572781,5572813,0,,11111353,11111385,0,2133379776,2133385344,3951563,0,0,0,
5546439,5546439,0,,5576189,5576189,0,,11122628,11122628,0,2135544576,2135540928,3940220,0,0,0,
5544230,5544230,0,,5578794,5578794,0,,11123024,11123024,0,2135620608,2135618304,3940015,0,0,0,
5542935,5542935,0,,5574825,5574825,0,,11117760,11117760,0,2134609920,2134612224,3945236,0,0,0,
5543759,5543759,0,,5577330,5577330,0,,11121089,11121089,0,2135249088,2135256384,3941641,0,0,0,
5539589,5539589,0,,5571967,5571935,0,,11111556,11111524,0,2133418752,2133409344,3951349,0,0,0,
5545280,5545280,0,,5576258,5576290,0,,11121538,11121570,0,2135341440,2135340672,3941413,0,0,0,
5543681,5543681,0,,5577582,5577550,0,,11121263,11121231,0,2135276352,2135290944,3941658,0,0,0,
5540923,5540923,0,,5576142,5576171,0,,11117065,11117094,0,2134476480,2134463616,3945777,0,0,0,
5541724,5541724,0,,5577244,5577247,0,,11118968,11118971,0,2134841856,2134846848,3944020,0,0,0,
5535884,5535884,0,,5574270,5574270,0,,11110154,11110154,0,2133149568,2133144768,3952708,0,0,0,
5541154,5541154,0,,5574633,5574633,0,,11115787,11115787,0,2134231104,2134237824,3947059,0,0,0,
5404926,5404926,0,,5441278,5441246,0,,10846204,10846172,0,2082471168,2082456384,3843484,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
5368055,5368055,0,,5410949,5410979,0,,10779004,10779034,0,2069568768,2069580288,1348336,0,0,0,
5533717,5533717,0,,5579239,5579241,0,,11112956,11112958,0,2133687552,2133684096,1386360,0,0,0,
5534641,5534641,0,,5579716,5579716,0,,11114357,11114357,0,2133962688,2133961920,1384500,0,0,0,
5534381,5534381,0,,5580204,5580172,0,,11114585,11114553,0,2133994176,2134000896,1384652,0,0,0,
5528923,5528923,0,,5578043,5578075,0,,11106966,11106998,0,2132537472,2132533248,1392031,0,0,0,
5531301,5531301,0,,5579465,5579465,0,,11110766,11110766,0,2133267072,2133276096,1388373,0,0,0,
5530414,5530414,0,,5580315,5580315,0,,11110729,11110729,0,2133259968,2133249600,1388481,0,0,0,
5531775,5531775,0,,5580225,5580225,0,,11112000,11112000,0,2133504000,2133503616,1387159,0,0,0,
5532194,5532194,0,,5582112,5582112,0,,11114306,11114306,0,2133946752,2133946944,1384651,0,0,0,
5528485,5528485,0,,5576930,5576930,0,,11105415,11105415,0,2132245824,2132246016,1393523,0,0,0,
5532226,5532226,0,,5580293,5580293,0,,11112519,11112519,0,2133597504,2133600000,1386654,0,0,0,
5534732,5534732,0,,5581534,5581532,0,,11116266,11116264,0,2134323072,2134320576,1382629,0,0,0,
5533602,5533602,0,,5580353,5580353,0,,11113955,11113955,0,2133879360,2133877056,1385466,0,0,0,
5531710,5531710,0,,5579393,5579395,0,,11111103,11111105,0,2133337920,2133332928,1387869,0,0,0,
5528916,5528916,0,,5577187,5577187,0,,11106103,11106103,0,2132365632,2132370816,1392885,0,0,0,
5533147,5533147,0,,5580533,5580533,0,,11113680,11113680,0,2133826560,2133829056,1385395,0,0,0,
5534399,5534399,0,,5578844,5578841,0,,11113243,11113240,0,2133742656,2133739392,1386055,0,0,0,
5533562,5533562,0,,5578744,5578747,0,,11112306,11112309,0,2133562752,2133566400,1386581,0,0,0,
5532414,5532414,0,,5576680,5576680,0,,11109094,11109094,0,2132952192,2132954112,1389964,0,0,0,
5529219,5529219,0,,5574257,5574257,0,,11103476,11103476,0,2131861248,2131862976,1395604,0,0,0,
5531890,5531890,0,,5578893,5578861,0,,11110783,11110751,0,2133270336,2133272448,1388347,0,0,0,
5533354,5533354,0,,5574712,5574744,0,,11108066,11108098,0,2132748672,2132743680,1391131,0,0,0,
5529799,5529799,0,,5568910,5568910,0,,11098709,11098709,0,2130952128,2130957504,1400302,0,0,0,
5529803,5529803,0,,5569280,5569280,0,,11099083,11099083,0,2131030080,2131020864,1399909,0,0,0,
5527955,5527955,0,,5568699,5568698,0,,11096654,11096653,0,2130551424,2130558528,1402528,0,0,0,
5531954,5531954,0,,5574681,5574650,0,,11106635,11106604,0,2132473920,2132467392,1392743,0,0,0,
5531795,5531795,0,,5570664,5570695,0,,11102459,11102490,0,2131672128,2131671936,1396246,0,0,0,
5529737,5529737,0,,5569457,5569458,0,,11099194,11099195,0,2131051392,2131049280,1399808,0,0,0,
5530695,5530695,0,,5570430,5570430,0,,11101125,11101125,0,2131409856,2131418688,1398029,0,0,0,
5529573,5529573,0,,5569450,5569450,0,,11099023,11099023,0,2131018560,2131013568,1399993,0,0,0,
5530436,5530436,0,,5570439,5570438,0,,11100875,11100874,0,2131361856,2131362048,1398293,0,0,0,
5530052,5530052,0,,5570380,5570381,0,,11100432,11100433,0,2131282944,2131283712,1398674,0,0,0,
5529819,5529819,0,,5570092,5570092,0,,11099911,11099911,0,2131182912,2131180608,1399355,0,0,0,
5532469,5532469,0,,5572122,5572122,0,,11104591,11104591,0,2132081472,2132088384,1394294,0,0,0,
5530953,5530953,0,,5570347,5570347,0,,11101300,11101300,0,2131449600,2131443072,1398004,0,0,0,
5532433,5532433,0,,5572551,5572551,0,,11104984,11104984,0,2132156928,2132164416,1393885,0,0,0,
5532508,5532508,0,,5572432,5572432,0,,11104940,11104940,0,2132148480,2132141568,1394127,0,0,0,
5530690,5530690,0,,5570899,5570867,0,,11101589,11101557,0,2131505088,2131506432,1397513,0,0,0,
5530864,5530864,0,,5572405,5572437,0,,11103269,11103301,0,2131827648,2131825920,1395816,0,0,0,
5529420,5529420,0,,5570769,5570769,0,,11100189,11100189,0,2131236288,2131242240,1398901,0,0,0,
5533711,5533711,0,,5574603,5574603,0,,11108314,11108314,0,2132796288,2132789952,1390817,0,0,0,
5532120,5532120,0,,5572491,5572491,0,,11104611,11104611,0,2132085312,2132084544,1394368,0,0,0,
5532322,5532322,0,,5571861,5571861,0,,11104183,11104183,0,2132009280,2132011584,1394924,0,0,0,
5532562,5532562,0,,5570667,5570667,0,,11103229,11103229,0,2131819968,2131812864,1395863,0,0,0,
5532805,5532805,0,,5572281,5572281,0,,11105086,11105086,0,2132176512,2132177088,1393936,0,0,0,
5530705,5530705,0,,5571500,5571498,0,,11102205,11102203,0,2131617216,2131623744,1397184,0,0,0,
5529411,5529411,0,,5568460,5568462,0,,11097871,11097873,0,2130791232,2130796992,1400950,0,0,0,
5531837,5531837,0,,5571111,5571079,0,,11102948,11102916,0,2131766016,2131767552,1396112,0,0,0,
5532891,5532891,0,,5571708,5571740,0,,11104599,11104631,0,2132089152,2132075136,1394770,0,0,0,
5531757,5531757,0,,5572877,5572877,0,,11104634,11104634,0,2132083584,2132095680,1394298,0,0,0,
5530753,5530753,0,,5571908,5571908,0,,11102661,11102661,0,2131710912,2131708224,1396360,0,0,0,
5531326,5531326,0,,5570594,5570594,0,,11101920,11101920,0,2131568640,2131569216,1397147,0,0,0,
5533781,5533781,0,,5570807,5570807,0,,11104588,11104588,0,2132080896,2132079360,1394479,0,0,0,
5530979,5530979,0,,5570363,5570363,0,,11101342,11101342,0,2131457664,2131463040,1397696,0,0,0,
5532708,5532708,0,,5572564,5572563,0,,11105272,11105271,0,2132218176,2132205312,1393847,0,0,0,
5532452,5532452,0,,5571672,5571673,0,,11104124,11104125,0,2131985856,2132003328,1394990,0,0,0,
5529285,5529285,0,,5570121,5570121,0,,11099406,11099406,0,2131085952,2131080000,1400246,0,0,0,
5530659,5530659,0,,5571498,5571498,0,,11102157,11102157,0,2131614144,2131612416,1396403,0,0,0,
5531340,5531340,0,,5571517,5571517,0,,11102857,11102857,0,2131748544,2131751616,1396170,0,0,0,
5530984,5530984,0,,5571764,5571764,0,,11102748,11102748,0,2131733760,2131732608,1396341,0,0,0,
