Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
370786,370786,0,,362256,362256,0,,358104,358104,0,,310267,310267,0,,345864,345866,0,,363019,363016,0,,2110296,2110295,0,405176832,405174528,689296,0,0,0,
370155,370155,0,,361577,361575,0,,357985,357985,0,,311011,311011,0,,346660,346660,0,,362328,362331,0,,2109716,2109717,0,405071232,405072960,689610,0,0,0,
369848,369848,0,,361525,361527,0,,358843,358843,0,,310539,310539,0,,346847,346844,0,,362924,362924,0,,2110526,2110525,0,405215232,405215232,689103,0,0,0,
371262,371262,0,,363507,363507,0,,359996,359996,0,,313588,313588,0,,348464,348465,0,,364668,364668,0,,2121485,2121486,0,407325120,407323008,677970,0,0,0,
370096,370096,0,,361926,361926,0,,359038,359037,0,,311686,311686,0,,347100,347102,0,,363692,363692,0,,2113538,2113539,0,405799296,405802368,685955,0,0,0,
372078,372078,0,,362840,362840,0,,359448,359447,0,,312444,312444,0,,346786,346786,0,,364547,364547,0,,2118143,2118142,0,406689216,406687680,681344,0,0,0,
370853,370853,0,,362508,362507,0,,358714,358715,0,,311458,311458,0,,346084,346084,0,,363384,363383,0,,2113001,2113000,0,405690432,405687936,686381,0,0,0,
226285,226285,0,,221090,221059,0,,219145,219114,0,,190746,190714,0,,212214,212182,0,,221846,221815,0,,1291326,1291169,0,247934592,247902336,404112,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
248139,248139,0,,242548,242580,0,,239998,240030,0,,207842,207874,0,,231446,231478,0,,243138,243170,0,,1413111,1413271,0,271317312,271356672,99165,0,0,0,
370674,370674,0,,361411,361411,0,,358783,358783,0,,310533,310533,0,,346633,346633,0,,362377,362377,0,,2110411,2110411,0,405198912,405194688,222043,0,0,0,
370550,370550,0,,361967,361967,0,,358585,358585,0,,310845,310845,0,,346703,346702,0,,363496,363496,0,,2112146,2112145,0,405532032,405532992,220382,0,0,0,
370634,370634,0,,362042,362042,0,,358588,358588,0,,310326,310326,0,,346691,346692,0,,363492,363492,0,,2111773,2111774,0,405460416,405462144,220757,0,0,0,
369559,369559,0,,361106,361106,0,,357557,357557,0,,310565,310565,0,,345910,345910,0,,362628,362628,0,,2107325,2107325,0,404606400,404605632,225069,0,0,0,
370810,370810,0,,361330,361330,0,,358482,358482,0,,310226,310226,0,,345834,345834,0,,362777,362777,0,,2109459,2109459,0,405016128,405017472,222997,0,0,0,
370823,370823,0,,361034,361034,0,,357866,357864,0,,310237,310237,0,,346009,346009,0,,362468,362468,0,,2108437,2108435,0,404819904,404818368,224093,0,0,0,
370811,370811,0,,362554,362551,0,,359111,359113,0,,311383,311383,0,,346822,346822,0,,362870,362867,0,,2113551,2113547,0,405801792,405798720,219004,0,0,0,
368922,368922,0,,361092,361095,0,,358714,358714,0,,310872,310872,0,,345826,345826,0,,363161,363164,0,,2108587,2108593,0,404854848,404855040,223959,0,0,0,
369632,369632,0,,361595,361595,0,,358311,358311,0,,310249,310249,0,,345711,345711,0,,362694,362694,0,,2108192,2108192,0,404766720,404768640,224108,0,0,0,
369996,369996,0,,360835,360835,0,,358489,358489,0,,309902,309902,0,,345949,345949,0,,363348,363348,0,,2108519,2108519,0,404835648,404835456,223977,0,0,0,
369506,369506,0,,362204,362204,0,,358832,358832,0,,311124,311124,0,,346134,346134,0,,363597,363595,0,,2111397,2111395,0,405388224,405388800,221164,0,0,0,
370412,370412,0,,361993,361993,0,,358386,358386,0,,311438,311438,0,,346216,346216,0,,363355,363357,0,,2111800,2111802,0,405465600,405465024,220552,0,0,0,
370564,370564,0,,361658,361658,0,,358796,358796,0,,310183,310183,0,,346213,346213,0,,363042,363040,0,,2110456,2110454,0,405207552,405209472,222079,0,0,0,
369186,369186,0,,361224,361224,0,,359009,359009,0,,311317,311317,0,,346008,346008,0,,362978,362980,0,,2109722,2109724,0,405072768,405070080,222787,0,0,0,
369841,369841,0,,360279,360279,0,,358460,358457,0,,310817,310817,0,,346124,346121,0,,363759,363759,0,,2109280,2109274,0,404975616,404973312,223334,0,0,0,
370814,370814,0,,360756,360756,0,,358473,358476,0,,310276,310276,0,,346836,346839,0,,362891,362891,0,,2110046,2110052,0,405128832,405130560,222441,0,0,0,
370165,370165,0,,360847,360847,0,,358534,358534,0,,310218,310218,0,,345798,345798,0,,363093,363093,0,,2108655,2108655,0,404861760,404864832,223767,0,0,0,
371154,371154,0,,361458,361458,0,,358351,358351,0,,309895,309892,0,,346460,346460,0,,364310,364310,0,,2111628,2111625,0,405432576,405428928,220652,0,0,0,
371464,371464,0,,362969,362969,0,,359715,359715,0,,313639,313639,0,,347510,347510,0,,364671,364668,0,,2119968,2119965,0,407033856,407037312,212629,0,0,0,
371967,371967,0,,363471,363470,0,,359796,359796,0,,313086,313086,0,,347645,347642,0,,365061,365064,0,,2121026,2121025,0,407236992,407231424,211385,0,0,0,
371292,371292,0,,364003,364001,0,,360292,360292,0,,313118,313121,0,,348002,348005,0,,364644,364641,0,,2121351,2121352,0,407304960,407312448,211260,0,0,0,
371491,371491,0,,364210,364213,0,,360397,360397,0,,313591,313591,0,,348137,348137,0,,365088,365091,0,,2122914,2122920,0,407593920,407590656,209485,0,0,0,
371929,371929,0,,363510,363510,0,,360070,360070,0,,312833,312833,0,,348252,348252,0,,365639,365639,0,,2122233,2122233,0,407468736,407469312,205567,0,0,0,
0,0,0,,107,75,0,,87,55,0,,1285,1253,0,,478,446,0,,120,88,0,,2077,1917,0,398784,362304,0,0,0,0,
97024,97024,0,,97004,97024,0,,96996,96996,0,,96977,96996,0,,96996,96996,0,,96996,96997,0,,581993,582033,0,111750336,111751872,0,0,0,0,
350507,350507,0,,350506,350507,0,,350385,350407,0,,350404,350407,0,,350385,350406,0,,350406,350406,0,,2102593,2102640,0,403694592,403706304,0,0,0,0,
350520,350520,0,,350541,350520,0,,350442,350420,0,,350442,350420,0,,350441,350420,0,,350420,350419,0,,2102806,2102719,0,403734336,403721088,0,0,0,0,
350507,350507,0,,350507,350507,0,,350406,350406,0,,350406,350406,0,,350387,350407,0,,350387,350407,0,,2102600,2102640,0,403706880,403706880,0,0,0,0,
350508,350508,0,,350508,350509,0,,350406,350408,0,,350406,350408,0,,350427,350420,0,,350427,350420,0,,2102682,2102673,0,403707840,403720896,0,0,0,0,
350520,350520,0,,350520,350519,0,,350402,350418,0,,350400,350418,0,,350419,350406,0,,350419,350406,0,,2102680,2102687,0,403721280,403708224,0,0,0,0,
350505,350505,0,,350488,350507,0,,350405,350407,0,,350407,350407,0,,350386,350404,0,,350406,350406,0,,2102597,2102636,0,403691328,403706112,0,0,0,0,
350522,350522,0,,350519,350520,0,,350418,350420,0,,350421,350420,0,,350440,350422,0,,350400,350420,0,,2102720,2102724,0,403729920,403723008,0,0,0,0,
350502,350502,0,,350521,350507,0,,350428,350406,0,,350405,350406,0,,350387,350407,0,,350407,350407,0,,2102650,2102635,0,403701120,403705920,0,0,0,0,
350521,350521,0,,350507,350520,0,,350400,350416,0,,350421,350420,0,,350420,350420,0,,350420,350420,0,,2102689,2102717,0,403716288,403721664,0,0,0,0,
350512,350512,0,,350527,350508,0,,350426,350410,0,,350425,350406,0,,350426,350406,0,,350426,350406,0,,2102742,2102648,0,403726464,403708416,0,0,0,0,
350520,350520,0,,350500,350520,0,,350417,350420,0,,350417,350420,0,,350420,350422,0,,350420,350423,0,,2102694,2102725,0,403718400,403726272,0,0,0,0,
350507,350507,0,,350510,350507,0,,350411,350424,0,,350410,350409,0,,350388,350404,0,,350387,350403,0,,2102613,2102654,0,403707648,403711296,0,0,0,0,
350516,350516,0,,350516,350520,0,,350399,350403,0,,350400,350418,0,,350417,350420,0,,350418,350420,0,,2102666,2102697,0,403708800,403713024,0,0,0,0,
350511,350511,0,,350508,350507,0,,350406,350402,0,,350406,350406,0,,350428,350407,0,,350428,350407,0,,2102687,2102640,0,403723392,403707648,0,0,0,0,
350508,350508,0,,350508,350508,0,,350426,350410,0,,350420,350406,0,,350406,350408,0,,350406,350408,0,,2102674,2102648,0,403707072,403709184,0,0,0,0,
350520,350520,0,,350540,350537,0,,350399,350420,0,,350428,350442,0,,350401,350418,0,,350421,350435,0,,2102709,2102772,0,403714944,403730688,0,0,0,0,
350507,350507,0,,350503,350490,0,,350428,350407,0,,350385,350385,0,,350425,350406,0,,350401,350389,0,,2102649,2102584,0,403709376,403696128,0,0,0,0,
350513,350513,0,,350505,350520,0,,350401,350420,0,,350420,350420,0,,350401,350420,0,,350417,350420,0,,2102657,2102713,0,403709376,403720896,0,0,0,0,
350514,350514,0,,350517,350507,0,,350416,350406,0,,350406,350406,0,,350406,350407,0,,350394,350407,0,,2102653,2102647,0,403709376,403708224,0,0,0,0,
350520,350520,0,,350509,350520,0,,350410,350420,0,,350421,350420,0,,350440,350420,0,,350440,350420,0,,2102740,2102720,0,403729728,403722240,0,0,0,0,
350508,350508,0,,350508,350508,0,,350406,350406,0,,350405,350404,0,,350406,350408,0,,350407,350408,0,,2102640,2102642,0,403710528,403713600,0,0,0,0,
350520,350520,0,,350520,350520,0,,350439,350420,0,,350435,350422,0,,350415,350418,0,,350419,350418,0,,2102748,2102718,0,403726080,403716672,0,0,0,0,
350507,350507,0,,350508,350507,0,,350386,350401,0,,350391,350407,0,,350393,350406,0,,350388,350406,0,,2102573,2102634,0,403688256,403704576,0,0,0,0,
128150,128150,0,,128169,128150,0,,128134,128119,0,,128134,128113,0,,128131,128113,0,,128131,128113,0,,768849,768758,0,147619008,147601536,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
327398,327398,0,,321452,321484,0,,318909,318941,0,,275903,275932,0,,307738,307770,0,,323025,323057,0,,1874425,1874582,0,359889600,359925312,54991,0,0,0,
368641,368641,0,,361626,361626,0,,359413,359413,0,,310575,310578,0,,347187,347187,0,,364666,364666,0,,2112108,2112111,0,405524736,405525696,93479,0,0,0,
368727,368727,0,,363566,363566,0,,359997,359997,0,,313554,313553,0,,347773,347773,0,,364524,364524,0,,2118141,2118140,0,406689216,406682496,93586,0,0,0,
368663,368663,0,,364844,364842,0,,360685,360683,0,,314804,314805,0,,348880,348880,0,,366395,366395,0,,2124271,2124268,0,407865792,407864640,87561,0,0,0,
368673,368673,0,,364188,364190,0,,360303,360305,0,,314120,314120,0,,349164,349164,0,,366211,366208,0,,2122659,2122660,0,407544768,407549568,88797,0,0,0,
368562,368562,0,,364816,364814,0,,359791,359791,0,,314071,314071,0,,348696,348696,0,,365642,365644,0,,2121578,2121578,0,407336832,407338176,90017,0,0,0,
368770,368770,0,,361318,361320,0,,358675,358674,0,,310441,310441,0,,346292,346292,0,,363319,363320,0,,2108815,2108817,0,404898624,404899200,102842,0,0,0,
368722,368722,0,,362127,362127,0,,358548,358549,0,,311445,311445,0,,346829,346829,0,,363202,363202,0,,2110873,2110874,0,405287616,405284928,100821,0,0,0,
368676,368676,0,,361463,361460,0,,358372,358372,0,,311013,311013,0,,346911,346911,0,,363559,363559,0,,2109994,2109991,0,405112704,405113088,101668,0,0,0,
368660,368660,0,,361715,361718,0,,359271,359239,0,,311414,311414,0,,346151,346150,0,,364070,364070,0,,2111281,2111251,0,405365952,405368448,100372,0,0,0,
368644,368644,0,,362262,362262,0,,359330,359362,0,,311558,311558,0,,346349,346350,0,,363559,363559,0,,2111702,2111735,0,405446784,405447360,99711,0,0,0,
368591,368591,0,,360888,360888,0,,358419,358418,0,,310572,310569,0,,345805,345805,0,,362273,362273,0,,2106548,2106544,0,404457216,404455488,105013,0,0,0,
368755,368755,0,,362052,362052,0,,358199,358200,0,,310869,310872,0,,346373,346371,0,,363690,363690,0,,2109938,2109940,0,405108096,405107904,101798,0,0,0,
368696,368696,0,,361344,361344,0,,358568,358565,0,,311179,311179,0,,346278,346280,0,,363162,363162,0,,2109227,2109226,0,404971584,404970240,102521,0,0,0,
368664,368664,0,,362136,362104,0,,359100,359103,0,,311410,311409,0,,347146,347146,0,,363761,363760,0,,2112217,2112186,0,405545664,405543744,99231,0,0,0,
368602,368602,0,,362519,362548,0,,358648,358647,0,,311110,311110,0,,346949,346949,0,,363895,363896,0,,2111723,2111752,0,405450816,405451968,99794,0,0,0,
368633,368633,0,,361897,361900,0,,359337,359336,0,,310594,310595,0,,346927,346927,0,,363341,363341,0,,2110729,2110732,0,405259968,405260928,100831,0,0,0,
368705,368705,0,,361520,361520,0,,359040,359039,0,,310887,310885,0,,346684,346684,0,,363295,363293,0,,2110131,2110126,0,405145152,405145536,101554,0,0,0,
368659,368659,0,,362232,362232,0,,358834,358837,0,,310520,310521,0,,346113,346113,0,,362754,362756,0,,2109112,2109118,0,404949504,404952768,102598,0,0,0,
368777,368777,0,,361859,361859,0,,358141,358140,0,,310898,310899,0,,346601,346598,0,,362835,362835,0,,2109111,2109108,0,404949312,404950080,102763,0,0,0,
368698,368698,0,,361794,361794,0,,359153,359154,0,,310776,310776,0,,346134,346137,0,,363830,363830,0,,2110385,2110389,0,405193920,405190272,101155,0,0,0,
368671,368671,0,,362080,362080,0,,358842,358842,0,,310622,310622,0,,345997,345997,0,,363351,363348,0,,2109563,2109560,0,405036096,405035712,102085,0,0,0,
368709,368709,0,,361360,361360,0,,358570,358568,0,,310883,310881,0,,347138,347138,0,,363004,363004,0,,2109664,2109660,0,405055488,405051840,101996,0,0,0,
273730,273730,0,,276095,276063,0,,274392,274362,0,,238846,238816,0,,265239,265207,0,,277088,277059,0,,1605390,1605237,0,308234880,308204928,77391,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
185612,185612,0,,185565,185597,0,,185512,185539,0,,167801,167833,0,,183719,183751,0,,185526,185556,0,,1093735,1093888,0,209997120,210029376,9602,0,0,0,
360658,360658,0,,360662,360662,0,,360580,360585,0,,320873,320873,0,,358092,358092,0,,360585,360578,0,,2121450,2121448,0,407324544,407323008,39672,0,0,0,
360666,360666,0,,360688,360677,0,,360531,360531,0,,323679,323676,0,,360741,360741,0,,360565,360563,0,,2126870,2126854,0,408352896,408348480,36884,0,0,0,
360680,360680,0,,360703,360701,0,,360608,360597,0,,320882,320884,0,,357114,357112,0,,360578,360576,0,,2120565,2120550,0,407148480,407145216,39698,0,0,0,
360661,360661,0,,360644,360640,0,,360563,360563,0,,323358,323359,0,,360037,360038,0,,360539,360542,0,,2125802,2125803,0,408156864,408157248,37237,0,0,0,
360663,360663,0,,360680,360685,0,,360576,360576,0,,323854,323854,0,,360025,360026,0,,360577,360576,0,,2126375,2126380,0,408261120,408263040,37426,0,0,0,
360667,360667,0,,360665,360645,0,,360543,360542,0,,322375,322375,0,,358032,358032,0,,360562,360541,0,,2122844,2122802,0,407586048,407581632,40822,0,0,0,
360679,360679,0,,360679,360682,0,,360577,360576,0,,322020,322019,0,,358623,358623,0,,360579,360593,0,,2123157,2123172,0,407650368,407651904,40591,0,0,0,
360658,360658,0,,360616,360645,0,,360531,360544,0,,323488,323488,0,,359369,359369,0,,360553,360560,0,,2125215,2125264,0,408037056,408047424,38921,0,0,0,
360667,360667,0,,360638,360638,0,,360545,360545,0,,321661,321662,0,,358601,358601,0,,360501,360512,0,,2122613,2122625,0,407547840,407549568,39760,0,0,0,
360679,360679,0,,360729,360718,0,,360579,360577,0,,322726,322726,0,,359811,359811,0,,360616,360606,0,,2125140,2125117,0,408020736,408015168,38648,0,0,0,
360667,360667,0,,360657,360667,0,,360599,360591,0,,319618,319618,0,,355567,355567,0,,360563,360562,0,,2117671,2117672,0,406592832,406593024,45937,0,0,0,
360647,360647,0,,360630,360631,0,,360470,360480,0,,323349,323349,0,,359308,359308,0,,360549,360560,0,,2124953,2124975,0,407990976,408002880,39291,0,0,0,
360699,360699,0,,360650,360650,0,,360594,360594,0,,328845,328845,0,,363814,363814,0,,360590,360590,0,,2135192,2135192,0,409963008,409955904,31734,0,0,0,
360679,360679,0,,360755,360744,0,,360652,360641,0,,322045,322044,0,,359063,359063,0,,360580,360566,0,,2123774,2123737,0,407758464,407749824,38538,0,0,0,
360646,360646,0,,360669,360667,0,,360541,360541,0,,321657,321658,0,,357725,357724,0,,360538,360541,0,,2121776,2121777,0,407380992,407381376,39446,0,0,0,
360679,360679,0,,360677,360679,0,,360598,360598,0,,320155,320155,0,,357028,357028,0,,360576,360576,0,,2119713,2119715,0,406984896,406983936,43757,0,0,0,
360667,360667,0,,360668,360667,0,,360518,360529,0,,321179,321179,0,,358459,358460,0,,360584,360584,0,,2122075,2122086,0,407438400,407443392,41461,0,0,0,
360679,360679,0,,360646,360658,0,,360621,360610,0,,321077,321077,0,,357034,357034,0,,360555,360555,0,,2120612,2120613,0,407157504,407157312,43050,0,0,0,
360667,360667,0,,360667,360667,0,,360505,360516,0,,321359,321359,0,,358271,358271,0,,360585,360584,0,,2122054,2122064,0,407434368,407434560,41429,0,0,0,
360679,360679,0,,360690,360679,0,,360612,360612,0,,321113,321113,0,,358027,358027,0,,360575,360577,0,,2121696,2121687,0,407365632,407365056,42072,0,0,0,
360679,360679,0,,360676,360679,0,,360598,360587,0,,321449,321449,0,,357518,357518,0,,360553,360556,0,,2121473,2121468,0,407322816,407319360,42138,0,0,0,
360667,360667,0,,360670,360667,0,,360541,360542,0,,321848,321848,0,,358909,358909,0,,360586,360561,0,,2123221,2123194,0,407658432,407656896,40619,0,0,0,
360658,360658,0,,360680,360671,0,,360545,360555,0,,324221,324221,0,,360833,360833,0,,360555,360577,0,,2127492,2127515,0,408478464,408482112,36605,0,0,0,
43505,43505,0,,43504,43492,0,,43523,43491,0,,46860,46828,0,,50799,50767,0,,43492,43470,0,,271683,271553,0,52163136,52135296,4775,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
