Lcore 0,,,,Lcore 1,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
12708687,12708687,0,,12467362,12467363,0,,25176049,25176050,0,4279923400,4833799488,1078548,0,0,0,
12711734,12711734,0,,12467058,12467060,0,,25178792,25178794,0,4280394640,4834329792,1075007,0,0,0,
12710465,12710465,0,,12467810,12467810,0,,25178275,25178275,0,4280312190,4834227264,1076842,0,0,0,
12712530,12712530,0,,12469285,12469253,0,,25181815,25181783,0,4280903110,4834908288,1073186,0,0,0,
12712501,12712501,0,,12465704,12465736,0,,25178205,25178237,0,4280300290,4834217472,1077021,0,0,0,
12717265,12717265,0,,12467741,12467741,0,,25185006,25185006,0,4281445580,4835520768,1069786,0,0,0,
12712510,12712510,0,,12468900,12468897,0,,25181410,25181407,0,4280844630,4834831296,1073627,0,0,0,
12712489,12712489,0,,12467089,12467092,0,,25179578,25179581,0,4280523330,4834476864,1074479,0,0,0,
2146282,2146282,0,,2106313,2106281,0,,4252595,4252563,0,722941150,816492096,186801,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
