Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
7218022,7218022,0,,7165639,7165670,0,,7282217,7282240,0,,21665878,21665932,0,5546472704,5546488064,207421,0,0,0,
10996079,10996079,0,,10912674,10912675,0,,11094554,11094560,0,,33003307,33003314,0,8448846848,8448846336,326951,0,0,0,
10996555,10996555,0,,10913032,10913032,0,,11095244,11095247,0,,33004831,33004834,0,8449236736,8449232896,326068,0,0,0,
10997824,10997824,0,,10909891,10909859,0,,11095369,11095369,0,,33003084,33003052,0,8448789504,8448798720,326089,0,0,0,
10999726,10999726,0,,10911760,10911792,0,,11095254,11095254,0,,33006740,33006772,0,8449725440,8449717504,321646,0,0,0,
10999195,10999195,0,,10912170,10912170,0,,11095270,11095238,0,,33006635,33006603,0,8449698560,8449704448,321850,0,0,0,
11000508,11000508,0,,10912392,10912392,0,,11094815,11094847,0,,33007715,33007747,0,8449983232,8449976320,321019,0,0,0,
11001596,11001596,0,,10912370,10912370,0,,11095043,11095011,0,,33009009,33008977,0,8450298112,8450308352,320677,0,0,0,
11002046,11002046,0,,10912421,10912421,0,,11093859,11093891,0,,33008326,33008358,0,8450131456,8450128640,320898,0,0,0,
10998816,10998816,0,,10912064,10912064,0,,11095005,11095003,0,,33005885,33005883,0,8449506048,8449507072,326040,0,0,0,
11000088,11000088,0,,10912638,10912636,0,,11093638,11093640,0,,33006364,33006364,0,8449621504,8449624320,323448,0,0,0,
11000702,11000702,0,,10912915,10912885,0,,11095343,11095328,0,,33008960,33008915,0,8450298112,8450285824,321862,0,0,0,
11001924,11001924,0,,10910856,10910886,0,,11095401,11095416,0,,33008181,33008226,0,8450089984,8450097920,321611,0,0,0,
11000758,11000758,0,,10910980,10910982,0,,11094972,11094970,0,,33006710,33006710,0,8449725952,8449728512,321213,0,0,0,
10995604,10995604,0,,10912074,10912042,0,,11095450,11095452,0,,33003128,33003098,0,8448800768,8448790016,325595,0,0,0,
10999993,10999993,0,,10912467,10912499,0,,11094931,11094928,0,,33007391,33007420,0,8449891328,8449896704,321396,0,0,0,
10999999,10999999,0,,10912342,10912342,0,,11094851,11094854,0,,33007192,33007195,0,8449841920,8449850368,321907,0,0,0,
4139516,4139516,0,,4106395,4106363,0,,4172952,4172920,0,,12418863,12418799,0,3179220736,3179196928,121992,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
