Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Lcore 6,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
698093,698093,0,,819175,819173,0,,245901,245901,0,,1146467,1146467,0,,6377579,6377547,0,,343727,343727,0,,694136,694136,0,,10325078,10325044,0,1982407104,1982395584,2631371,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
665474,665474,0,,780815,780815,0,,234390,234394,0,,1092818,1092818,0,,8579345,8579345,0,,327634,327634,0,,661632,661632,0,,12342108,12342112,0,2369685504,2369696832,0,0,0,0,
804889,804889,0,,944815,944815,0,,283546,283542,0,,1321953,1321953,0,,10384895,10384895,0,,396387,396387,0,,800639,800639,0,,14937124,14937120,0,2867930304,2867918976,0,0,0,0,
804949,804949,0,,945286,945287,0,,283539,283539,0,,1322133,1322133,0,,10384000,10384013,0,,396410,396410,0,,800747,800747,0,,14937064,14937078,0,2867916288,2867928576,0,0,0,0,
804955,804955,0,,944914,944913,0,,283598,283598,0,,1322149,1322149,0,,10384437,10384424,0,,396444,396444,0,,800748,800748,0,,14937245,14937231,0,2867954304,2867953920,0,0,0,0,
805142,805142,0,,944893,944893,0,,283576,283576,0,,1322270,1322270,0,,10384294,10384294,0,,396456,396456,0,,800655,800655,0,,14937286,14937286,0,2867956992,2867945088,0,0,0,0,
804887,804887,0,,945195,945195,0,,283565,283565,0,,1322037,1322037,0,,10384082,10384083,0,,396403,396403,0,,800778,800778,0,,14936947,14936948,0,2867890368,2867901120,0,0,0,0,
804912,804912,0,,944979,944979,0,,283522,283522,0,,1322015,1322015,0,,10384640,10384639,0,,396415,396415,0,,800687,800687,0,,14937170,14937169,0,2867935680,2867926272,0,0,0,0,
805265,805265,0,,944918,944918,0,,283654,283654,0,,1322442,1322442,0,,10383629,10383654,0,,396485,396485,0,,800746,800746,0,,14937139,14937164,0,2867936256,2867945856,0,0,0,0,
804897,804897,0,,944958,944990,0,,283550,283550,0,,1321994,1321994,0,,10384931,10384906,0,,396392,396392,0,,800649,800649,0,,14937371,14937378,0,2867978112,2867967936,0,0,0,0,
804944,804944,0,,945155,945123,0,,283542,283542,0,,1322101,1322101,0,,10384185,10384200,0,,396408,396408,0,,800740,800740,0,,14937075,14937058,0,2867915712,2867915328,0,0,0,0,
804920,804920,0,,944890,944890,0,,283564,283564,0,,1322046,1322078,0,,10384096,10384104,0,,396418,396418,0,,800731,800731,0,,14936665,14936705,0,2867844288,2867845056,0,0,0,0,
805172,805172,0,,944888,944888,0,,283598,283598,0,,1322304,1322272,0,,10383772,10383778,0,,396470,396470,0,,800656,800656,0,,14936860,14936834,0,2867874624,2867879616,0,0,0,0,
804880,804880,0,,945188,945190,0,,283555,283555,0,,1322094,1322094,0,,10384316,10384294,0,,396408,396408,0,,800761,800761,0,,14937202,14937182,0,2867937216,2867942016,0,0,0,0,
804909,804909,0,,944961,944959,0,,283535,283535,0,,1321991,1321991,0,,10384630,10384655,0,,396414,396415,0,,800653,800653,0,,14937093,14937117,0,2867927808,2867923008,0,0,0,0,
805195,805195,0,,944910,944910,0,,283627,283627,0,,1322395,1322396,0,,10383506,10383506,0,,396447,396446,0,,800769,800769,0,,14936849,14936849,0,2867873856,2867875200,0,0,0,0,
804925,804925,0,,944819,944819,0,,283553,283553,0,,1321978,1321978,0,,10384769,10384773,0,,396412,396412,0,,800569,800569,0,,14937025,14937029,0,2867911488,2867913984,0,0,0,0,
804846,804846,0,,945284,945284,0,,283551,283551,0,,1322056,1322055,0,,10383949,10383913,0,,396395,396395,0,,800804,800804,0,,14936885,14936848,0,2867877312,2867868672,0,0,0,0,
804927,804927,0,,944882,944882,0,,283528,283528,0,,1321995,1321995,0,,10384614,10384614,0,,396411,396411,0,,800727,800727,0,,14937084,14937084,0,2867916672,2867916096,0,0,0,0,
805267,805267,0,,944914,944914,0,,283643,283644,0,,1322422,1322422,0,,10383341,10383343,0,,396479,396479,0,,800663,800663,0,,14936729,14936732,0,2867863872,2867864256,0,0,0,0,
804886,804886,0,,945188,945188,0,,283553,283552,0,,1322047,1322047,0,,10384275,10384273,0,,396415,396415,0,,800716,800718,0,,14937080,14937079,0,2867914560,2867916672,0,0,0,0,
804941,804941,0,,944923,944923,0,,283533,283533,0,,1322091,1322091,0,,10384543,10384551,0,,396387,396387,0,,800733,800731,0,,14937151,14937157,0,2867927232,2867931072,0,0,0,0,
805141,805141,0,,944953,944953,0,,283617,283617,0,,1322288,1322288,0,,10384019,10384011,0,,396452,396452,0,,800734,800734,0,,14937204,14937196,0,2867944896,2867937792,0,0,0,0,
804956,804956,0,,944835,944835,0,,283563,283563,0,,1322045,1322045,0,,10384572,10384604,0,,396439,396439,0,,800613,800613,0,,14937023,14937055,0,2867909568,2867915136,0,0,0,0,
661802,661802,0,,777321,777321,0,,233152,233152,0,,1087163,1087163,0,,8538858,8538826,0,,325940,325940,0,,658465,658465,0,,12282701,12282669,0,2358272448,2358266880,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
525830,525830,0,,616864,616864,0,,185193,185195,0,,863503,863503,0,,6353681,6353713,0,,258880,258880,0,,522741,522741,0,,9326692,9326726,0,1790731968,1790738112,417955,0,0,0,
1214895,1214895,0,,1426173,1426173,0,,427960,427958,0,,1995306,1995316,0,,14700154,14700122,0,,598279,598280,0,,1208404,1208404,0,,21571171,21571148,0,4141665984,4141659840,971048,0,0,0,
1214862,1214862,0,,1426168,1426168,0,,427960,427960,0,,1995321,1995311,0,,14709886,14709918,0,,598274,598273,0,,1208422,1208422,0,,21580893,21580914,0,4143530880,4143535296,961388,0,0,0,
1214873,1214873,0,,1426159,1426159,0,,427958,427958,0,,1995341,1995341,0,,14712101,14712101,0,,598252,598252,0,,1208384,1208384,0,,21583068,21583068,0,4143947904,4143950976,959261,0,0,0,
1214811,1214811,0,,1426128,1426132,0,,427928,427928,0,,1995262,1995262,0,,14704797,14704765,0,,598257,598257,0,,1208389,1208394,0,,21575572,21575549,0,4142511552,4142504064,966331,0,0,0,
1214836,1214836,0,,1426154,1426150,0,,427942,427942,0,,1995252,1995252,0,,14700194,14700226,0,,598230,598236,0,,1208385,1208380,0,,21570993,21571022,0,4141629888,4141641984,971152,0,0,0,
1214687,1214687,0,,1426107,1426107,0,,427919,427929,0,,1995119,1995119,0,,14699716,14699716,0,,598257,598251,0,,1208362,1208362,0,,21570167,21570171,0,4141478976,4141479744,971461,0,0,0,
1214814,1214814,0,,1426142,1426142,0,,427911,427901,0,,1995126,1995158,0,,14702176,14702176,0,,598244,598244,0,,1208376,1208376,0,,21572789,21572811,0,4141978944,4141974144,969247,0,0,0,
1214796,1214796,0,,1426144,1426144,0,,427942,427942,0,,1995344,1995312,0,,14708456,14708454,0,,598267,598267,0,,1208370,1208370,0,,21579319,21579285,0,4143217152,4143214848,962572,0,0,0,
1214881,1214881,0,,1426141,1426141,0,,427947,427947,0,,1995273,1995275,0,,14703879,14703881,0,,598265,598265,0,,1208322,1208322,0,,21574708,21574712,0,4142346240,4142353536,967010,0,0,0,
1214878,1214878,0,,1426094,1426103,0,,427951,427951,0,,1995332,1995330,0,,14704888,14704888,0,,598234,598234,0,,1208417,1208417,0,,21575794,21575801,0,4142552256,4142543616,965942,0,0,0,
1214884,1214884,0,,1426158,1426149,0,,427949,427950,0,,1995280,1995280,0,,14703129,14703097,0,,598267,598267,0,,1208351,1208351,0,,21574018,21573978,0,4142210496,4142218368,967946,0,0,0,
1214737,1214737,0,,1426055,1426055,0,,427947,427946,0,,1995165,1995165,0,,14705148,14705180,0,,598238,598238,0,,1208358,1208358,0,,21575648,21575679,0,4142525760,4142521728,965319,0,0,0,
1214845,1214845,0,,1426090,1426091,0,,427929,427929,0,,1995254,1995286,0,,14708153,14708152,0,,598260,598260,0,,1208297,1208299,0,,21578828,21578862,0,4143147648,4143148800,962341,0,0,0,
1214880,1214880,0,,1426149,1426165,0,,427955,427955,0,,1995290,1995259,0,,14701649,14701650,0,,598248,598248,0,,1208330,1208328,0,,21572501,21572485,0,4141912320,4141908672,969784,0,0,0,
1214837,1214837,0,,1425759,1425742,0,,427930,427930,0,,1995228,1995227,0,,14705137,14705134,0,,598256,598256,0,,1208302,1208302,0,,21575449,21575428,0,4142479872,4142482752,965532,0,0,0,
1214854,1214854,0,,1426168,1426168,0,,427942,427942,0,,1995304,1995305,0,,14686430,14686432,0,,598265,598265,0,,1208422,1208422,0,,21557385,21557388,0,4139018880,4139016576,984860,0,0,0,
1214893,1214893,0,,1426163,1426164,0,,427948,427948,0,,1995306,1995305,0,,14701957,14701958,0,,598269,598269,0,,1208396,1208396,0,,21572932,21572933,0,4142001792,4142001216,968871,0,0,0,
1214858,1214858,0,,1426158,1426157,0,,427960,427960,0,,1995310,1995310,0,,14677131,14677131,0,,598259,598275,0,,1208403,1208426,0,,21548079,21548117,0,4137242688,4137242304,994254,0,0,0,
1214860,1214860,0,,1426148,1426148,0,,427948,427948,0,,1995308,1995308,0,,14678024,14677992,0,,598268,598252,0,,1208398,1208375,0,,21548954,21548883,0,4137387456,4137384960,993035,0,0,0,
1214757,1214757,0,,1426111,1426111,0,,427915,427915,0,,1995180,1995180,0,,14684071,14684103,0,,598198,598198,0,,1208343,1208343,0,,21554575,21554607,0,4138478784,4138482816,986804,0,0,0,
1214510,1214510,0,,1426034,1426036,0,,427856,427856,0,,1994838,1994838,0,,14689648,14689648,0,,598195,598195,0,,1208291,1208291,0,,21559372,21559374,0,4139405376,4139400576,980726,0,0,0,
1214884,1214884,0,,1426165,1426164,0,,427951,427951,0,,1995373,1995373,0,,14656114,14656114,0,,598285,598285,0,,1208381,1208381,0,,21527153,21527152,0,4133213184,4133211072,1015266,0,0,0,
1214850,1214850,0,,1426041,1426040,0,,427931,427931,0,,1995227,1995227,0,,14648649,14648649,0,,598207,598207,0,,1208300,1208300,0,,21519205,21519204,0,4131681024,4131690240,1020976,0,0,0,
264862,264862,0,,310961,310961,0,,93305,93305,0,,435018,435018,0,,3215153,3215121,0,,130443,130443,0,,263442,263442,0,,4713184,4713152,0,904925184,904915968,210006,0,0,0,
31465,31465,0,,36849,36849,0,,11060,11060,0,,51596,51596,0,,403597,403629,0,,15436,15437,0,,31177,31177,0,,581180,581213,0,111595584,111602304,0,0,0,0,
1006148,1006148,0,,1181147,1181147,0,,354442,354442,0,,1652489,1652489,0,,12978191,12978191,0,,495492,495491,0,,1000654,1000654,0,,18668563,18668562,0,3584361216,3584357760,0,0,0,0,
1006271,1006271,0,,1180925,1180925,0,,354442,354443,0,,1652642,1652642,0,,12979034,12979034,0,,495524,495524,0,,1000858,1000858,0,,18669696,18669697,0,3584582400,3584584896,0,0,0,0,
1005968,1005968,0,,1181202,1181202,0,,354419,354418,0,,1652419,1652451,0,,12979415,12979383,0,,495448,495448,0,,1000822,1000822,0,,18669693,18669692,0,3584585472,3584587392,0,0,0,0,
1006153,1006153,0,,1181210,1181210,0,,354394,354394,0,,1652467,1652435,0,,12979234,12979266,0,,495461,495461,0,,1000777,1000777,0,,18669696,18669696,0,3584576448,3584574912,0,0,0,0,
1006200,1006200,0,,1181175,1181175,0,,354464,354464,0,,1652577,1652577,0,,12978987,12978984,0,,495523,495523,0,,1000828,1000828,0,,18669754,18669751,0,3584592768,3584596032,0,0,0,0,
1006216,1006216,0,,1180879,1180892,0,,354433,354440,0,,1652532,1652543,0,,12979022,12979025,0,,495496,495496,0,,1000714,1000714,0,,18669292,18669326,0,3584510016,3584506560,0,0,0,0,
1006186,1006186,0,,1181264,1181252,0,,354437,354430,0,,1652626,1652615,0,,12978634,12978634,0,,495487,495487,0,,1000872,1000872,0,,18669506,18669476,0,3584539392,3584538240,0,0,0,0,
1005944,1005944,0,,1181218,1181217,0,,354376,354376,0,,1652274,1652274,0,,12979986,12979984,0,,495462,495462,0,,1000804,1000804,0,,18670064,18670061,0,3584652480,3584647680,0,0,0,0,
1006187,1006187,0,,1181197,1181197,0,,354462,354464,0,,1652578,1652578,0,,12978692,12978662,0,,495480,495480,0,,1000777,1000777,0,,18669373,18669345,0,3584523840,3584524416,0,0,0,0,
1006261,1006261,0,,1180795,1180795,0,,354441,354439,0,,1652543,1652543,0,,12979114,12979146,0,,495505,495505,0,,1000670,1000670,0,,18669329,18669359,0,3584507328,3584512512,0,0,0,0,
1006248,1006248,0,,1181296,1181296,0,,354454,354454,0,,1652639,1652639,0,,12978338,12978338,0,,495510,495510,0,,1000900,1000900,0,,18669385,18669385,0,3584521344,3584522688,0,0,0,0,
1005849,1005849,0,,1181162,1181162,0,,354341,354341,0,,1652197,1652197,0,,12979825,12979822,0,,495423,495423,0,,1000757,1000757,0,,18669554,18669551,0,3584553792,3584557056,0,0,0,0,
1006188,1006188,0,,1181201,1181201,0,,354457,354457,0,,1652564,1652564,0,,12978558,12978529,0,,495482,495482,0,,1000782,1000785,0,,18669232,18669206,0,3584500800,3584496000,0,0,0,0,
1006275,1006275,0,,1180830,1180862,0,,354448,354451,0,,1652550,1652566,0,,12978917,12978917,0,,495503,495505,0,,1000747,1000747,0,,18669270,18669323,0,3584502720,3584508672,0,0,0,0,
1006240,1006240,0,,1181270,1181238,0,,354451,354448,0,,1652672,1652656,0,,12978743,12978743,0,,495516,495514,0,,1000827,1000856,0,,18669719,18669695,0,3584583744,3584588352,0,0,0,0,
1005948,1005948,0,,1181181,1181181,0,,354353,354353,0,,1652247,1652252,0,,12979648,12979648,0,,495439,495439,0,,1000815,1000783,0,,18669631,18669604,0,3584563008,3584553216,0,0,0,0,
1006202,1006202,0,,1181228,1181228,0,,354457,354457,0,,1652648,1652643,0,,12979034,12979034,0,,495496,495496,0,,1000814,1000814,0,,18669879,18669874,0,3584613312,3584614464,0,0,0,0,
1006185,1006185,0,,1181171,1181171,0,,354455,354455,0,,1652610,1652610,0,,12978649,12978673,0,,495517,495517,0,,1000813,1000813,0,,18669400,18669424,0,3584529024,3584521728,0,0,0,0,
1006235,1006235,0,,1180908,1180908,0,,354431,354431,0,,1652538,1652538,0,,12979115,12979120,0,,495493,495493,0,,1000714,1000714,0,,18669434,18669439,0,3584527872,3584544384,0,0,0,0,
1006154,1006154,0,,1181221,1181221,0,,354430,354430,0,,1652516,1652516,0,,12978929,12978915,0,,495459,495459,0,,1000850,1000850,0,,18669559,18669545,0,3584555904,3584551296,0,0,0,0,
1005972,1005972,0,,1181196,1181196,0,,354387,354387,0,,1652321,1652321,0,,12979554,12979539,0,,495486,495486,0,,1000746,1000746,0,,18669662,18669647,0,3584574912,3584565312,0,0,0,0,
1006192,1006192,0,,1181172,1181187,0,,354466,354466,0,,1652574,1652574,0,,12978762,12978792,0,,495488,495488,0,,1000866,1000866,0,,18669520,18669565,0,3584550528,3584553600,0,0,0,0,
1006256,1006256,0,,1180885,1180870,0,,354441,354441,0,,1652594,1652594,0,,12979180,12979182,0,,495512,495512,0,,1000671,1000671,0,,18669539,18669526,0,3584555136,3584556480,0,0,0,0,
613991,613991,0,,720860,720860,0,,216277,216277,0,,1008450,1008450,0,,7919367,7919335,0,,302345,302345,0,,610780,610780,0,,11392070,11392038,0,2187264960,2187258048,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
719005,719005,0,,844044,844045,0,,253271,253271,0,,1180922,1180922,0,,9273897,9273929,0,,354082,354082,0,,715141,715141,0,,13340362,13340395,0,2561355840,2561361600,0,0,0,0,
1110248,1110248,0,,1303218,1303217,0,,391084,391084,0,,1823384,1823384,0,,14321074,14321042,0,,546713,546714,0,,1104275,1104275,0,,20599996,20599964,0,3955200576,3955204224,0,0,0,0,
1110356,1110356,0,,1303280,1303280,0,,391131,391131,0,,1823631,1823631,0,,14320948,14320980,0,,546741,546740,0,,1104301,1104301,0,,20600388,20600419,0,3955272960,3955276032,0,0,0,0,
1110231,1110231,0,,1303233,1303234,0,,391093,391093,0,,1823413,1823413,0,,14320901,14320875,0,,546760,546760,0,,1104276,1104276,0,,20599907,20599882,0,3955182912,3955184064,0,0,0,0,
1110140,1110140,0,,1303193,1303192,0,,391064,391064,0,,1823316,1823316,0,,14320698,14320721,0,,546692,546692,0,,1104205,1104205,0,,20599308,20599330,0,3955065792,3955058304,0,0,0,0,
1110156,1110156,0,,1303204,1303204,0,,391052,391052,0,,1823312,1823312,0,,14320725,14320726,0,,546714,546714,0,,1104242,1104242,0,,20599405,20599406,0,3955085952,3955083648,0,0,0,0,
1110109,1110109,0,,1303181,1303186,0,,391056,391063,0,,1823308,1823308,0,,14321137,14321107,0,,546696,546696,0,,1104227,1104227,0,,20599714,20599696,0,3955142592,3955149696,0,0,0,0,
1110153,1110153,0,,1303198,1303193,0,,391080,391073,0,,1823318,1823318,0,,14320870,14320870,0,,546703,546703,0,,1104208,1104208,0,,20599530,20599518,0,3955115136,3955119936,0,0,0,0,
1110146,1110146,0,,1303290,1303290,0,,391066,391066,0,,1823297,1823297,0,,14320705,14320705,0,,546693,546695,0,,1104299,1104300,0,,20599496,20599499,0,3955112256,3955108416,0,0,0,0,
1110131,1110131,0,,1303478,1303481,0,,391066,391066,0,,1823381,1823381,0,,14320580,14320612,0,,546719,546717,0,,1104278,1104279,0,,20599633,20599667,0,3955120704,3955115136,0,0,0,0,
1110145,1110145,0,,1303214,1303211,0,,391060,391060,0,,1823352,1823352,0,,14320948,14320948,0,,546704,546704,0,,1104286,1104284,0,,20599709,20599704,0,3955142208,3955142016,0,0,0,0,
1110113,1110113,0,,1303241,1303273,0,,391071,391071,0,,1823313,1823317,0,,14320923,14320923,0,,546694,546694,0,,1104259,1104259,0,,20599614,20599650,0,3955134336,3955141632,0,0,0,0,
1110143,1110143,0,,1303251,1303219,0,,391059,391059,0,,1823397,1823393,0,,14320969,14320937,0,,546695,546695,0,,1104225,1104225,0,,20599739,20599671,0,3955141056,3955133760,0,0,0,0,
1110237,1110237,0,,1303212,1303212,0,,391064,391064,0,,1823333,1823333,0,,14321055,14321087,0,,546723,546723,0,,1104308,1104308,0,,20599932,20599964,0,3955188480,3955185792,0,0,0,0,
1110117,1110117,0,,1303240,1303240,0,,391058,391058,0,,1823281,1823281,0,,14320948,14320948,0,,546731,546731,0,,1104205,1104205,0,,20599580,20599580,0,3955118592,3955121280,0,0,0,0,
1110130,1110130,0,,1303216,1303216,0,,391068,391068,0,,1823340,1823340,0,,14321120,14321120,0,,546702,546702,0,,1104302,1104302,0,,20599878,20599878,0,3955176384,3955181952,0,0,0,0,
1110245,1110245,0,,1303217,1303217,0,,391085,391088,0,,1823384,1823384,0,,14320813,14320810,0,,546713,546713,0,,1104275,1104275,0,,20599732,20599732,0,3955157952,3955157376,0,0,0,0,
1110349,1110349,0,,1303265,1303265,0,,391123,391120,0,,1823609,1823609,0,,14320889,14320860,0,,546732,546732,0,,1104284,1104284,0,,20600251,20600219,0,3955231680,3955229376,0,0,0,0,
1110174,1110174,0,,1303214,1303216,0,,391076,391078,0,,1823385,1823385,0,,14320739,14320771,0,,546741,546741,0,,1104262,1104262,0,,20599591,20599627,0,3955129344,3955127040,0,0,0,0,
1110191,1110191,0,,1303220,1303218,0,,391084,391082,0,,1823351,1823351,0,,14320816,14320784,0,,546709,546709,0,,1104229,1104229,0,,20599600,20599564,0,3955121472,3955117824,0,0,0,0,
1110164,1110164,0,,1303210,1303210,0,,391054,391054,0,,1823305,1823305,0,,14320816,14320848,0,,546722,546723,0,,1104243,1104243,0,,20599514,20599547,0,3955110528,3955115328,0,0,0,0,
1110109,1110109,0,,1303179,1303179,0,,391054,391054,0,,1823329,1823329,0,,14321014,14321014,0,,546688,546687,0,,1104224,1104224,0,,20599597,20599596,0,3955118784,3955124160,0,0,0,0,
1110148,1110148,0,,1303188,1303188,0,,391078,391078,0,,1823301,1823301,0,,14320746,14320714,0,,546711,546711,0,,1104209,1104209,0,,20599381,20599349,0,3955081152,3955068096,0,0,0,0,
1110115,1110115,0,,1303175,1303175,0,,391057,391057,0,,1823271,1823271,0,,14320622,14320622,0,,546681,546681,0,,1104253,1104253,0,,20599174,20599174,0,3955044864,3955044864,0,0,0,0,
2565,2565,0,,3361,3361,0,,894,894,0,,4257,4257,0,,34064,34064,0,,1265,1265,0,,2643,2643,0,,49049,49049,0,9407808,9407808,0,0,0,0,
291470,291470,0,,341722,341722,0,,102652,102652,0,,478570,478570,0,,3674802,3674834,0,,143473,143473,0,,289594,289594,0,,5322283,5322315,0,1021885248,1021890624,73990,0,0,0,
1160049,1160049,0,,1362179,1362179,0,,408646,408646,0,,1905388,1905388,0,,14719030,14719030,0,,571327,571328,0,,1154076,1154076,0,,21280695,21280696,0,4085894208,4085896896,246923,0,0,0,
1160370,1160370,0,,1361812,1361812,0,,408733,408733,0,,1905652,1905652,0,,14720467,14720467,0,,571369,571368,0,,1153997,1153998,0,,21282400,21282400,0,4086219840,4086219072,245287,0,0,0,
1159932,1159932,0,,1362103,1362103,0,,408651,408651,0,,1905295,1905295,0,,14719839,14719839,0,,571271,571271,0,,1153988,1153987,0,,21281079,21281078,0,4085966784,4085965056,245930,0,0,0,
