Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
5976234,5976234,0,,5983299,5983302,0,,5953396,5953398,0,,17912929,17912934,0,2794421916,3439283328,2170613,0,0,0,
5965021,5965021,0,,5980658,5980658,0,,5943203,5943203,0,,17888882,17888882,0,2790665592,3434670912,2195388,0,0,0,
5962217,5962217,0,,5971620,5971618,0,,5941412,5941413,0,,17875249,17875248,0,2788538844,3432042048,2207679,0,0,0,
5979353,5979353,0,,5989250,5989252,0,,5961145,5961145,0,,17929748,17929750,0,2797035696,3442512000,2153803,0,0,0,
5972878,5972878,0,,5979057,5979057,0,,5950623,5950623,0,,17902558,17902558,0,2792809032,3437303232,2181120,0,0,0,
5983558,5983558,0,,5987956,5987956,0,,5953241,5953209,0,,17924755,17924723,0,2796251796,3441540672,2158779,0,0,0,
5963546,5963546,0,,5981987,5981987,0,,5939857,5939889,0,,17885390,17885422,0,2790125832,3433995072,2198205,0,0,0,
5964521,5964521,0,,5979371,5979371,0,,5933665,5933662,0,,17877557,17877554,0,2788898892,3432496128,2205927,0,0,0,
5981361,5981361,0,,5989545,5989545,0,,5952009,5952012,0,,17922915,17922918,0,2795974740,3441201408,2160818,0,0,0,
5964207,5964207,0,,5984116,5984084,0,,5947300,5947300,0,,17895623,17895591,0,2791712196,3435952512,2187939,0,0,0,
5970963,5970963,0,,5985126,5985158,0,,5952608,5952607,0,,17908697,17908728,0,2793756732,3438469824,2174925,0,0,0,
5977529,5977529,0,,5984028,5984027,0,,5950574,5950573,0,,17912131,17912129,0,2794301952,3439129920,2171094,0,0,0,
5983352,5983352,0,,5985371,5985340,0,,5937255,5937257,0,,17905978,17905949,0,2793323052,3437947200,2177757,0,0,0,
5980330,5980330,0,,5979064,5979096,0,,5937224,5937224,0,,17896618,17896650,0,2791877400,3436156800,2186942,0,0,0,
5978021,5978021,0,,5989490,5989490,0,,5941609,5941607,0,,17909120,17909118,0,2793817728,3438544512,2174447,0,0,0,
5975701,5975701,0,,5984457,5984457,0,,5940910,5940911,0,,17901068,17901069,0,2792566608,3437005248,2182520,0,0,0,
5974984,5974984,0,,5978105,5978105,0,,5942321,5942322,0,,17895410,17895411,0,2791683960,3435918912,2188218,0,0,0,
5966250,5966250,0,,5974229,5974228,0,,5943955,5943953,0,,17884434,17884431,0,2789971704,3433810752,2199081,0,0,0,
5972013,5972013,0,,5979760,5979761,0,,5939589,5939590,0,,17891362,17891364,0,2791052472,3435141888,2192136,0,0,0,
5966091,5966091,0,,5982710,5982710,0,,5942885,5942886,0,,17891686,17891687,0,2791103016,3435203904,2191946,0,0,0,
5955333,5955333,0,,5990338,5990335,0,,5937914,5937914,0,,17883585,17883582,0,2789839260,3433651008,2200003,0,0,0,
5951398,5951398,0,,5988567,5988570,0,,5935033,5935030,0,,17874998,17874998,0,2788499688,3431996352,2208619,0,0,0,
5957542,5957542,0,,5994272,5994269,0,,5941537,5941540,0,,17893351,17893351,0,2791362756,3435523392,2190214,0,0,0,
5958923,5958923,0,,5995872,5995872,0,,5939565,5939563,0,,17894360,17894358,0,2791524684,3435722688,2189191,0,0,0,
5958950,5958950,0,,5994677,5994680,0,,5940389,5940390,0,,17894016,17894020,0,2791461972,3435645888,2189553,0,0,0,
5963684,5963684,0,,5983419,5983419,0,,5947878,5947878,0,,17894981,17894981,0,2791622028,3435838848,2188631,0,0,0,
5959170,5959170,0,,5984678,5984675,0,,5938945,5938943,0,,17882793,17882788,0,2789710716,3433492800,2200838,0,0,0,
5952433,5952433,0,,5982871,5982842,0,,5938034,5938035,0,,17873338,17873310,0,2788240728,3431681088,2210269,0,0,0,
5956026,5956026,0,,5984018,5984018,0,,5939147,5939149,0,,17879191,17879193,0,2789153796,3432806016,2204321,0,0,0,
5956430,5956430,0,,5989218,5989250,0,,5937440,5937440,0,,17883088,17883120,0,2789761728,3433552512,2200604,0,0,0,
5960532,5960532,0,,5976661,5976661,0,,5940156,5940156,0,,17877349,17877349,0,2788866444,3432451584,2206121,0,0,0,
5952903,5952903,0,,5974625,5974625,0,,5935394,5935391,0,,17862922,17862919,0,2786615832,3429679872,2220625,0,0,0,
5944618,5944618,0,,5974805,5974804,0,,5938409,5938409,0,,17857832,17857831,0,2785821792,3428703552,2225855,0,0,0,
5959368,5959368,0,,5978684,5978682,0,,5947440,5947443,0,,17885492,17885493,0,2790136752,3434014656,2197944,0,0,0,
5954471,5954471,0,,5970093,5970093,0,,5943052,5943052,0,,17867616,17867616,0,2787348096,3430582272,2215962,0,0,0,
5962807,5962807,0,,5976219,5976222,0,,5941470,5941468,0,,17880496,17880497,0,2789357376,3433055424,2203118,0,0,0,
5953262,5953262,0,,5966727,5966725,0,,5942264,5942264,0,,17862253,17862251,0,2786511468,3429552192,2221335,0,0,0,
