Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
1033968,1033968,0,,1065880,1065880,0,,1084011,1084011,0,,3183859,3183859,0,815067904,815076864,731160,0,0,0,
1034726,1034726,0,,1065467,1065467,0,,1085543,1085543,0,,3185736,3185736,0,815548416,815546624,729290,0,0,0,
1034702,1034702,0,,1064129,1064129,0,,1084428,1084426,0,,3183259,3183257,0,814914304,814906368,731825,0,0,0,
1035452,1035452,0,,1064161,1064159,0,,1083646,1083648,0,,3183259,3183259,0,814914304,814916096,731891,0,0,0,
1034286,1034286,0,,1065156,1065158,0,,1083806,1083806,0,,3183248,3183250,0,814911488,814917888,731714,0,0,0,
1034944,1034944,0,,1065372,1065372,0,,1084497,1084497,0,,3184813,3184813,0,815320320,815315968,730094,0,0,0,
1035714,1035714,0,,1064822,1064819,0,,1084301,1084301,0,,3184837,3184834,0,815310080,815305216,730466,0,0,0,
1035401,1035401,0,,1065528,1065531,0,,1083897,1083894,0,,3184826,3184826,0,815315456,815315712,730016,0,0,0,
1035123,1035123,0,,1064609,1064609,0,,1082428,1082430,0,,3182160,3182162,0,814632960,814632960,732820,0,0,0,
1034810,1034810,0,,1065049,1065048,0,,1083787,1083788,0,,3183646,3183646,0,815029504,815022080,731399,0,0,0,
1035402,1035402,0,,1064980,1064981,0,,1083652,1083649,0,,3184034,3184032,0,815096576,815109632,731142,0,0,0,
1035112,1035112,0,,1065272,1065272,0,,1084627,1084629,0,,3185011,3185013,0,815362816,815357696,729868,0,0,0,
757260,757260,0,,779612,779580,0,,793602,793571,0,,2330474,2330411,0,596601344,596584192,530248,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
66874,66874,0,,69461,69493,0,,71047,71079,0,,207382,207446,0,53089792,53118208,3876,0,0,0,
1034666,1034666,0,,1065846,1065846,0,,1084627,1084626,0,,3185139,3185138,0,815395584,815387648,333194,0,0,0,
1035168,1035168,0,,1064263,1064260,0,,1084506,1084507,0,,3183937,3183935,0,815087872,815086848,340133,0,0,0,
1033870,1033870,0,,1066037,1066040,0,,1084957,1084955,0,,3184864,3184865,0,815325184,815326720,339276,0,0,0,
1034614,1034614,0,,1065900,1065899,0,,1084926,1084928,0,,3185440,3185441,0,815472640,815475968,338777,0,0,0,
1034704,1034704,0,,1064936,1064937,0,,1084185,1084185,0,,3183825,3183826,0,815059200,815059200,339818,0,0,0,
1034751,1034751,0,,1065469,1065469,0,,1085124,1085124,0,,3185344,3185344,0,815448064,815450112,339307,0,0,0,
1034877,1034877,0,,1065789,1065789,0,,1084046,1084046,0,,3184712,3184712,0,815286272,815279104,339631,0,0,0,
1033632,1033632,0,,1065498,1065498,0,,1083685,1083685,0,,3182815,3182815,0,814808832,814814976,341276,0,0,0,
1033700,1033700,0,,1065083,1065083,0,,1085523,1085523,0,,3184306,3184306,0,815174144,815166720,339514,0,0,0,
1035594,1035594,0,,1066639,1066639,0,,1084847,1084847,0,,3187080,3187080,0,815892480,815896576,336991,0,0,0,
1034513,1034513,0,,1065545,1065545,0,,1085087,1085086,0,,3185145,3185144,0,815397120,815392000,338622,0,0,0,
1034208,1034208,0,,1064950,1064950,0,,1084715,1084715,0,,3183873,3183873,0,815071488,815078400,340374,0,0,0,
1034355,1034355,0,,1065499,1065496,0,,1084689,1084690,0,,3184543,3184541,0,815243008,815237376,340084,0,0,0,
1034554,1034554,0,,1065373,1065376,0,,1083388,1083388,0,,3183315,3183318,0,814945024,814938368,340282,0,0,0,
1034739,1034739,0,,1063933,1063933,0,,1083669,1083669,0,,3182341,3182341,0,814662912,814675712,341543,0,0,0,
1034583,1034583,0,,1065792,1065789,0,,1084020,1084020,0,,3184395,3184392,0,815205120,815202560,339494,0,0,0,
1034881,1034881,0,,1064494,1064465,0,,1084775,1084743,0,,3184150,3184089,0,815142400,815120640,337384,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
869130,869130,0,,850938,850938,0,,860531,860531,0,,2580599,2580599,0,660633344,660639488,0,0,0,0,
1132082,1132082,0,,1088507,1088507,0,,1103370,1103370,0,,3323959,3323959,0,850933504,850927360,0,0,0,0,
1132158,1132158,0,,1085922,1085934,0,,1105840,1105864,0,,3323920,3323956,0,850923520,850932736,0,0,0,0,
1129237,1129237,0,,1087368,1087382,0,,1107324,1107332,0,,3323929,3323951,0,850925824,850933248,0,0,0,0,
1129325,1129325,0,,1086609,1086583,0,,1108051,1108019,0,,3323985,3323927,0,850940160,850923520,0,0,0,0,
1123344,1123344,0,,1092730,1092733,0,,1107838,1107845,0,,3323912,3323922,0,850924032,850924032,0,0,0,0,
1132069,1132069,0,,1088527,1088556,0,,1103338,1103363,0,,3323934,3323988,0,850924544,850948608,0,0,0,0,
1131978,1131978,0,,1086072,1086055,0,,1105946,1105914,0,,3323996,3323947,0,850946816,850924544,0,0,0,0,
1129400,1129400,0,,1087606,1087591,0,,1107035,1107052,0,,3324041,3324043,0,850955008,850954240,0,0,0,0,
1072032,1072032,0,,1074017,1074049,0,,1096322,1096334,0,,3242371,3242415,0,830042624,830067968,59956,0,0,0,
1034772,1034772,0,,1065244,1065241,0,,1084118,1084121,0,,3184134,3184134,0,815138304,815129600,138904,0,0,0,
1034625,1034625,0,,1065693,1065693,0,,1085089,1085089,0,,3185407,3185407,0,815464192,815467776,139577,0,0,0,
1034009,1034009,0,,1065990,1065993,0,,1084777,1084777,0,,3184776,3184779,0,815302656,815310592,139702,0,0,0,
1034335,1034335,0,,1066390,1066390,0,,1085068,1085068,0,,3185793,3185793,0,815571200,815555584,136753,0,0,0,
1035198,1035198,0,,1065688,1065688,0,,1084683,1084683,0,,3185569,3185569,0,815497472,815504896,139147,0,0,0,
1034935,1034935,0,,1066228,1066228,0,,1084284,1084284,0,,3185447,3185447,0,815474432,815472640,138086,0,0,0,
1034156,1034156,0,,1065021,1065021,0,,1084927,1084927,0,,3184104,3184104,0,815130624,815135232,140258,0,0,0,
272811,272811,0,,280384,280352,0,,284803,284771,0,,837998,837934,0,214527488,214503680,34957,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
544841,544841,0,,526528,526552,0,,535181,535181,0,,1606550,1606574,0,411282944,411282944,0,0,0,0,
1092143,1092143,0,,1056650,1056626,0,,1072616,1072637,0,,3221409,3221406,0,824674560,824679936,0,0,0,0,
1092088,1092088,0,,1056736,1056736,0,,1072546,1072555,0,,3221370,3221379,0,824670720,824673024,0,0,0,0,
1092640,1092640,0,,1055685,1055698,0,,1073036,1073033,0,,3221361,3221371,0,824671744,824670976,0,0,0,0,
1095023,1095023,0,,1054146,1054150,0,,1072198,1072201,0,,3221367,3221374,0,824666624,824671744,0,0,0,0,
1095272,1095272,0,,1055323,1055306,0,,1070830,1070812,0,,3221425,3221390,0,824687872,824676096,0,0,0,0,
1095387,1095387,0,,1055105,1055132,0,,1070852,1070864,0,,3221344,3221383,0,824660992,824673792,0,0,0,0,
1094486,1094486,0,,1053974,1053960,0,,1072912,1072915,0,,3221372,3221361,0,824671232,824668416,0,0,0,0,
1096110,1096110,0,,1053080,1053082,0,,1072162,1072158,0,,3221352,3221350,0,824666112,824665600,0,0,0,0,
1095259,1095259,0,,1054819,1054814,0,,1071264,1071241,0,,3221342,3221314,0,824666112,824658432,0,0,0,0,
1094724,1094724,0,,1054315,1054330,0,,1072337,1072337,0,,3221376,3221391,0,824676096,824675072,0,0,0,0,
