Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Lcore 6,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
267709,267709,0,,267695,267713,0,,267696,267713,0,,267606,267624,0,,267619,267623,0,,267619,267623,0,,267605,267623,0,,1873549,1873628,0,359722176,359735232,0,0,0,0,
199205,199205,0,,199219,199201,0,,199218,199201,0,,199153,199135,0,,199140,199136,0,,199139,199135,0,,199153,199135,0,,1394227,1394148,0,267690816,267676416,0,0,0,0,
1,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,86,86,0,0,0,0,
146130,146130,0,,138619,138651,0,,136168,136200,0,,132958,132990,0,,118463,118492,0,,141562,141594,0,,142164,142194,0,,956064,956251,0,183564288,183600960,406564,0,0,0,
288079,288079,0,,274249,274249,0,,269301,269301,0,,261509,261509,0,,233817,233820,0,,279000,278997,0,,279582,279583,0,,1885537,1885538,0,362022998,362025686,913969,0,0,0,
287169,287169,0,,273982,273982,0,,269343,269342,0,,261137,261137,0,,233926,233926,0,,279310,279310,0,,279293,279292,0,,1884160,1884158,0,361758720,361758336,915204,0,0,0,
288082,288082,0,,274438,274438,0,,270003,270004,0,,261106,261105,0,,234370,234370,0,,279965,279966,0,,279693,279695,0,,1887657,1887660,0,362430038,362429846,911994,0,0,0,
287961,287961,0,,273809,273809,0,,269068,269068,0,,261187,261188,0,,234526,234526,0,,279658,279657,0,,279647,279647,0,,1885856,1885856,0,362084352,362083776,913547,0,0,0,
287850,287850,0,,274500,274497,0,,268877,268877,0,,260579,260579,0,,233679,233679,0,,279778,279780,0,,280534,280534,0,,1885797,1885796,0,362079062,362080598,913771,0,0,0,
288627,288627,0,,273834,273836,0,,269611,269611,0,,261700,261700,0,,234092,234092,0,,279889,279890,0,,279435,279434,0,,1887188,1887190,0,362333952,362335488,912300,0,0,0,
287203,287203,0,,274796,274796,0,,269852,269852,0,,261173,261173,0,,233858,233858,0,,278678,278678,0,,279561,279561,0,,1885121,1885121,0,361943232,361944768,914488,0,0,0,
288527,288527,0,,274517,274516,0,,270065,270062,0,,261705,261702,0,,234469,234469,0,,279716,279713,0,,280238,280239,0,,1889237,1889228,0,362733504,362726016,910381,0,0,0,
286712,286712,0,,273767,273766,0,,268708,268711,0,,261441,261444,0,,233498,233498,0,,279009,279010,0,,279777,279777,0,,1882912,1882918,0,361519104,361522560,916560,0,0,0,
287136,287136,0,,273531,273533,0,,269768,269768,0,,261066,261066,0,,233263,233263,0,,279651,279653,0,,279000,278997,0,,1883415,1883416,0,361615680,361616640,916049,0,0,0,
288510,288510,0,,275157,275158,0,,269422,269422,0,,262179,262179,0,,234368,234366,0,,279526,279525,0,,279407,279410,0,,1888569,1888570,0,362605142,362604950,911152,0,0,0,
288213,288213,0,,274313,274313,0,,269722,269722,0,,261543,261543,0,,234356,234358,0,,279197,279195,0,,280397,280396,0,,1887741,1887740,0,362446272,362444544,911937,0,0,0,
288146,288146,0,,274845,274845,0,,269034,269034,0,,261551,261551,0,,234196,234193,0,,279156,279159,0,,279626,279624,0,,1886554,1886552,0,362218262,362218070,913118,0,0,0,
287917,287917,0,,274349,274347,0,,269564,269564,0,,261021,261019,0,,233735,233735,0,,279572,279572,0,,279611,279611,0,,1885769,1885765,0,362067648,362069952,913752,0,0,0,
288127,288127,0,,274631,274633,0,,268893,268890,0,,261486,261488,0,,234368,234371,0,,279679,279676,0,,279833,279836,0,,1887017,1887021,0,362312832,362306496,912416,0,0,0,
288351,288351,0,,274928,274928,0,,269745,269747,0,,261609,261608,0,,234402,234402,0,,279545,279547,0,,279941,279941,0,,1888521,1888524,0,362596608,362600640,910989,0,0,0,
287779,287779,0,,274823,274822,0,,269253,269254,0,,261851,261850,0,,234350,234350,0,,279642,279643,0,,280720,280720,0,,1888418,1888418,0,362570006,362570774,911175,0,0,0,
288053,288053,0,,274636,274636,0,,269791,269790,0,,261780,261782,0,,234048,234048,0,,279196,279196,0,,279611,279608,0,,1887115,1887113,0,362326080,362324352,912446,0,0,0,
287670,287670,0,,274256,274255,0,,269423,269421,0,,260891,260891,0,,233762,233762,0,,278945,278944,0,,279527,279529,0,,1884474,1884472,0,361819008,361820160,914948,0,0,0,
287932,287932,0,,274501,274503,0,,268928,268931,0,,261410,261410,0,,233790,233787,0,,279449,279450,0,,279732,279731,0,,1885742,1885744,0,362062464,362063424,913753,0,0,0,
288960,288960,0,,274613,274613,0,,269203,269200,0,,261841,261841,0,,234461,234463,0,,279012,279012,0,,279724,279726,0,,1887814,1887815,0,362460288,362460096,911509,0,0,0,
287996,287996,0,,274678,274678,0,,269449,269452,0,,261682,261682,0,,233908,233909,0,,279723,279722,0,,279850,279850,0,,1887286,1887289,0,362358912,362362368,912236,0,0,0,
287613,287613,0,,274122,274122,0,,269064,269061,0,,261493,261493,0,,233653,233650,0,,279332,279333,0,,278919,278916,0,,1884196,1884188,0,361765526,361759958,915304,0,0,0,
50338,50338,0,,48511,48479,0,,47722,47693,0,,46452,46420,0,,42332,42303,0,,49168,49136,0,,49256,49227,0,,333779,333596,0,64085568,64049088,133677,0,0,0,
29574,29574,0,,28072,28104,0,,27502,27532,0,,26867,26899,0,,23784,23816,0,,28668,28700,0,,28419,28450,0,,192886,193075,0,37039958,37079318,2210,0,0,0,
288188,288188,0,,274339,274339,0,,268481,268482,0,,261203,261200,0,,233552,233552,0,,279377,279377,0,,279001,279002,0,,1884141,1884140,0,361749120,361749120,435693,0,0,0,
287626,287626,0,,274433,274433,0,,269825,269824,0,,262045,262045,0,,234620,234620,0,,279106,279106,0,,279961,279961,0,,1887616,1887615,0,362422166,362419478,444925,0,0,0,
288437,288437,0,,274513,274513,0,,269722,269724,0,,260982,260983,0,,234769,234769,0,,280539,280539,0,,279967,279967,0,,1888929,1888932,0,362674368,362678784,443556,0,0,0,
287365,287365,0,,273629,273629,0,,268540,268537,0,,261127,261128,0,,233070,233067,0,,279519,279519,0,,279095,279095,0,,1882345,1882340,0,361410134,361408406,450191,0,0,0,
287460,287460,0,,273091,273091,0,,268947,268950,0,,260761,260762,0,,233554,233557,0,,279449,279449,0,,279973,279973,0,,1883235,1883242,0,361581120,361581120,449233,0,0,0,
287377,287377,0,,273928,273928,0,,269131,269129,0,,262102,262102,0,,234007,234007,0,,278953,278953,0,,279314,279313,0,,1884812,1884809,0,361883798,361883606,447707,0,0,0,
288054,288054,0,,274000,274000,0,,268722,268721,0,,261741,261741,0,,233790,233790,0,,279345,279342,0,,279621,279622,0,,1885273,1885270,0,361972416,361974720,447071,0,0,0,
288251,288251,0,,275057,275055,0,,269381,269382,0,,261638,261638,0,,234158,234158,0,,279034,279037,0,,280317,280317,0,,1887836,1887838,0,362464512,362460672,444763,0,0,0,
287430,287430,0,,273965,273967,0,,268946,268945,0,,260920,260920,0,,233507,233507,0,,279523,279523,0,,279112,279110,0,,1883403,1883402,0,361613376,361615872,448978,0,0,0,
287785,287785,0,,274143,274141,0,,268905,268908,0,,260979,260978,0,,233509,233509,0,,279135,279135,0,,279453,279455,0,,1883909,1883911,0,361710422,361708502,448705,0,0,0,
287845,287845,0,,274576,274577,0,,269434,269434,0,,262157,262158,0,,234780,234780,0,,279860,279857,0,,279922,279922,0,,1888574,1888573,0,362606208,362607936,443846,0,0,0,
287970,287970,0,,274473,274474,0,,269071,269071,0,,261050,261047,0,,234364,234364,0,,279968,279971,0,,280252,280249,0,,1887148,1887146,0,362332310,362331350,445390,0,0,0,
288275,288275,0,,273891,273889,0,,269744,269744,0,,261289,261292,0,,234113,234112,0,,279456,279456,0,,279585,279588,0,,1886353,1886356,0,362179776,362180736,446033,0,0,0,
287443,287443,0,,274310,274312,0,,269433,269433,0,,261787,261784,0,,233807,233807,0,,280190,280189,0,,279736,279735,0,,1886706,1886703,0,362247552,362246592,445766,0,0,0,
287506,287506,0,,274897,274897,0,,268850,268850,0,,260559,260561,0,,234012,234013,0,,279506,279507,0,,279998,279999,0,,1885328,1885333,0,361982870,361982678,447241,0,0,0,
287308,287308,0,,273634,273634,0,,269110,269110,0,,261769,261770,0,,234574,234572,0,,279008,279008,0,,279435,279435,0,,1884838,1884837,0,361888896,361890816,447413,0,0,0,
288468,288468,0,,274338,274336,0,,269341,269341,0,,261843,261843,0,,234656,234658,0,,279458,279456,0,,279543,279542,0,,1887647,1887644,0,362428118,362425814,444967,0,0,0,
288170,288170,0,,274022,274024,0,,269340,269340,0,,261205,261202,0,,234105,234102,0,,279179,279181,0,,280077,280077,0,,1886098,1886096,0,362136960,362135424,446413,0,0,0,
288391,288391,0,,274273,274273,0,,269250,269250,0,,261481,261484,0,,233989,233992,0,,278925,278922,0,,278818,278819,0,,1885127,1885131,0,361944278,361948694,447458,0,0,0,
288239,288239,0,,274178,274175,0,,269171,269171,0,,261718,261716,0,,234387,234387,0,,279804,279807,0,,279656,279656,0,,1887153,1887151,0,362327232,362326464,445330,0,0,0,
287484,287484,0,,275076,275079,0,,269857,269857,0,,261671,261673,0,,234275,234275,0,,279366,279366,0,,280042,280042,0,,1887771,1887776,0,362452032,362450688,444688,0,0,0,
288393,288393,0,,275188,275188,0,,269445,269445,0,,262198,262198,0,,234379,234379,0,,279392,279392,0,,280030,280028,0,,1889025,1889023,0,362692800,362695872,443517,0,0,0,
288104,288104,0,,274233,274233,0,,268778,268778,0,,260994,260991,0,,233282,233282,0,,279061,279058,0,,279517,279519,0,,1883969,1883965,0,361721942,361718294,448587,0,0,0,
165285,165285,0,,157871,157839,0,,154523,154491,0,,151073,151044,0,,135774,135742,0,,160317,160288,0,,160606,160574,0,,1085449,1085263,0,208406208,208367616,243142,0,0,0,
1,1,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,86,86,0,0,0,0,
202843,202843,0,,192638,192667,0,,189606,189638,0,,184415,184415,0,,163872,163904,0,,195958,195990,0,,196222,196254,0,,1325554,1325711,0,254511936,254554560,94748,0,0,0,
288285,288285,0,,274253,274255,0,,269462,269462,0,,261771,261803,0,,234512,234512,0,,279544,279544,0,,279553,279553,0,,1887380,1887414,0,362371286,362371862,215162,0,0,0,
287280,287280,0,,273579,273580,0,,268808,268808,0,,261367,261367,0,,234259,234257,0,,279756,279756,0,,279736,279734,0,,1884785,1884782,0,361878720,361875072,217943,0,0,0,
288526,288526,0,,274152,274152,0,,269291,269291,0,,261132,261132,0,,234552,234552,0,,279671,279671,0,,278931,278933,0,,1886255,1886257,0,362166998,362160086,216427,0,0,0,
288134,288134,0,,274734,274734,0,,268816,268816,0,,261992,261992,0,,234352,234354,0,,279205,279205,0,,279623,279623,0,,1886856,1886858,0,362270208,362283072,215998,0,0,0,
287757,287757,0,,274409,274409,0,,268426,268426,0,,261579,261577,0,,233811,233811,0,,278686,278686,0,,278829,278829,0,,1883497,1883495,0,361631318,361625366,219195,0,0,0,
288017,288017,0,,274694,274694,0,,268801,268801,0,,261621,261623,0,,233687,233687,0,,279109,279108,0,,280360,280360,0,,1886289,1886290,0,362167488,362173248,216535,0,0,0,
287685,287685,0,,273832,273832,0,,268949,268949,0,,260905,260905,0,,234570,234567,0,,279744,279745,0,,279082,279082,0,,1884767,1884765,0,361875264,361868928,218027,0,0,0,
287776,287776,0,,273715,273713,0,,269369,269369,0,,261126,261124,0,,233519,233521,0,,279738,279738,0,,279479,279479,0,,1884722,1884720,0,361866624,361866048,218074,0,0,0,
287446,287446,0,,274248,274248,0,,269457,269457,0,,260488,260487,0,,234219,234220,0,,278952,278952,0,,279738,279738,0,,1884548,1884548,0,361833110,361831574,218259,0,0,0,
287093,287093,0,,273824,273826,0,,269446,269446,0,,260961,260964,0,,233613,233611,0,,279187,279187,0,,279309,279306,0,,1883433,1883433,0,361619136,361625088,219197,0,0,0,
288053,288053,0,,274132,274132,0,,269160,269157,0,,261886,261886,0,,233999,234001,0,,279131,279131,0,,279012,279015,0,,1885373,1885375,0,361991510,361991318,217510,0,0,0,
288092,288092,0,,274461,274460,0,,269617,269618,0,,261315,261315,0,,234406,234404,0,,279863,279863,0,,280048,280048,0,,1887802,1887800,0,362457984,362456064,215014,0,0,0,
287694,287694,0,,274575,274576,0,,269904,269903,0,,261290,261290,0,,234475,234477,0,,279891,279891,0,,279848,279847,0,,1887677,1887678,0,362433878,362430038,215033,0,0,0,
287838,287838,0,,273795,273792,0,,269067,269070,0,,261128,261128,0,,234334,234332,0,,279244,279244,0,,279052,279053,0,,1884458,1884457,0,361815936,361818048,218329,0,0,0,
287920,287920,0,,274064,274067,0,,269530,269529,0,,261624,261624,0,,233879,233881,0,,279311,279308,0,,279484,279484,0,,1885812,1885813,0,362075798,362076758,217074,0,0,0,
287782,287782,0,,273900,273868,0,,269387,269388,0,,261180,261180,0,,233662,233662,0,,279255,279258,0,,279779,279778,0,,1884945,1884916,0,361909440,361911552,217746,0,0,0,
286849,286849,0,,274155,274187,0,,268572,268572,0,,261205,261202,0,,233580,233580,0,,279310,279310,0,,279139,279140,0,,1882810,1882840,0,361499520,361499712,219923,0,0,0,
287891,287891,0,,274724,274722,0,,270000,270000,0,,261248,261251,0,,234657,234657,0,,279669,279667,0,,279519,279519,0,,1887708,1887707,0,362439936,362438592,215051,0,0,0,
288616,288616,0,,274238,274240,0,,269706,269706,0,,261414,261414,0,,234624,234624,0,,280436,280438,0,,280518,280518,0,,1889552,1889556,0,362793984,362793600,213273,0,0,0,
287578,287578,0,,274698,274696,0,,269073,269070,0,,261081,261081,0,,233847,233846,0,,279608,279608,0,,279564,279564,0,,1885449,1885443,0,362006208,362002752,217398,0,0,0,
288169,288169,0,,273898,273900,0,,269154,269156,0,,261013,261013,0,,234196,234194,0,,279511,279510,0,,279603,279600,0,,1885544,1885542,0,362024342,362025302,217304,0,0,0,
287862,287862,0,,274309,274309,0,,269008,269009,0,,260995,260995,0,,233665,233668,0,,279106,279107,0,,279241,279244,0,,1884186,1884194,0,361763712,361768704,218500,0,0,0,
281719,281719,0,,268637,268605,0,,264062,264030,0,,256395,256363,0,,230181,230149,0,,273474,273442,0,,274537,274505,0,,1849005,1848813,0,355008854,354965846,202715,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
90281,90281,0,,87429,87461,0,,85899,85931,0,,83058,83090,0,,75078,75110,0,,89283,89315,0,,89507,89539,0,,600535,600727,0,115302614,115347350,6998,0,0,0,
283257,283257,0,,275522,275522,0,,270883,270880,0,,262637,262637,0,,234807,234807,0,,281240,281237,0,,281603,281603,0,,1889949,1889943,0,362870208,362866176,79028,0,0,0,
283268,283268,0,,275813,275813,0,,270877,270880,0,,262088,262088,0,,235290,235290,0,,280969,280972,0,,281582,281581,0,,1889887,1889892,0,362858198,362856854,88774,0,0,0,
283239,283239,0,,275635,275603,0,,270406,270406,0,,262790,262790,0,,235348,235347,0,,281169,281169,0,,281482,281483,0,,1890069,1890037,0,362893248,362895936,88622,0,0,0,
283257,283257,0,,275588,275620,0,,269791,269791,0,,261962,261962,0,,234914,234912,0,,280161,280161,0,,280518,280517,0,,1886191,1886220,0,362148566,362146070,92593,0,0,0,
283243,283243,0,,275948,275948,0,,270688,270688,0,,262715,262715,0,,235373,235376,0,,280627,280627,0,,281456,281457,0,,1890050,1890054,0,362889600,362896704,92616,0,0,0,
283270,283270,0,,275426,275424,0,,270323,270323,0,,262177,262177,0,,235525,235525,0,,280823,280823,0,,281128,281128,0,,1888672,1888670,0,362625024,362620992,93654,0,0,0,
283268,283268,0,,275800,275802,0,,270171,270171,0,,262203,262203,0,,234871,234868,0,,281197,281197,0,,280572,280572,0,,1888082,1888081,0,362511744,362510208,94298,0,0,0,
283237,283237,0,,275536,275536,0,,270485,270485,0,,262177,262177,0,,235091,235094,0,,280795,280795,0,,280418,280418,0,,1887739,1887742,0,362445782,362448854,94665,0,0,0,
283277,283277,0,,275268,275265,0,,270389,270389,0,,262095,262095,0,,235315,235315,0,,280186,280186,0,,280417,280417,0,,1886947,1886944,0,362293824,362290368,95580,0,0,0,
283258,283258,0,,275542,275542,0,,271125,271125,0,,263135,263133,0,,235179,235179,0,,280025,280025,0,,281088,281088,0,,1889352,1889350,0,362755478,362753750,93119,0,0,0,
283267,283267,0,,274951,274954,0,,270269,270269,0,,262349,262351,0,,234679,234679,0,,279885,279885,0,,281567,281567,0,,1886967,1886972,0,362297664,362303232,95532,0,0,0,
283253,283253,0,,275037,275037,0,,270319,270317,0,,262249,262247,0,,234907,234907,0,,279856,279856,0,,280286,280285,0,,1885907,1885902,0,362094038,362088470,96369,0,0,0,
283261,283261,0,,274644,274644,0,,269121,269120,0,,261675,261677,0,,234181,234181,0,,279515,279514,0,,279931,279929,0,,1882328,1882326,0,361406976,361406208,100105,0,0,0,
283276,283276,0,,275536,275535,0,,270394,270397,0,,262616,262616,0,,235319,235316,0,,280686,280684,0,,280991,280994,0,,1888818,1888818,0,362652950,362651030,93735,0,0,0,
283210,283210,0,,275667,275668,0,,270539,270538,0,,262850,262850,0,,235684,235686,0,,280026,280029,0,,281014,281014,0,,1888990,1888995,0,362686080,362689728,93221,0,0,0,
283278,283278,0,,275025,275025,0,,269968,269969,0,,262119,262118,0,,235112,235113,0,,280324,280324,0,,280438,280436,0,,1886264,1886263,0,362162582,362162582,96339,0,0,0,
283275,283275,0,,275211,275211,0,,270360,270359,0,,261964,261964,0,,234717,234717,0,,280359,280359,0,,280974,280976,0,,1886860,1886861,0,362277120,362276352,95486,0,0,0,
283257,283257,0,,275102,275102,0,,270234,270232,0,,262556,262557,0,,235139,235138,0,,280136,280136,0,,280919,280919,0,,1887343,1887341,0,362376000,362375232,95014,0,0,0,
283202,283202,0,,275152,275149,0,,270229,270232,0,,262324,262324,0,,235286,235284,0,,280241,280241,0,,280059,280059,0,,1886493,1886491,0,362200512,362200320,95947,0,0,0,
283326,283326,0,,275966,275969,0,,271363,271363,0,,262686,262686,0,,235726,235729,0,,281185,281182,0,,280824,280824,0,,1891076,1891079,0,363086486,363091670,91743,0,0,0,
283272,283272,0,,275874,275874,0,,271015,271015,0,,262879,262879,0,,235849,235849,0,,280582,280585,0,,281484,281484,0,,1890955,1890958,0,363063360,363060096,91266,0,0,0,
283232,283232,0,,275713,275713,0,,271135,271135,0,,263467,263467,0,,235612,235610,0,,280813,280812,0,,281899,281896,0,,1891871,1891865,0,363239126,363238166,90576,0,0,0,
283264,283264,0,,275308,275306,0,,269968,269968,0,,262450,262450,0,,234547,234549,0,,280696,280695,0,,280698,280701,0,,1886931,1886933,0,362290752,362290752,95449,0,0,0,
98513,98513,0,,103298,103268,0,,102220,102188,0,,99041,99009,0,,89628,89596,0,,105570,105540,0,,105150,105118,0,,703420,703232,0,135056534,135017366,34722,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
250474,250474,0,,250455,250473,0,,250407,250436,0,,248573,248605,0,,239496,239528,0,,250371,250389,0,,250371,250389,0,,1740147,1740294,0,334108118,334140566,2763,0,0,0,
276147,276147,0,,276165,276165,0,,276195,276184,0,,276327,276327,0,,250490,250490,0,,276073,276067,0,,276073,276072,0,,1907470,1907452,0,366234240,366226560,25585,0,0,0,
276159,276159,0,,276139,276139,0,,276088,276102,0,,276759,276759,0,,250000,250000,0,,276047,276053,0,,276065,276065,0,,1907257,1907277,0,366193238,366198998,26007,0,0,0,
276128,276128,0,,276147,276147,0,,276007,276007,0,,274676,274676,0,,248322,248322,0,,276072,276054,0,,276035,276037,0,,1903387,1903371,0,365453952,365451072,27744,0,0,0,
276176,276176,0,,276177,276175,0,,276367,276367,0,,274367,274367,0,,248026,248023,0,,276065,276084,0,,276084,276084,0,,1903262,1903276,0,365422656,365425920,28065,0,0,0,
276158,276158,0,,276157,276141,0,,276159,276144,0,,274948,274948,0,,248466,248466,0,,276066,276048,0,,276048,276047,0,,1904002,1903952,0,365568768,365560704,27572,0,0,0,
276129,276129,0,,276128,276147,0,,276145,276146,0,,278119,278116,0,,252363,252363,0,,276037,276053,0,,276056,276054,0,,1910977,1911008,0,366907094,366908822,23760,0,0,0,
276176,276176,0,,276159,276157,0,,276171,276158,0,,273504,273507,0,,246660,246660,0,,276066,276066,0,,276065,276066,0,,1900801,1900790,0,364957056,364953216,29343,0,0,0,
276148,276148,0,,276073,276086,0,,276030,276056,0,,278530,278530,0,,252058,252059,0,,276024,276039,0,,276070,276072,0,,1910933,1910990,0,366895766,366912662,23975,0,0,0,
276158,276158,0,,276231,276219,0,,276280,276252,0,,278197,278197,0,,251427,251427,0,,276113,276099,0,,276048,276047,0,,1910454,1910399,0,366807744,366795456,24731,0,0,0,
276148,276148,0,,276146,276149,0,,276085,276114,0,,276458,276455,0,,250431,250433,0,,276053,276053,0,,276067,276072,0,,1907388,1907424,0,366217814,366225494,25562,0,0,0,
276175,276175,0,,276176,276174,0,,276178,276178,0,,275425,275428,0,,253130,253130,0,,276066,276066,0,,276071,276066,0,,1909221,1909217,0,366576576,366574464,22929,0,0,0,
276140,276140,0,,276048,276061,0,,276153,276153,0,,274674,274674,0,,247723,247722,0,,276054,276066,0,,276065,276066,0,,1902857,1902882,0,365342294,365349398,28373,0,0,0,
276185,276185,0,,276275,276262,0,,276183,276179,0,,277502,277502,0,,250055,250056,0,,276103,276090,0,,276091,276074,0,,1908394,1908348,0,366415296,366401664,25984,0,0,0,
276158,276158,0,,276117,276130,0,,276131,276135,0,,276859,276859,0,,262167,262167,0,,276046,276048,0,,276047,276064,0,,1919525,1919561,0,368545046,368558486,18325,0,0,0,
276147,276147,0,,276148,276148,0,,276100,276097,0,,273698,273698,0,,252811,252809,0,,276054,276054,0,,276054,276053,0,,1907012,1907006,0,366146304,366140544,18802,0,0,0,
276158,276158,0,,276047,276047,0,,276013,276016,0,,277183,277183,0,,250482,250484,0,,276066,276065,0,,276026,276040,0,,1907975,1907993,0,366337344,366337344,25598,0,0,0,
276135,276135,0,,276260,276258,0,,276157,276157,0,,275092,275092,0,,247953,247953,0,,276066,276066,0,,276106,276092,0,,1903769,1903753,0,365517504,365522496,28123,0,0,0,
276170,276170,0,,276154,276156,0,,276396,276382,0,,277387,277355,0,,250466,250466,0,,276054,276054,0,,276053,276067,0,,1908680,1908650,0,366466560,366463488,25615,0,0,0,
276136,276136,0,,276158,276158,0,,275891,275904,0,,276132,276164,0,,249264,249263,0,,276065,276066,0,,276066,276052,0,,1905712,1905743,0,365896704,365896896,26773,0,0,0,
276168,276168,0,,276190,276174,0,,276412,276399,0,,277205,277192,0,,253266,253267,0,,276074,276072,0,,276074,276056,0,,1911389,1911328,0,366989760,366980160,24033,0,0,0,
276158,276158,0,,276155,276158,0,,276116,276130,0,,275773,275786,0,,262111,262111,0,,276064,276048,0,,276065,276082,0,,1918442,1918473,0,368337792,368342400,12721,0,0,0,
276147,276147,0,,276166,276147,0,,276191,276174,0,,276348,276333,0,,259123,259123,0,,276054,276053,0,,276053,276036,0,,1916082,1916013,0,367887744,367871040,19033,0,0,0,
204061,204061,0,,204061,204061,0,,204077,204062,0,,204011,203994,0,,201578,201546,0,,203994,203994,0,,203994,203994,0,,1425776,1425712,0,273748992,273736512,8463,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
