Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Lcore 6,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
7890375,7890375,0,,7890397,7890379,0,,7890399,7890380,0,,7887744,7887715,0,,7885106,7885100,0,,7887748,7887725,0,,7887744,7887731,0,,55219513,55219405,0,7178532270,10602128832,0,0,0,0,
7900757,7900757,0,,7900742,7900757,0,,7900742,7900756,0,,7898117,7898132,0,,7895468,7895466,0,,7898095,7898118,0,,7898117,7898122,0,,55292038,55292108,0,7187968840,10616084736,0,0,0,0,
7884565,7884565,0,,7884583,7884584,0,,7884583,7884588,0,,7881917,7881921,0,,7879275,7879286,0,,7881929,7881930,0,,7881916,7881927,0,,55178768,55178801,0,7173227880,10594319808,0,0,0,0,
7875917,7875917,0,,7875908,7875897,0,,7875908,7875896,0,,7873293,7873279,0,,7870661,7870632,0,,7873291,7873273,0,,7873298,7873266,0,,55118276,55118160,0,7165381340,10582693440,0,0,0,0,
7889148,7889148,0,,7889144,7889147,0,,7889140,7889144,0,,7886493,7886502,0,,7883862,7883862,0,,7886500,7886500,0,,7886502,7886521,0,,55210789,55210824,0,7177409720,10600487040,0,0,0,0,
7887643,7887643,0,,7887651,7887663,0,,7887637,7887648,0,,7885012,7885030,0,,7882349,7882379,0,,7885012,7885030,0,,7884996,7885008,0,,55200300,55200401,0,7176032760,10598460288,0,0,0,0,
7892529,7892529,0,,7892523,7892509,0,,7892552,7892535,0,,7889889,7889872,0,,7887266,7887236,0,,7889887,7889873,0,,7889895,7889880,0,,55234541,55234434,0,7180488900,10605017472,0,0,0,0,
7873586,7873586,0,,7873567,7873582,0,,7873572,7873587,0,,7870926,7870943,0,,7868302,7868332,0,,7870958,7870942,0,,7870954,7870938,0,,55101865,55101910,0,7163243880,10579575744,0,0,0,0,
7940483,7940483,0,,7940504,7940491,0,,7940501,7940487,0,,7937861,7937829,0,,7935189,7935159,0,,7937829,7937829,0,,7937833,7937843,0,,55570200,55570121,0,7224123660,10669468224,0,0,0,0,
7926481,7926481,0,,7926488,7926469,0,,7926478,7926462,0,,7923817,7923817,0,,7921164,7921164,0,,7923820,7923839,0,,7923819,7923809,0,,55472067,55472041,0,7211372480,10650630528,0,0,0,0,
7927751,7927751,0,,7927744,7927761,0,,7927750,7927767,0,,7925100,7925108,0,,7922453,7922470,0,,7925092,7925087,0,,7925085,7925115,0,,55480975,55481059,0,7212529480,10652352576,0,0,0,0,
7940442,7940442,0,,7940449,7940453,0,,7940441,7940440,0,,7937783,7937798,0,,7935117,7935120,0,,7937798,7937784,0,,7937804,7937774,0,,55569834,55569811,0,7224067630,10669397184,0,0,0,0,
7940557,7940557,0,,7940563,7940572,0,,7940568,7940582,0,,7937913,7937890,0,,7935257,7935237,0,,7937905,7937905,0,,7937897,7937929,0,,55570660,55570672,0,7224184110,10669573632,0,0,0,0,
7945881,7945881,0,,7945882,7945881,0,,7945864,7945864,0,,7943214,7943244,0,,7940570,7940570,0,,7943211,7943211,0,,7943219,7943216,0,,55607841,55607867,0,7229019200,10676709888,0,0,0,0,
7938108,7938108,0,,7938102,7938082,0,,7938114,7938084,0,,7935451,7935421,0,,7932777,7932777,0,,7935445,7935464,0,,7935455,7935442,0,,55553452,55553378,0,7221956820,10666254720,0,0,0,0,
