Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
3477622,3477622,0,,3508303,3508311,0,,3354630,3354624,0,,3344964,3344967,0,,3069263,3069244,0,,3328828,3328828,0,,20083610,20083596,0,3856049472,3856049472,6,0,0,0,
3480501,3480501,0,,3505509,3505508,0,,3350056,3350062,0,,3345513,3345523,0,,3066263,3066263,0,,3335667,3335667,0,,20083509,20083524,0,3856036608,3856036608,85,0,0,0,
3475845,3475845,0,,3509115,3509108,0,,3354763,3354760,0,,3340095,3340076,0,,3070746,3070767,0,,3332623,3332625,0,,20083187,20083181,0,3855971136,3855973248,275,0,0,0,
3478899,3478899,0,,3505880,3505880,0,,3351456,3351453,0,,3349489,3349489,0,,3067154,3067133,0,,3330399,3330397,0,,20083277,20083251,0,3855983808,3855981888,346,0,0,0,
3481552,3481552,0,,3503742,3503752,0,,3351091,3351091,0,,3341999,3341999,0,,3067968,3067968,0,,3336883,3336892,0,,20083235,20083254,0,3855986496,3855995520,250,0,0,0,
3476134,3476134,0,,3510472,3510462,0,,3355969,3355975,0,,3341883,3341894,0,,3070048,3070068,0,,3329070,3329070,0,,20083576,20083603,0,3856046592,3856042368,0,0,0,0,
3477265,3477265,0,,3506539,3506539,0,,3350595,3350589,0,,3349273,3349262,0,,3066879,3066859,0,,3333021,3333012,0,,20083572,20083526,0,3856042944,3856044480,30,0,0,0,
3479337,3479337,0,,3505222,3505222,0,,3352987,3352987,0,,3340653,3340682,0,,3069194,3069194,0,,3335792,3335824,0,,20083185,20083246,0,3855974592,3855974784,228,0,0,0,
3477703,3477703,0,,3508570,3508570,0,,3354367,3354376,0,,3344953,3344924,0,,3069557,3069565,0,,3328539,3328516,0,,20083689,20083654,0,3856069824,3856065984,0,0,0,0,
3479745,3479745,0,,3505585,3505597,0,,3350514,3350505,0,,3345838,3345838,0,,3066334,3066326,0,,3335577,3335568,0,,20083593,20083579,0,3856049280,3856050432,0,0,0,0,
3476227,3476227,0,,3508874,3508892,0,,3354843,3354843,0,,3339880,3339880,0,,3070596,3070596,0,,3332596,3332596,0,,20083016,20083034,0,3855939648,3855936768,457,0,0,0,
3478752,3478752,0,,3506357,3506327,0,,3351546,3351546,0,,3349567,3349567,0,,3066576,3066576,0,,3330790,3330790,0,,20083588,20083558,0,3856041792,3856040640,51,0,0,0,
3482037,3482037,0,,3503292,3503299,0,,3350899,3350899,0,,3342046,3342046,0,,3068114,3068114,0,,3336682,3336711,0,,20083070,20083106,0,3855956352,3855963648,316,0,0,0,
3476114,3476114,0,,3510371,3510364,0,,3355660,3355661,0,,3341492,3341493,0,,3070742,3070744,0,,3329255,3329230,0,,20083634,20083606,0,3856053504,3856046208,26,0,0,0,
3477326,3477326,0,,3506364,3506392,0,,3350757,3350756,0,,3349260,3349259,0,,3067050,3067048,0,,3332783,3332779,0,,20083540,20083560,0,3856042368,3856042368,34,0,0,0,
3479572,3479572,0,,3505615,3505587,0,,3353085,3353093,0,,3341119,3341119,0,,3068756,3068766,0,,3335348,3335361,0,,20083495,20083498,0,3856035840,3856036800,41,0,0,0,
3477780,3477780,0,,3508636,3508637,0,,3354398,3354401,0,,3344348,3344348,0,,3069636,3069626,0,,3328743,3328730,0,,20083541,20083522,0,3856032000,3856038912,0,0,0,0,
3479115,3479115,0,,3505698,3505697,0,,3350219,3350210,0,,3346426,3346429,0,,3066282,3066282,0,,3335860,3335860,0,,20083600,20083593,0,3856051008,3856045632,0,0,0,0,
3476805,3476805,0,,3508222,3508222,0,,3355146,3355148,0,,3339571,3339588,0,,3070619,3070619,0,,3332773,3332777,0,,20083136,20083159,0,3855965376,3855968064,364,0,0,0,
3478364,3478364,0,,3506246,3506246,0,,3352246,3352248,0,,3349260,3349247,0,,3066947,3066947,0,,3330354,3330350,0,,20083417,20083402,0,3856015104,3856018368,130,0,0,0,
3482361,3482361,0,,3504409,3504409,0,,3350190,3350184,0,,3342306,3342299,0,,3067594,3067594,0,,3336547,3336547,0,,20083407,20083394,0,3856010688,3856003008,193,0,0,0,
3475513,3475513,0,,3510330,3510332,0,,3355482,3355511,0,,3341351,3341354,0,,3070691,3070714,0,,3329927,3329938,0,,20083294,20083362,0,3856000128,3856004544,189,0,0,0,
3477544,3477544,0,,3505739,3505748,0,,3350953,3350929,0,,3349249,3349264,0,,3067239,3067222,0,,3332673,3332662,0,,20083397,20083369,0,3856011264,3856006080,243,0,0,0,
3479558,3479558,0,,3505623,3505612,0,,3352903,3352898,0,,3341277,3341259,0,,3068703,3068697,0,,3335208,3335208,0,,20083272,20083232,0,3855980736,3855981120,223,0,0,0,
3476991,3476991,0,,3508835,3508835,0,,3354654,3354654,0,,3344262,3344262,0,,3069854,3069854,0,,3328954,3328954,0,,20083550,20083550,0,3856042944,3856042752,52,0,0,0,
3478981,3478981,0,,3506203,3506203,0,,3349555,3349586,0,,3346299,3346299,0,,3066378,3066378,0,,3335758,3335758,0,,20083174,20083205,0,3855973824,3855973632,397,0,0,0,
3476767,3476767,0,,3507899,3507908,0,,3355433,3355402,0,,3340134,3340134,0,,3070013,3070013,0,,3332834,3332834,0,,20083080,20083058,0,3855947520,3855947712,386,0,0,0,
3478404,3478404,0,,3506078,3506074,0,,3352592,3352592,0,,3348406,3348412,0,,3067554,3067554,0,,3330299,3330299,0,,20083333,20083335,0,3856001280,3856007808,288,0,0,0,
943102,943102,0,,951316,951311,0,,909600,909600,0,,904628,904622,0,,833475,833475,0,,903054,903054,0,,5445175,5445164,0,1045470144,1045463424,365,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
2086795,2086795,0,,2090365,2090397,0,,2059516,2059545,0,,2025263,2025265,0,,1912666,1912676,0,,1991174,1991206,0,,12165779,12165884,0,2335838592,2335857216,374321,0,0,0,
4997905,4997905,0,,4999386,4999362,0,,4938593,4938595,0,,4842561,4842562,0,,4584827,4584849,0,,4775172,4775172,0,,29138444,29138445,0,5594580288,5594582016,941964,0,0,0,
4997456,4997456,0,,5001038,5001033,0,,4936617,4936589,0,,4841568,4841565,0,,4584838,4584809,0,,4776502,4776502,0,,29138019,29137954,0,5594493504,5594480256,938622,0,0,0,
4995378,4995378,0,,4995732,4995761,0,,4939155,4939183,0,,4841148,4841155,0,,4584715,4584744,0,,4776326,4776326,0,,29132454,29132547,0,5593430592,5593448832,942299,0,0,0,
4999737,4999737,0,,5000933,5000930,0,,4942089,4942090,0,,4843565,4843560,0,,4585158,4585158,0,,4779337,4779305,0,,29150819,29150780,0,5596961856,5596968192,924595,0,0,0,
4998196,4998196,0,,5002555,5002558,0,,4941997,4941965,0,,4843519,4843519,0,,4588047,4588015,0,,4778028,4778060,0,,29152342,29152313,0,5597250240,5597239680,926045,0,0,0,
4993919,4993919,0,,4995497,4995497,0,,4935599,4935628,0,,4842152,4842150,0,,4584719,4584748,0,,4776982,4776959,0,,29128868,29128901,0,5592736128,5592742080,949268,0,0,0,
4997737,4997737,0,,5001513,5001510,0,,4936990,4936993,0,,4844535,4844567,0,,4586020,4586023,0,,4777027,4777047,0,,29143822,29143877,0,5595625536,5595628416,933783,0,0,0,
5000395,5000395,0,,5001385,5001385,0,,4936570,4936570,0,,4842587,4842587,0,,4583687,4583687,0,,4773452,4773424,0,,29138076,29138048,0,5594505024,5594499840,934933,0,0,0,
5001043,5001043,0,,5003616,5003616,0,,4939345,4939345,0,,4846519,4846519,0,,4585413,4585411,0,,4779030,4779029,0,,29154966,29154963,0,5597747328,5597748480,923568,0,0,0,
5000920,5000920,0,,5007561,5007562,0,,4940712,4940687,0,,4847513,4847513,0,,4588244,4588246,0,,4777154,4777162,0,,29162104,29162090,0,5599138752,5599137408,916109,0,0,0,
4999889,4999889,0,,5002809,5002811,0,,4941018,4941043,0,,4844468,4844468,0,,4584703,4584682,0,,4777033,4777057,0,,29149920,29149950,0,5596778112,5596789248,928547,0,0,0,
5001364,5001364,0,,5003822,5003822,0,,4940786,4940786,0,,4844929,4844929,0,,4585883,4585876,0,,4778254,4778254,0,,29155038,29155031,0,5597759808,5597751552,922981,0,0,0,
5000232,5000232,0,,5003563,5003563,0,,4937743,4937714,0,,4844063,4844063,0,,4585048,4585044,0,,4779939,4779939,0,,29150588,29150555,0,5596912704,5596913472,927600,0,0,0,
4997246,4997246,0,,5003959,5003959,0,,4937824,4937824,0,,4845163,4845160,0,,4586651,4586681,0,,4777726,4777726,0,,29148569,29148596,0,5596525248,5596524288,930275,0,0,0,
4999407,4999407,0,,5002836,5002804,0,,4937442,4937439,0,,4845877,4845880,0,,4586359,4586329,0,,4778880,4778878,0,,29150801,29150737,0,5596961472,5596947072,925535,0,0,0,
4997818,4997818,0,,5003108,5003137,0,,4937354,4937368,0,,4842434,4842434,0,,4585003,4585003,0,,4776648,4776650,0,,29142365,29142410,0,5595328512,5595339456,933036,0,0,0,
5000892,5000892,0,,5007889,5007864,0,,4938937,4938953,0,,4844832,4844831,0,,4585807,4585807,0,,4779214,4779214,0,,29157571,29157561,0,5598263808,5598253248,921070,0,0,0,
4999020,4999020,0,,5004218,5004230,0,,4939652,4939654,0,,4843437,4843406,0,,4586218,4586218,0,,4778323,4778321,0,,29150868,29150849,0,5596957632,5596960512,928565,0,0,0,
4999691,4999691,0,,5004463,5004450,0,,4940720,4940688,0,,4842602,4842631,0,,4585584,4585616,0,,4779585,4779587,0,,29152645,29152663,0,5597304576,5597315520,924987,0,0,0,
4999844,4999844,0,,5003362,5003391,0,,4939495,4939495,0,,4843138,4843109,0,,4588548,4588548,0,,4782364,4782344,0,,29156751,29156731,0,5598101760,5598102912,921546,0,0,0,
4995821,4995821,0,,4998963,4998960,0,,4931451,4931483,0,,4840528,4840528,0,,4587127,4587127,0,,4777529,4777549,0,,29131419,29131468,0,5593226304,5593226880,946422,0,0,0,
4999423,4999423,0,,5001438,5001441,0,,4936596,4936594,0,,4841968,4841969,0,,4588834,4588834,0,,4779219,4779187,0,,29147478,29147448,0,5596322112,5596322112,925933,0,0,0,
5000024,5000024,0,,5003758,5003758,0,,4938319,4938319,0,,4843801,4843813,0,,4587276,4587276,0,,4782815,4782844,0,,29155993,29156034,0,5597952576,5597956608,924049,0,0,0,
4997227,4997227,0,,5000137,5000137,0,,4936348,4936350,0,,4844388,4844407,0,,4588230,4588227,0,,4782439,4782414,0,,29148769,29148762,0,5596556160,5596552320,926924,0,0,0,
4999000,4999000,0,,5003046,5003046,0,,4937263,4937263,0,,4842704,4842704,0,,4587454,4587431,0,,4782706,4782702,0,,29152173,29152146,0,5597223936,5597212992,926539,0,0,0,
4999448,4999448,0,,5003190,5003190,0,,4936418,4936415,0,,4843656,4843624,0,,4588004,4588028,0,,4783354,4783354,0,,29154070,29154059,0,5597580096,5597585856,924044,0,0,0,
5004317,5004317,0,,5009592,5009592,0,,4940190,4940193,0,,4846648,4846680,0,,4589764,4589766,0,,4786576,4786576,0,,29177087,29177124,0,5602013376,5602010688,900769,0,0,0,
5000794,5000794,0,,5001741,5001741,0,,4939399,4939398,0,,4847326,4847326,0,,4589172,4589140,0,,4789180,4789212,0,,29167612,29167611,0,5600168640,5600176704,910831,0,0,0,
4999583,4999583,0,,4999963,4999963,0,,4938820,4938818,0,,4844742,4844742,0,,4588647,4588649,0,,4787972,4787972,0,,29159727,29159727,0,5598662016,5598662208,918439,0,0,0,
5000998,5000998,0,,5007318,5007318,0,,4936965,4936936,0,,4843114,4843112,0,,4589065,4589063,0,,4790571,4790539,0,,29168031,29167966,0,5600263680,5600266560,910382,0,0,0,
4997212,4997212,0,,5001128,5001128,0,,4934237,4934237,0,,4842298,4842298,0,,4587222,4587232,0,,4784887,4784887,0,,29146984,29146994,0,5596220736,5596213824,931938,0,0,0,
5001216,5001216,0,,5001650,5001650,0,,4940337,4940337,0,,4844990,4844992,0,,4589585,4589577,0,,4790020,4790051,0,,29167798,29167823,0,5600224128,5600218560,908973,0,0,0,
4996569,4996569,0,,4999212,4999210,0,,4936189,4936197,0,,4844318,4844318,0,,4588349,4588347,0,,4791732,4791730,0,,29156369,29156371,0,5598021120,5598023232,922590,0,0,0,
4998834,4998834,0,,5003322,5003292,0,,4935016,4935040,0,,4840349,4840317,0,,4589802,4589802,0,,4790804,4790807,0,,29158127,29158092,0,5598362112,5598347904,920654,0,0,0,
4999721,4999721,0,,5003280,5003309,0,,4939398,4939381,0,,4840538,4840538,0,,4589278,4589283,0,,4792959,4792959,0,,29165174,29165191,0,5599714944,5599722432,914118,0,0,0,
4989999,4989999,0,,4993911,4993882,0,,4931167,4931184,0,,4835600,4835632,0,,4587134,4587159,0,,4782615,4782612,0,,29120426,29120468,0,5591113728,5591125632,957114,0,0,0,
4988167,4988167,0,,4993331,4993363,0,,4930734,4930734,0,,4836761,4836758,0,,4588589,4588591,0,,4783933,4783936,0,,29121515,29121549,0,5591328576,5591335296,956892,0,0,0,
4996372,4996372,0,,4997773,4997741,0,,4936966,4936965,0,,4838242,4838222,0,,4587938,4587938,0,,4791342,4791339,0,,29148633,29148577,0,5596550784,5596534272,929282,0,0,0,
4996267,4996267,0,,5005349,5005380,0,,4933532,4933533,0,,4840723,4840714,0,,4587625,4587624,0,,4785116,4785087,0,,29148612,29148605,0,5596520448,5596521600,929978,0,0,0,
4995825,4995825,0,,4996519,4996519,0,,4933639,4933639,0,,4836689,4836689,0,,4587657,4587657,0,,4782650,4782650,0,,29132979,29132979,0,5593544832,5593545024,944685,0,0,0,
4992603,4992603,0,,4996188,4996188,0,,4935278,4935278,0,,4836766,4836795,0,,4587437,4587435,0,,4785424,4785439,0,,29133696,29133738,0,5593659456,5593664448,944172,0,0,0,
4986207,4986207,0,,4990786,4990787,0,,4926564,4926564,0,,4834259,4834259,0,,4585767,4585746,0,,4779813,4779813,0,,29103396,29103376,0,5587859712,5587855872,974476,0,0,0,
4989501,4989501,0,,4993939,4993938,0,,4928868,4928866,0,,4834796,4834799,0,,4590453,4590456,0,,4781465,4781461,0,,29119022,29119021,0,5590851648,5590850688,959792,0,0,0,
4992859,4992859,0,,4997055,4997056,0,,4932324,4932326,0,,4837609,4837609,0,,4588751,4588740,0,,4787000,4786999,0,,29135598,29135589,0,5594039040,5594032896,942387,0,0,0,
4997199,4997199,0,,5004189,5004187,0,,4937935,4937903,0,,4841957,4841957,0,,4590872,4590875,0,,4795167,4795189,0,,29167319,29167310,0,5600111040,5600127360,910506,0,0,0,
4986517,4986517,0,,4996694,4996695,0,,4932673,4932684,0,,4836133,4836133,0,,4590189,4590195,0,,4788066,4788066,0,,29130272,29130290,0,5593016064,5593005696,948507,0,0,0,
4995397,4995397,0,,5000864,5000863,0,,4935654,4935648,0,,4839855,4839855,0,,4590046,4590069,0,,4798349,4798349,0,,29160165,29160181,0,5598755136,5598761664,916946,0,0,0,
4993954,4993954,0,,4996289,4996291,0,,4930862,4930857,0,,4839496,4839496,0,,4590455,4590429,0,,4795614,4795582,0,,29146670,29146609,0,5596154496,5596154304,932115,0,0,0,
4996388,4996388,0,,5002602,5002602,0,,4934041,4934045,0,,4838144,4838144,0,,4591150,4591153,0,,4798196,4798228,0,,29160521,29160560,0,5598821376,5598821568,917279,0,0,0,
4999680,4999680,0,,5007632,5007632,0,,4938434,4938430,0,,4843900,4843884,0,,4592364,4592387,0,,4804593,4804593,0,,29186603,29186606,0,5603841216,5603834496,892322,0,0,0,
4991666,4991666,0,,4998722,4998699,0,,4931269,4931299,0,,4837327,4837319,0,,4589507,4589475,0,,4796775,4796775,0,,29145266,29145233,0,5595878592,5595873216,933378,0,0,0,
4998284,4998284,0,,5005179,5005170,0,,4936697,4936699,0,,4843387,4843383,0,,4590058,4590058,0,,4799496,4799493,0,,29173101,29173087,0,5601247680,5601247872,905439,0,0,0,
4997307,4997307,0,,5006061,5006078,0,,4940649,4940641,0,,4842027,4842055,0,,4591977,4592008,0,,4806063,4806066,0,,29184084,29184155,0,5603348352,5603350080,893969,0,0,0,
4994726,4994726,0,,5003574,5003588,0,,4939359,4939337,0,,4841255,4841248,0,,4593194,4593163,0,,4798620,4798620,0,,29170728,29170682,0,5600772288,5600773440,908114,0,0,0,
4998839,4998839,0,,5004721,5004722,0,,4937778,4937808,0,,4843119,4843094,0,,4593684,4593691,0,,4803761,4803758,0,,29181902,29181912,0,5602920192,5602923072,896773,0,0,0,
4997085,4997085,0,,5007517,5007517,0,,4937773,4937773,0,,4842884,4842904,0,,4591490,4591515,0,,4796095,4796096,0,,29172844,29172890,0,5601182592,5601191808,905023,0,0,0,
4999527,4999527,0,,5005660,5005657,0,,4939804,4939772,0,,4839980,4839977,0,,4593780,4593780,0,,4798946,4798945,0,,29177697,29177658,0,5602125504,5602120128,900475,0,0,0,
5000493,5000493,0,,5004789,5004791,0,,4938535,4938535,0,,4844736,4844749,0,,4590556,4590524,0,,4799182,4799185,0,,29178291,29178277,0,5602220160,5602222848,899767,0,0,0,
5000456,5000456,0,,5006617,5006616,0,,4939161,4939192,0,,4842768,4842770,0,,4591576,4591608,0,,4798839,4798810,0,,29179417,29179452,0,5602448640,5602452672,899068,0,0,0,
4998902,4998902,0,,5006729,5006730,0,,4938955,4938953,0,,4843328,4843328,0,,4592158,4592157,0,,4805271,4805276,0,,29185343,29185346,0,5603598336,5603588928,896720,0,0,0,
5000207,5000207,0,,5010049,5010048,0,,4939591,4939591,0,,4844213,4844213,0,,4591640,4591609,0,,4806593,4806602,0,,29192293,29192270,0,5604916608,5604916224,887764,0,0,0,
4689494,4689494,0,,4698939,4698909,0,,4634955,4634926,0,,4545030,4544998,0,,4304974,4304974,0,,4505402,4505385,0,,27378794,27378686,0,5256719040,5256699264,830428,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
3830676,3830676,0,,3810516,3810545,0,,3797759,3797759,0,,3804902,3804934,0,,3680128,3680128,0,,3695711,3695743,0,,22619692,22619785,0,4342987008,4343016768,3781835,0,0,0,
5083890,5083890,0,,5060121,5060092,0,,5042504,5042536,0,,5051094,5051094,0,,4892123,4892155,0,,4912708,4912676,0,,30042440,30042443,0,5768142336,5768146752,5028231,0,0,0,
5083162,5083162,0,,5059750,5059750,0,,5042977,5042974,0,,5051821,5051821,0,,4894939,4894936,0,,4915310,4915342,0,,30047959,30047985,0,5769213696,5769205056,5021814,0,0,0,
5084506,5084506,0,,5059533,5059563,0,,5043698,5043701,0,,5051088,5051087,0,,4889297,4889300,0,,4912081,4912049,0,,30040203,30040206,0,5767713408,5767720896,5029788,0,0,0,
5084765,5084765,0,,5061382,5061382,0,,5044790,5044790,0,,5056938,5056939,0,,4894707,4894704,0,,4918080,4918111,0,,30060662,30060691,0,5771647104,5771646336,5009648,0,0,0,
