Lcore 0,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
10958793,10958793,0,,10958793,10958793,0,2805451008,2805449728,0,0,0,0,
10958216,10958216,0,,10958216,10958216,0,2805303296,2805305856,0,0,0,0,
10958179,10958179,0,,10958179,10958179,0,2805293824,2805287168,0,0,0,0,
10958108,10958108,0,,10958108,10958108,0,2805275648,2805271808,0,0,0,0,
3407210,3407210,0,,3407210,3407210,0,872245760,872245760,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
7006266,7006266,0,,7006266,7006266,0,1793604096,1793604096,251388,0,0,0,
11359528,11359528,0,,11359528,11359528,0,2908039168,2908050176,404374,0,0,0,
11356016,11356016,0,,11356016,11356016,0,2907140096,2907134464,408012,0,0,0,
11353704,11353704,0,,11353704,11353704,0,2906548224,2906542848,410294,0,0,0,
11355160,11355160,0,,11355160,11355160,0,2906920960,2906931200,408774,0,0,0,
11354803,11354803,0,,11354803,11354803,0,2906829568,2906826752,409099,0,0,0,
11357370,11357370,0,,11357370,11357370,0,2907486720,2907479296,406657,0,0,0,
11355083,11355083,0,,11355083,11355083,0,2906901248,2906901248,408858,0,0,0,
11355224,11355224,0,,11355224,11355224,0,2906937344,2906944000,408642,0,0,0,
11354736,11354736,0,,11354736,11354736,0,2906812416,2906816000,409324,0,0,0,
11350748,11350748,0,,11350748,11350748,0,2905791488,2905789696,413282,0,0,0,
11353548,11353548,0,,11353548,11353548,0,2906508288,2906499840,410386,0,0,0,
11353682,11353682,0,,11353682,11353682,0,2906542592,2906542592,410279,0,0,0,
11355362,11355362,0,,11355362,11355362,0,2906972672,2906972672,408609,0,0,0,
11359284,11359284,0,,11359284,11359284,0,2907976704,2907976704,404743,0,0,0,
11354468,11354468,0,,11354468,11354468,0,2906743808,2906752000,409470,0,0,0,
11355504,11355504,0,,11355504,11355504,0,2907009024,2907000832,408523,0,0,0,
6498064,6498064,0,,6498064,6498064,0,1663504384,1663504384,238622,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
3955168,3955168,0,,3955168,3955168,0,1012523008,1012523008,22944,0,0,0,
11300588,11300588,0,,11300588,11300588,0,2892950528,2892961792,71294,0,0,0,
11306680,11306680,0,,11306680,11306680,0,2894510080,2894507008,67744,0,0,0,
11302772,11302772,0,,11302772,11302772,0,2893509632,2893502464,70254,0,0,0,
11304140,11304140,0,,11304140,11304140,0,2893859840,2893867008,69520,0,0,0,
11302992,11302992,0,,11302992,11302992,0,2893565952,2893557760,71644,0,0,0,
11301056,11301056,0,,11301056,11301056,0,2893070336,2893070336,71694,0,0,0,
11298997,11298997,0,,11298997,11298997,0,2892543232,2892554240,74663,0,0,0,
11308299,11308299,0,,11308299,11308299,0,2894924544,2894914560,67625,0,0,0,
11302452,11302452,0,,11302452,11302452,0,2893427712,2893434880,69034,0,0,0,
11303480,11303480,0,,11303480,11303480,0,2893690880,2893686784,70264,0,0,0,
11304236,11304236,0,,11304236,11304236,0,2893884416,2893881344,69347,0,0,0,
11299132,11299132,0,,11299132,11299132,0,2892577792,2892577792,74630,0,0,0,
11309676,11309676,0,,11309676,11309676,0,2895277056,2895284224,64937,0,0,0,
11302992,11302992,0,,11302992,11302992,0,2893565952,2893561856,69682,0,0,0,
11299673,11299673,0,,11299673,11299673,0,2892716288,2892722176,73986,0,0,0,
11305919,11305919,0,,11305919,11305919,0,2894315264,2894305280,69019,0,0,0,
9530886,9530886,0,,9530886,9530886,0,2439906816,2439906816,61523,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
10311230,10311230,0,,10311230,10311230,0,2639674880,2639674880,180992,0,0,0,
11343108,11343108,0,,11343108,11343108,0,2903835648,2903843840,194648,0,0,0,
11335288,11335288,0,,11335288,11335288,0,2901833728,2901826560,202310,0,0,0,
11345200,11345200,0,,11345200,11345200,0,2904371200,2904383488,192556,0,0,0,
11334344,11334344,0,,11334344,11334344,0,2901592064,2901587456,203350,0,0,0,
11343272,11343272,0,,11343272,11343272,0,2903877632,2903870976,194329,0,0,0,
11340173,11340173,0,,11340173,11340173,0,2903084288,2903082240,197549,0,0,0,
11340436,11340436,0,,11340436,11340436,0,2903151616,2903160576,197321,0,0,0,
11341607,11341607,0,,11341607,11341607,0,2903451392,2903443456,196149,0,0,0,
11338352,11338352,0,,11338352,11338352,0,2902618112,2902618112,199406,0,0,0,
11348068,11348068,0,,11348068,11348068,0,2905105408,2905113600,189596,0,0,0,
11338648,11338648,0,,11338648,11338648,0,2902693888,2902690560,199038,0,0,0,
11339660,11339660,0,,11339660,11339660,0,2902952960,2902955264,198038,0,0,0,
11340384,11340384,0,,11340384,11340384,0,2903138304,2903131136,197404,0,0,0,
11336556,11336556,0,,11336556,11336556,0,2902158336,2902157312,201138,0,0,0,
11342917,11342917,0,,11342917,11342917,0,2903786752,2903788544,194840,0,0,0,
11334809,11334809,0,,11334809,11334809,0,2901711104,2901720064,202821,0,0,0,
1266590,1266590,0,,1266590,1266590,0,324247040,324236288,19297,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
7333528,7333528,0,,7333528,7333528,0,1877383168,1877383424,99852,0,0,0,
11335420,11335420,0,,11335420,11335420,0,2901867520,2901869312,147017,0,0,0,
11331196,11331196,0,,11331196,11331196,0,2900786176,2900784128,151403,0,0,0,
11333616,11333616,0,,11333616,11333616,0,2901405696,2901406720,149156,0,0,0,
11326868,11326868,0,,11326868,11326868,0,2899678208,2899678208,155381,0,0,0,
11337992,11337992,0,,11337992,11337992,0,2902525952,2902524928,145065,0,0,0,
11326056,11326056,0,,11326056,11326056,0,2899470336,2899470336,155878,0,0,0,
11327224,11327224,0,,11327224,11327224,0,2899769344,2899769344,155624,0,0,0,
11323608,11323608,0,,11323608,11323608,0,2898843648,2898851072,158714,0,0,0,
11332332,11332332,0,,11332332,11332332,0,2901076992,2901072640,150096,0,0,0,
11325138,11325138,0,,11325138,11325138,0,2899235328,2899240960,157420,0,0,0,
11329638,11329638,0,,11329638,11329638,0,2900387328,2900389120,153350,0,0,0,
11323332,11323332,0,,11323332,11323332,0,2898772992,2898762496,158698,0,0,0,
11330436,11330436,0,,11330436,11330436,0,2900591616,2900593664,152111,0,0,0,
11329044,11329044,0,,11329044,11329044,0,2900235264,2900233216,153459,0,0,0,
11335113,11335113,0,,11335113,11335113,0,2901788928,2901795840,147447,0,0,0,
11325205,11325205,0,,11325205,11325205,0,2899252480,2899251968,157221,0,0,0,
4255354,4255354,0,,4255354,4255354,0,1089370624,1089364224,53836,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
