Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Lcore 4,,,,Lcore 5,,,,Lcore 6,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
4267030,4267030,0,,4267029,4267029,0,,4267032,4267029,0,,4265601,4265601,0,,4264171,4264172,0,,4265600,4265605,0,,4265604,4265604,0,,29862067,29862070,0,3882066760,5733519936,0,0,0,0,
4266932,4266932,0,,4266937,4266945,0,,4266944,4266943,0,,4265507,4265519,0,,4264083,4264082,0,,4265510,4265505,0,,4265511,4265522,0,,29861424,29861448,0,3881993310,5733392832,0,0,0,0,
4266933,4266933,0,,4266934,4266926,0,,4266929,4266931,0,,4265510,4265499,0,,4264080,4264081,0,,4265507,4265509,0,,4265504,4265496,0,,29861397,29861375,0,3881973550,5733388800,0,0,0,0,
4266947,4266947,0,,4266939,4266948,0,,4266940,4266945,0,,4265511,4265520,0,,4264090,4264092,0,,4265519,4265519,0,,4265516,4265519,0,,29861462,29861490,0,3881995910,5733397248,0,0,0,0,
4266944,4266944,0,,4266946,4266944,0,,4266951,4266944,0,,4265521,4265515,0,,4264085,4264087,0,,4265518,4265516,0,,4265518,4265512,0,,29861483,29861462,0,3881988240,5733403776,0,0,0,0,
4266851,4266851,0,,4266851,4266849,0,,4266848,4266849,0,,4265422,4265419,0,,4263995,4263995,0,,4265418,4265420,0,,4265423,4265423,0,,29860808,29860806,0,3881908160,5733278976,0,0,0,0,
4266759,4266759,0,,4266759,4266756,0,,4266756,4266755,0,,4265328,4265331,0,,4263899,4263899,0,,4265326,4265333,0,,4265323,4265331,0,,29860150,29860164,0,3881818850,5733146688,0,0,0,0,
4266956,4266956,0,,4266956,4266955,0,,4266956,4266956,0,,4265528,4265524,0,,4264100,4264095,0,,4265529,4265520,0,,4265531,4265523,0,,29861556,29861529,0,3882006830,5733425280,0,0,0,0,
4266880,4266880,0,,4266881,4266882,0,,4266880,4266883,0,,4265455,4265458,0,,4264028,4264031,0,,4265454,4265455,0,,4265454,4265454,0,,29861032,29861043,0,3881930910,5733312192,0,0,0,0,
4266902,4266902,0,,4266902,4266902,0,,4266902,4266901,0,,4265471,4265470,0,,4264044,4264042,0,,4265475,4265474,0,,4265472,4265472,0,,29861168,29861163,0,3881949240,5733343488,0,0,0,0,
4266776,4266776,0,,4266788,4266786,0,,4266788,4266786,0,,4265359,4265359,0,,4263930,4263931,0,,4265359,4265360,0,,4265358,4265360,0,,29860358,29860358,0,3881844980,5733186432,0,0,0,0,
4266916,4266916,0,,4266902,4266911,0,,4266902,4266911,0,,4265475,4265483,0,,4264053,4264058,0,,4265473,4265488,0,,4265478,4265490,0,,29861199,29861257,0,3881963930,5733356736,0,0,0,0,
4266846,4266846,0,,4266848,4266839,0,,4266848,4266839,0,,4265419,4265417,0,,4263985,4263978,0,,4265419,4265411,0,,4265423,4265418,0,,29860788,29860748,0,3881901140,5733269760,0,0,0,0,
4266898,4266898,0,,4266899,4266904,0,,4266898,4266900,0,,4265472,4265468,0,,4264045,4264045,0,,4265471,4265471,0,,4265465,4265465,0,,29861148,29861151,0,3881946770,5733339840,0,0,0,0,
4266848,4266848,0,,4266846,4266849,0,,4266842,4266853,0,,4265417,4265429,0,,4263994,4264001,0,,4265418,4265426,0,,4265421,4265421,0,,29860786,29860827,0,3881906990,5733273984,0,0,0,0,
4266880,4266880,0,,4266882,4266875,0,,4266888,4266875,0,,4265456,4265443,0,,4264022,4264015,0,,4265454,4265446,0,,4265451,4265442,0,,29861033,29860976,0,3881925450,5733312960,0,0,0,0,
4266777,4266777,0,,4266775,4266783,0,,4266773,4266783,0,,4265355,4265352,0,,4263927,4263927,0,,4265356,4265355,0,,4265357,4265357,0,,29860320,29860334,0,3881846280,5733188736,0,0,0,0,
2919658,2919658,0,,2919657,2919648,0,,2919658,2919648,0,,2918671,2918671,0,,2917694,2917694,0,,2918672,2918665,0,,2918668,2918668,0,,20432678,20432652,0,2656238000,3923051328,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
3646836,3646836,0,,3646843,3646853,0,,3646843,3646853,0,,3645623,3645633,0,,3644400,3644412,0,,3645623,3645633,0,,3645622,3645637,0,,25521790,25521857,0,3317847000,4900217280,0,0,0,0,
6438035,6438035,0,,6438041,6438031,0,,6438040,6438034,0,,6435885,6435879,0,,6433734,6433722,0,,6435887,6435877,0,,6435885,6435880,0,,45055507,45055458,0,5857211490,8650645824,0,0,0,0,
6437864,6437864,0,,6437846,6437862,0,,6437861,6437869,0,,6435711,6435715,0,,6433548,6433560,0,,6435702,6435717,0,,6435707,6435710,0,,45054239,45054297,0,5857055750,8650426176,0,0,0,0,
6438079,6438079,0,,6438096,6438090,0,,6438085,6438080,0,,6435933,6435933,0,,6433788,6433776,0,,6435940,6435935,0,,6435927,6435932,0,,45055848,45055825,0,5857259980,8650719552,0,0,0,0,
6438255,6438255,0,,6438243,6438261,0,,6438236,6438260,0,,6436099,6436104,0,,6433946,6433946,0,,6436097,6436087,0,,6436102,6436105,0,,45056978,45057018,0,5857408700,8650948800,0,0,0,0,
6437798,6437798,0,,6437799,6437783,0,,6437812,6437781,0,,6435624,6435625,0,,6433464,6433478,0,,6435619,6435637,0,,6435643,6435630,0,,45053759,45053732,0,5856987110,8650308096,0,0,0,0,
6438029,6438029,0,,6438035,6438023,0,,6438026,6438033,0,,6435883,6435869,0,,6433728,6433724,0,,6435889,6435881,0,,6435880,6435872,0,,45055470,45055431,0,5857206290,8650649280,0,0,0,0,
6438127,6438127,0,,6438125,6438132,0,,6438125,6438127,0,,6435963,6435977,0,,6433814,6433814,0,,6435976,6435966,0,,6435959,6435973,0,,45056089,45056116,0,5857295990,8650772736,0,0,0,0,
6438170,6438170,0,,6438167,6438176,0,,6438165,6438168,0,,6436023,6436020,0,,6433873,6433863,0,,6436008,6436020,0,,6436028,6436020,0,,45056434,45056437,0,5857334860,8650827456,0,0,0,0,
6437985,6437985,0,,6437998,6437982,0,,6437999,6437987,0,,6435836,6435836,0,,6433664,6433683,0,,6435838,6435838,0,,6435831,6435833,0,,45055151,45055144,0,5857168590,8650589952,0,0,0,0,
6437950,6437950,0,,6437943,6437955,0,,6437951,6437951,0,,6435789,6435794,0,,6433640,6433636,0,,6435793,6435795,0,,6435781,6435789,0,,45054847,45054870,0,5857133360,8650537536,0,0,0,0,
6438174,6438174,0,,6438167,6438165,0,,6438156,6438170,0,,6436013,6436011,0,,6433871,6433862,0,,6436008,6436009,0,,6436030,6436014,0,,45056419,45056405,0,5857331740,8650834368,0,0,0,0,
6437852,6437852,0,,6437858,6437848,0,,6437862,6437867,0,,6435700,6435704,0,,6433540,6433550,0,,6435709,6435709,0,,6435691,6435708,0,,45054212,45054238,0,5857050290,8650413120,0,0,0,0,
6438075,6438075,0,,6438068,6438079,0,,6438077,6438058,0,,6435928,6435921,0,,6433769,6433753,0,,6435900,6435906,0,,6435923,6435919,0,,45055740,45055711,0,5857243860,8650690944,0,0,0,0,
6437574,6437574,0,,6437590,6437579,0,,6437581,6437581,0,,6435422,6435418,0,,6433267,6433273,0,,6435442,6435428,0,,6435422,6435413,0,,45052298,45052266,0,5856794580,8650041024,0,0,0,0,
6437941,6437941,0,,6437924,6437940,0,,6437937,6437937,0,,6435776,6435785,0,,6433623,6433617,0,,6435778,6435786,0,,6435776,6435791,0,,45054755,45054797,0,5857121660,8650520064,0,0,0,0,
6438014,6438014,0,,6438020,6438019,0,,6438016,6438016,0,,6435870,6435854,0,,6433711,6433725,0,,6435866,6435865,0,,6435870,6435864,0,,45055367,45055357,0,5857194980,8650620288,0,0,0,0,
6438111,6438111,0,,6438102,6438107,0,,6438113,6438113,0,,6435955,6435970,0,,6433804,6433790,0,,6435952,6435965,0,,6435957,6435964,0,,45055994,45056020,0,5857280130,8650758720,0,0,0,0,
6437986,6437986,0,,6438000,6437988,0,,6437980,6437988,0,,6435831,6435828,0,,6433676,6433688,0,,6435837,6435822,0,,6435839,6435819,0,,45055149,45055119,0,5857176650,8650585344,0,0,0,0,
6437467,6437467,0,,6437460,6437470,0,,6437458,6437464,0,,6435303,6435309,0,,6433146,6433150,0,,6435315,6435303,0,,6435302,6435302,0,,45051451,45051465,0,5856685640,8649883392,0,0,0,0,
6437901,6437901,0,,6437906,6437888,0,,6437900,6437902,0,,6435755,6435737,0,,6433603,6433594,0,,6435740,6435758,0,,6435747,6435759,0,,45054552,45054539,0,5857091760,8650477056,0,0,0,0,
6437756,6437756,0,,6437755,6437761,0,,6437763,6437753,0,,6435597,6435597,0,,6433447,6433440,0,,6435605,6435587,0,,6435600,6435599,0,,45053523,45053493,0,5856950970,8650266624,0,0,0,0,
6437601,6437601,0,,6437599,6437593,0,,6437599,6437593,0,,6435445,6435457,0,,6433285,6433297,0,,6435442,6435452,0,,6435451,6435446,0,,45052422,45052439,0,5856821230,8650062528,0,0,0,0,
6438061,6438061,0,,6438056,6438069,0,,6438068,6438068,0,,6435914,6435902,0,,6433759,6433754,0,,6435911,6435908,0,,6435904,6435908,0,,45055673,45055670,0,5857234760,8650696704,0,0,0,0,
526343,526343,0,,526343,526330,0,,526331,526331,0,,526154,526154,0,,525979,525972,0,,526155,526148,0,,526155,526145,0,,3683460,3683423,0,478839140,707195520,0,0,0,0,
1283537,1283537,0,,1283552,1283552,0,,1283552,1283552,0,,1283123,1283134,0,,1282683,1282701,0,,1283121,1283136,0,,1283126,1283138,0,,8982694,8982750,0,1167761660,1724710848,0,0,0,0,
7581375,7581375,0,,7581376,7581376,0,,7581376,7581388,0,,7578830,7578835,0,,7576319,7576301,0,,7578847,7578832,0,,7578841,7578829,0,,53056964,53056936,0,6897406620,10186929408,0,0,0,0,
7581196,7581196,0,,7581196,7581221,0,,7581165,7581182,0,,7578660,7578675,0,,7576110,7576110,0,,7578645,7578677,0,,7578655,7578655,0,,53055627,53055716,0,6897229820,10186695936,0,0,0,0,
7581017,7581017,0,,7581013,7581001,0,,7581044,7581028,0,,7578484,7578465,0,,7575948,7575948,0,,7578494,7578462,0,,7578486,7578486,0,,53054486,53054407,0,6897089940,10186449024,0,0,0,0,
7581160,7581160,0,,7581157,7581144,0,,7581157,7581144,0,,7578627,7578615,0,,7576076,7576093,0,,7578616,7578616,0,,7578616,7578616,0,,53055409,53055388,0,6897199400,10186632576,0,0,0,0,
7581306,7581306,0,,7581300,7581317,0,,7581316,7581316,0,,7578774,7578774,0,,7576242,7576237,0,,7578777,7578777,0,,7578771,7578786,0,,53056486,53056513,0,6897349290,10186861056,0,0,0,0,
7580716,7580716,0,,7580739,7580722,0,,7580723,7580723,0,,7578188,7578188,0,,7575647,7575655,0,,7578190,7578190,0,,7578180,7578185,0,,53052383,53052379,0,6896802380,10186052352,0,0,0,0,
7580988,7580988,0,,7580966,7580981,0,,7580982,7580982,0,,7578422,7578439,0,,7575900,7575899,0,,7578420,7578438,0,,7578441,7578442,0,,53054119,53054169,0,6897040800,10186398144,0,0,0,0,
7580931,7580931,0,,7580942,7580927,0,,7580923,7580943,0,,7578411,7578406,0,,7575867,7575861,0,,7578405,7578404,0,,7578400,7578396,0,,53053879,53053868,0,6896999070,10186334784,0,0,0,0,
7581158,7581158,0,,7581154,7581154,0,,7581147,7581149,0,,7578604,7578612,0,,7576066,7576073,0,,7578622,7578615,0,,7578622,7578620,0,,53055373,53055381,0,6897207330,10186636800,0,0,0,0,
7580960,7580960,0,,7580950,7580965,0,,7580974,7580952,0,,7578427,7578423,0,,7575891,7575886,0,,7578414,7578420,0,,7578413,7578413,0,,53054029,53054019,0,6897021430,10186376064,0,0,0,0,
7580696,7580696,0,,7580708,7580704,0,,7580693,7580693,0,,7578160,7578156,0,,7575635,7575620,0,,7578154,7578161,0,,7578168,7578153,0,,53052214,53052183,0,6896783010,10186014912,0,0,0,0,
7580758,7580758,0,,7580759,7580764,0,,7580759,7580781,0,,7578224,7578238,0,,7575675,7575697,0,,7578234,7578229,0,,7578232,7578237,0,,53052641,53052704,0,6896845930,10186117440,0,0,0,0,
7580505,7580505,0,,7580501,7580505,0,,7580500,7580495,0,,7577980,7577954,0,,7575436,7575428,0,,7577981,7577963,0,,7577956,7577964,0,,53050859,53050814,0,6896612580,10185764544,0,0,0,0,
7580738,7580738,0,,7580739,7580731,0,,7580742,7580725,0,,7578190,7578190,0,,7575658,7575667,0,,7578178,7578196,0,,7578198,7578205,0,,53052443,53052452,0,6896808750,10186059840,0,0,0,0,
7580588,7580588,0,,7580568,7580578,0,,7580585,7580585,0,,7578040,7578065,0,,7575509,7575510,0,,7578050,7578058,0,,7578053,7578033,0,,53051393,53051417,0,6896690190,10185878208,0,0,0,0,
7580822,7580822,0,,7580829,7580821,0,,7580819,7580828,0,,7578286,7578275,0,,7575753,7575732,0,,7578278,7578268,0,,7578281,7578281,0,,53053068,53053027,0,6896896370,10186188096,0,0,0,0,
7580802,7580802,0,,7580805,7580807,0,,7580801,7580808,0,,7578276,7578273,0,,7575731,7575739,0,,7578278,7578278,0,,7578277,7578277,0,,53052970,53052984,0,6896887920,10186164864,0,0,0,0,
7580753,7580753,0,,7580768,7580752,0,,7580765,7580749,0,,7578224,7578213,0,,7575687,7575683,0,,7578226,7578210,0,,7578215,7578215,0,,53052638,53052575,0,6896833450,10186103040,0,0,0,0,
7581491,7581491,0,,7581506,7581534,0,,7581500,7581528,0,,7578955,7578987,0,,7576416,7576438,0,,7578962,7578962,0,,7578942,7578969,0,,53057772,53057909,0,6897516730,10187106624,0,0,0,0,
7580668,7580668,0,,7580663,7580635,0,,7580668,7580640,0,,7578128,7578125,0,,7575582,7575582,0,,7578129,7578129,0,,7578132,7578130,0,,53051970,53051909,0,6896758700,10185981120,0,0,0,0,
7581191,7581191,0,,7581182,7581197,0,,7581183,7581198,0,,7578666,7578637,0,,7576129,7576116,0,,7578648,7578664,0,,7578672,7578647,0,,53055671,53055650,0,6897240350,10186674240,0,0,0,0,
7580440,7580440,0,,7580432,7580431,0,,7580437,7580422,0,,7577882,7577894,0,,7575352,7575348,0,,7577888,7577886,0,,7577891,7577891,0,,53050322,53050312,0,6896530680,10185657024,0,0,0,0,
7583606,7583606,0,,7583612,7583602,0,,7583598,7583615,0,,7581072,7581072,0,,7578546,7578536,0,,7581076,7581074,0,,7581067,7581079,0,,53072577,53072584,0,6899440600,10189934976,0,0,0,0,
3642897,3642897,0,,3642882,3642878,0,,3642890,3642873,0,,3641663,3641651,0,,3640434,3640432,0,,3641663,3641651,0,,3641660,3641648,0,,25494089,25494030,0,3314216880,4894836672,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
6023063,6023063,0,,6023085,6023085,0,,6023084,6023084,0,,6021048,6021074,0,,6019057,6019057,0,,6021046,6021074,0,,6021047,6021076,0,,42151430,42151513,0,5479701760,8093120448,0,0,0,0,
8024537,8024537,0,,8024538,8024550,0,,8024540,8024553,0,,8021876,8021863,0,,8019175,8019175,0,,8021889,8021861,0,,8021886,8021857,0,,56158441,56158396,0,7300604350,10782419904,0,0,0,0,
8025373,8025373,0,,8025346,8025362,0,,8025369,8025356,0,,8022667,8022683,0,,8019968,8019997,0,,8022653,8022683,0,,8022661,8022690,0,,56164037,56164144,0,7301324550,10783511808,0,0,0,0,
8023301,8023301,0,,8023328,8023300,0,,8023305,8023319,0,,8020629,8020616,0,,8017948,8017935,0,,8020640,8020623,0,,8020631,8020618,0,,56149782,56149712,0,7299465680,10780741440,0,0,0,0,
8018873,8018873,0,,8018854,8018881,0,,8018857,8018873,0,,8016183,8016194,0,,8013495,8013509,0,,8016192,8016179,0,,8016187,8016201,0,,56118641,56118710,0,7295425410,10774790400,0,0,0,0,
8023899,8023899,0,,8023899,8023893,0,,8023912,8023882,0,,8021221,8021194,0,,8018532,8018519,0,,8021218,8021218,0,,8021216,8021186,0,,56153897,56153791,0,7300002060,10781530944,0,0,0,0,
8026276,8026276,0,,8026268,8026269,0,,8026266,8026266,0,,8023569,8023589,0,,8020895,8020895,0,,8023559,8023576,0,,8023587,8023587,0,,56170420,56170458,0,7302162270,10784737728,0,0,0,0,
8024092,8024092,0,,8024092,8024094,0,,8024101,8024101,0,,8021423,8021419,0,,8018732,8018715,0,,8021425,8021408,0,,8021412,8021412,0,,56155277,56155241,0,7300181070,10781796672,0,0,0,0,
8023284,8023284,0,,8023304,8023297,0,,8023285,8023294,0,,8020606,8020590,0,,8017920,8017936,0,,8020593,8020607,0,,8020588,8020607,0,,56149580,56149615,0,7299438250,10780717632,0,0,0,0,
8017218,8017218,0,,8017217,8017212,0,,8017225,8017216,0,,8014532,8014553,0,,8011856,8011852,0,,8014544,8014548,0,,8014547,8014548,0,,56107139,56107147,0,7293931970,10772570112,0,0,0,0,
8017866,8017866,0,,8017859,8017859,0,,8017853,8017859,0,,8015164,8015165,0,,8012482,8012484,0,,8015164,8015163,0,,8015160,8015166,0,,56111548,56111562,0,7294513070,10773427776,0,0,0,0,
8023946,8023946,0,,8023949,8023960,0,,8023943,8023937,0,,8021270,8021248,0,,8018572,8018585,0,,8021260,8021271,0,,8021262,8021267,0,,56154202,56154214,0,7300038590,10781603712,0,0,0,0,
8023970,8023970,0,,8023979,8023973,0,,8023982,8024000,0,,8021285,8021308,0,,8018615,8018607,0,,8021307,8021279,0,,8021304,8021292,0,,56154442,56154429,0,7300076810,10781654592,0,0,0,0,
8022755,8022755,0,,8022750,8022733,0,,8022741,8022739,0,,8020069,8020060,0,,8017381,8017376,0,,8020047,8020069,0,,8020062,8020043,0,,56145805,56145775,0,7298956860,10779986304,0,0,0,0,
8018696,8018696,0,,8018681,8018711,0,,8018674,8018688,0,,8016009,8016026,0,,8013314,8013332,0,,8016019,8015997,0,,8016002,8016034,0,,56117395,56117484,0,7295249780,10774543104,0,0,0,0,
8021481,8021481,0,,8021494,8021477,0,,8021506,8021494,0,,8018804,8018789,0,,8016135,8016103,0,,8018803,8018815,0,,8018807,8018786,0,,56137030,56136945,0,7297829760,10778309952,0,0,0,0,
8021365,8021365,0,,8021378,8021365,0,,8021368,8021365,0,,8018694,8018693,0,,8016002,8016002,0,,8018688,8018692,0,,8018688,8018694,0,,56136183,56136176,0,7297695990,10778146560,0,0,0,0,
8024359,8024359,0,,8024344,8024363,0,,8024362,8024347,0,,8021668,8021653,0,,8018985,8018985,0,,8021677,8021661,0,,8021658,8021663,0,,56157053,56157031,0,7300420530,10782155904,0,0,0,0,
8021431,8021431,0,,8021436,8021417,0,,8021423,8021437,0,,8018742,8018742,0,,8016050,8016050,0,,8018719,8018740,0,,8018756,8018734,0,,56136557,56136551,0,7297748900,10778203776,0,0,0,0,
8023930,8023930,0,,8023919,8023927,0,,8023920,8023921,0,,8021238,8021253,0,,8018541,8018561,0,,8021241,8021239,0,,8021236,8021253,0,,56154025,56154084,0,7300028450,10781584512,0,0,0,0,
8023753,8023753,0,,8023732,8023753,0,,8023737,8023751,0,,8021053,8021064,0,,8018381,8018387,0,,8021068,8021073,0,,8021048,8021059,0,,56152772,56152840,0,7299860230,10781352384,0,0,0,0,
8029043,8029043,0,,8029050,8029045,0,,8029071,8029055,0,,8026364,8026355,0,,8023685,8023675,0,,8026372,8026348,0,,8026382,8026354,0,,56189967,56189875,0,7304688950,10788452544,0,0,0,0,
8045516,8045516,0,,8045528,8045520,0,,8045505,8045513,0,,8042829,8042830,0,,8040130,8040114,0,,8042822,8042837,0,,8042810,8042830,0,,56305140,56305160,0,7319675090,10810590720,0,0,0,0,
7048451,7048451,0,,7048448,7048432,0,,7048449,7048428,0,,7046083,7046065,0,,7043722,7043722,0,,7046079,7046064,0,,7046088,7046068,0,,49327320,49327230,0,6412530410,9470803008,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
3012945,3012945,0,,3012959,3012959,0,,3012942,3012965,0,,3011955,3011967,0,,3010939,3010958,0,,3011944,3011964,0,,3011948,3011972,0,,21085632,21085730,0,2741149060,4048480704,0,0,0,0,
8029580,8029580,0,,8029582,8029591,0,,8029597,8029587,0,,8026875,8026887,0,,8024221,8024202,0,,8026898,8026894,0,,8026905,8026881,0,,56193658,56193622,0,7305179830,10789187520,0,0,0,0,
8030495,8030495,0,,8030484,8030491,0,,8030500,8030487,0,,8027813,8027815,0,,8025108,8025108,0,,8027799,8027802,0,,8027804,8027804,0,,56200003,56200002,0,7305994020,10790384064,0,0,0,0,
8032862,8032862,0,,8032866,8032865,0,,8032851,8032871,0,,8030172,8030162,0,,8027481,8027496,0,,8030177,8030173,0,,8030172,8030180,0,,56216581,56216609,0,7308160080,10793603712,0,0,0,0,
8027293,8027293,0,,8027279,8027294,0,,8027293,8027302,0,,8024615,8024599,0,,8021910,8021927,0,,8024587,8024604,0,,8024607,8024599,0,,56177584,56177618,0,7303078770,10786094016,0,0,0,0,
8026962,8026962,0,,8026976,8026962,0,,8026943,8026939,0,,8024277,8024277,0,,8021595,8021580,0,,8024304,8024288,0,,8024262,8024282,0,,56175319,56175290,0,7302799010,10785662400,0,0,0,0,
8029116,8029116,0,,8029124,8029108,0,,8029142,8029129,0,,8026417,8026436,0,,8023758,8023741,0,,8026428,8026426,0,,8026437,8026431,0,,56190422,56190387,0,7304746930,10788546048,0,0,0,0,
8031696,8031696,0,,8031676,8031693,0,,8031676,8031683,0,,8029014,8028995,0,,8026299,8026318,0,,8028994,8028999,0,,8029006,8029005,0,,56208361,56208389,0,7307099540,10792015872,0,0,0,0,
8031119,8031119,0,,8031122,8031129,0,,8031135,8031133,0,,8028422,8028443,0,,8025758,8025739,0,,8028435,8028432,0,,8028434,8028431,0,,56204425,56204426,0,7306562250,10791246912,0,0,0,0,
8027535,8027535,0,,8027541,8027546,0,,8027556,8027539,0,,8024858,8024865,0,,8022177,8022177,0,,8024857,8024870,0,,8024863,8024879,0,,56179387,56179411,0,7303341370,10786460736,0,0,0,0,
8022552,8022552,0,,8022551,8022522,0,,8022528,8022528,0,,8019864,8019847,0,,8017151,8017167,0,,8019862,8019849,0,,8019847,8019837,0,,56144355,56144302,0,7298745350,10779690432,0,0,0,0,
8027040,8027040,0,,8027045,8027060,0,,8027042,8027056,0,,8024359,8024365,0,,8021678,8021676,0,,8024354,8024354,0,,8024362,8024362,0,,56175880,56175913,0,7302866480,10785770496,0,0,0,0,
8028439,8028439,0,,8028442,8028448,0,,8028451,8028437,0,,8025764,8025747,0,,8023069,8023067,0,,8025768,8025752,0,,8025744,8025752,0,,56185677,56185642,0,7304142040,10787650368,0,0,0,0,
8028050,8028050,0,,8028045,8028048,0,,8028048,8028048,0,,8025349,8025370,0,,8022684,8022672,0,,8025331,8025359,0,,8025372,8025363,0,,56182879,56182910,0,7303770630,10787124096,0,0,0,0,
8025506,8025506,0,,8025505,8025495,0,,8025505,8025505,0,,8022827,8022806,0,,8020118,8020135,0,,8022834,8022823,0,,8022825,8022810,0,,56165120,56165080,0,7301470410,10783694976,0,0,0,0,
8023429,8023429,0,,8023431,8023442,0,,8023417,8023444,0,,8020738,8020767,0,,8018078,8018075,0,,8020761,8020770,0,,8020728,8020759,0,,56150582,56150686,0,7299578520,10780927872,0,0,0,0,
8026165,8026165,0,,8026161,8026157,0,,8026164,8026151,0,,8023489,8023460,0,,8020774,8020777,0,,8023472,8023457,0,,8023481,8023464,0,,56169706,56169631,0,7302056320,10784567040,0,0,0,0,
8028855,8028855,0,,8028858,8028856,0,,8028849,8028855,0,,8026149,8026169,0,,8023476,8023478,0,,8026161,8026164,0,,8026176,8026162,0,,56188524,56188539,0,7304506690,10788194112,0,0,0,0,
8028961,8028961,0,,8028960,8028955,0,,8028976,8028971,0,,8026290,8026276,0,,8023611,8023592,0,,8026290,8026276,0,,8026272,8026288,0,,56189360,56189319,0,7304621090,10788359040,0,0,0,0,
8026631,8026631,0,,8026627,8026631,0,,8026616,8026626,0,,8023928,8023940,0,,8021236,8021259,0,,8023935,8023935,0,,8023936,8023942,0,,56172909,56172964,0,7302475440,10785199680,0,0,0,0,
8027892,8027892,0,,8027906,8027906,0,,8027908,8027901,0,,8025219,8025222,0,,8022539,8022528,0,,8025208,8025229,0,,8025216,8025214,0,,56181888,56181892,0,7303650380,10786928064,0,0,0,0,
