Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
2429097,2429097,0,,14158505,14158505,0,,1274826,1274826,0,,17862428,17862428,0,3429586752,3429592512,662301,0,0,0,
2429011,2429011,0,,14153388,14153356,0,,1274813,1274813,0,,17857212,17857180,0,3428577984,3428578176,667465,0,0,0,
2428973,2428973,0,,14156562,14156594,0,,1274693,1274693,0,,17860228,17860260,0,3429169920,3429170496,664975,0,0,0,
2429137,2429137,0,,14161882,14161882,0,,1274763,1274763,0,,17865782,17865782,0,3430230144,3430236480,659353,0,0,0,
2428917,2428917,0,,14157659,14157659,0,,1274655,1274662,0,,17861231,17861238,0,3429357696,3429355968,663502,0,0,0,
2428735,2428735,0,,14160561,14160561,0,,1274594,1274590,0,,17863890,17863886,0,3429866112,3429858432,660379,0,0,0,
2429123,2429123,0,,14154735,14154734,0,,1274810,1274807,0,,17858668,17858664,0,3428857536,3428860032,665891,0,0,0,
2429074,2429074,0,,14157063,14157064,0,,1274828,1274828,0,,17860965,17860966,0,3429311424,3429313344,663821,0,0,0,
2428895,2428895,0,,14157165,14157165,0,,1274726,1274726,0,,17860786,17860786,0,3429270912,3429269184,664367,0,0,0,
2429145,2429145,0,,14153836,14153836,0,,1274777,1274777,0,,17857758,17857758,0,3428689536,3428688192,667465,0,0,0,
2429051,2429051,0,,14155805,14155805,0,,1274748,1274748,0,,17859604,17859604,0,3429043968,3429045888,665307,0,0,0,
2428520,2428520,0,,14154023,14154023,0,,1274463,1274463,0,,17857006,17857006,0,3428545344,3428539584,667077,0,0,0,
2429185,2429185,0,,14162869,14162869,0,,1274818,1274818,0,,17866872,17866872,0,3430439232,3430448064,657976,0,0,0,
2429080,2429080,0,,14156659,14156627,0,,1274816,1274818,0,,17860555,17860525,0,3429220800,3429225024,664216,0,0,0,
2429027,2429027,0,,14159488,14159520,0,,1274830,1274831,0,,17863345,17863378,0,3429762432,3429766080,661658,0,0,0,
2428978,2428978,0,,14158499,14158499,0,,1274695,1274692,0,,17862172,17862169,0,3429536448,3429525696,662865,0,0,0,
2429144,2429144,0,,14159395,14159395,0,,1274775,1274775,0,,17863314,17863314,0,3429756288,3429755904,662060,0,0,0,
