Lcore 0,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
4999031,4999031,0,,4999031,4999031,0,889827518,959820288,692,0,0,0,
4998828,4998828,0,,4998828,4998828,0,889791384,959776320,881,0,0,0,
4998742,4998742,0,,4998742,4998742,0,889776076,959750784,936,0,0,0,
4998786,4998786,0,,4998786,4998786,0,889783908,959769984,918,0,0,0,
1700960,1700960,0,,1700960,1700960,0,302770880,326581248,920,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
3700208,3700208,0,,3700208,3700208,0,658637024,710439936,726654,0,0,0,
6285568,6285568,0,,6285568,6285568,0,1118831104,1206829056,1221748,0,0,0,
6283144,6283144,0,,6283144,6283144,0,1118399632,1206364416,1224586,0,0,0,
6286943,6286943,0,,6286943,6286943,0,1119075854,1207097088,1220437,0,0,0,
6282465,6282465,0,,6282465,6282465,0,1118278770,1206229248,1225137,0,0,0,
6285232,6285232,0,,6285232,6285232,0,1118771296,1206763776,1222244,0,0,0,
6283888,6283888,0,,6283888,6283888,0,1118532064,1206511104,1223586,0,0,0,
6284266,6284266,0,,6284266,6284266,0,1118599348,1206574848,1223335,0,0,0,
6278654,6278654,0,,6278654,6278654,0,1117600412,1205501184,1228759,0,0,0,
6283329,6283329,0,,6283329,6283329,0,1118432562,1206399168,1224177,0,0,0,
6283430,6283430,0,,6283430,6283430,0,1118450540,1206424704,1224014,0,0,0,
6283137,6283137,0,,6283137,6283137,0,1118398386,1206356160,1224433,0,0,0,
6283616,6283616,0,,6283616,6283616,0,1118483648,1206457344,1223956,0,0,0,
6286972,6286972,0,,6286972,6286972,0,1119081016,1207095552,1220409,0,0,0,
6283560,6283560,0,,6283560,6283560,0,1118473680,1206444288,1224041,0,0,0,
6285548,6285548,0,,6285548,6285548,0,1118827544,1206827712,1221990,0,0,0,
6286794,6286794,0,,6286794,6286794,0,1119049332,1207063872,1220618,0,0,0,
6286808,6286808,0,,6286808,6286808,0,1119051824,1207068288,1220794,0,0,0,
6284506,6284506,0,,6284506,6284506,0,1118642068,1206627648,1222970,0,0,0,
6284692,6284692,0,,6284692,6284692,0,1118675176,1206659904,1222782,0,0,0,
6281383,6281383,0,,6281383,6281383,0,1118086174,1206022656,1226157,0,0,0,
6283285,6283285,0,,6283285,6283285,0,1118424730,1206390528,1224157,0,0,0,
6282504,6282504,0,,6282504,6282504,0,1118285712,1206238464,1225034,0,0,0,
6282172,6282172,0,,6282172,6282172,0,1118226616,1206182400,1225400,0,0,0,
6280443,6280443,0,,6280443,6280443,0,1117918854,1205844480,1226969,0,0,0,
6282229,6282229,0,,6282229,6282229,0,1118236762,1206188544,1225341,0,0,0,
6279876,6279876,0,,6279876,6279876,0,1117817928,1205736192,1227672,0,0,0,
6281756,6281756,0,,6281756,6281756,0,1118152568,1206091776,1225710,0,0,0,
6284332,6284332,0,,6284332,6284332,0,1118611096,1206598656,1223177,0,0,0,
6285287,6285287,0,,6285287,6285287,0,1118781086,1206768384,1222314,0,0,0,
6286113,6286113,0,,6286113,6286113,0,1118928114,1206939648,1221267,0,0,0,
6284916,6284916,0,,6284916,6284916,0,1118715048,1206703872,1222666,0,0,0,
6288592,6288592,0,,6288592,6288592,0,1119369376,1207403520,1218808,0,0,0,
6280260,6280260,0,,6280260,6280260,0,1117886280,1205809920,1227278,0,0,0,
6281344,6281344,0,,6281344,6281344,0,1118079232,1206018048,1226236,0,0,0,
6283364,6283364,0,,6283364,6283364,0,1118438792,1206406656,1224070,0,0,0,
6283442,6283442,0,,6283442,6283442,0,1118452676,1206426624,1224068,0,0,0,
6285502,6285502,0,,6285502,6285502,0,1118819356,1206810624,1222065,0,0,0,
6288000,6288000,0,,6288000,6288000,0,1119264000,1207305600,1219477,0,0,0,
6279250,6279250,0,,6279250,6279250,0,1117706500,1205605632,1228286,0,0,0,
6281396,6281396,0,,6281396,6281396,0,1118088488,1206034368,1226082,0,0,0,
6279926,6279926,0,,6279926,6279926,0,1117826828,1205739456,1227612,0,0,0,
6285144,6285144,0,,6285144,6285144,0,1118755632,1206753408,1222394,0,0,0,
6281160,6281160,0,,6281160,6281160,0,1118046480,1205981568,1226252,0,0,0,
6283884,6283884,0,,6283884,6283884,0,1118531352,1206508032,1223686,0,0,0,
6281752,6281752,0,,6281752,6281752,0,1118151856,1206095616,1225788,0,0,0,
6283572,6283572,0,,6283572,6283572,0,1118475816,1206440640,1223870,0,0,0,
6284608,6284608,0,,6284608,6284608,0,1118660224,1206646080,1222940,0,0,0,
6283800,6283800,0,,6283800,6283800,0,1118516400,1206487296,1223731,0,0,0,
6285056,6285056,0,,6285056,6285056,0,1118739968,1206730752,1222355,0,0,0,
6285680,6285680,0,,6285680,6285680,0,1118851040,1206859776,1221922,0,0,0,
6286548,6286548,0,,6286548,6286548,0,1119005544,1207008000,1220896,0,0,0,
6286184,6286184,0,,6286184,6286184,0,1118940752,1206950400,1221354,0,0,0,
6285160,6285160,0,,6285160,6285160,0,1118758480,1206750720,1222412,0,0,0,
6283056,6283056,0,,6283056,6283056,0,1118383968,1206347520,1224386,0,0,0,
6284292,6284292,0,,6284292,6284292,0,1118603976,1206580224,1223249,0,0,0,
6281700,6281700,0,,6281700,6281700,0,1118142600,1206093312,1225837,0,0,0,
6284412,6284412,0,,6284412,6284412,0,1118625336,1206604032,1223095,0,0,0,
6282300,6282300,0,,6282300,6282300,0,1118249400,1206202368,1225179,0,0,0,
6285720,6285720,0,,6285720,6285720,0,1118858160,1206853632,1221848,0,0,0,
6285528,6285528,0,,6285528,6285528,0,1118823984,1206827520,1222044,0,0,0,
6286832,6286832,0,,6286832,6286832,0,1119056096,1207065600,1220582,0,0,0,
6282808,6282808,0,,6282808,6282808,0,1118339824,1206299136,1224726,0,0,0,
29892,29892,0,,29892,29892,0,5320776,5739264,7320,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
5740924,5740924,0,,5740924,5740924,0,1021884472,1102257408,204,0,0,0,
6248604,6248604,0,,6248604,6248604,0,1112251512,1199737728,1175,0,0,0,
6248097,6248097,0,,6248097,6248097,0,1112161266,1199628864,1388,0,0,0,
6248067,6248067,0,,6248067,6248067,0,1112155926,1199636160,1739,0,0,0,
6248215,6248215,0,,6248215,6248215,0,1112182270,1199656128,1382,0,0,0,
6248213,6248213,0,,6248213,6248213,0,1112181914,1199650752,1344,0,0,0,
6248179,6248179,0,,6248179,6248179,0,1112175862,1199656704,1504,0,0,0,
6248161,6248161,0,,6248161,6248161,0,1112172658,1199641728,1404,0,0,0,
6248132,6248132,0,,6248132,6248132,0,1112167496,1199642496,1444,0,0,0,
6247954,6247954,0,,6247954,6247954,0,1112135812,1199612736,1598,0,0,0,
6248266,6248266,0,,6248266,6248266,0,1112191348,1199660352,1506,0,0,0,
6247690,6247690,0,,6247690,6247690,0,1112088820,1199556864,1582,0,0,0,
6248070,6248070,0,,6248070,6248070,0,1112156460,1199627904,1832,0,0,0,
6248128,6248128,0,,6248128,6248128,0,1112166784,1199646720,1570,0,0,0,
6248191,6248191,0,,6248191,6248191,0,1112177998,1199651136,1419,0,0,0,
6248219,6248219,0,,6248219,6248219,0,1112182982,1199659776,1391,0,0,0,
6248198,6248198,0,,6248198,6248198,0,1112179244,1199648448,1436,0,0,0,
6248071,6248071,0,,6248071,6248071,0,1112156638,1199635008,1540,0,0,0,
6248361,6248361,0,,6248361,6248361,0,1112208258,1199682240,1164,0,0,0,
6248156,6248156,0,,6248156,6248156,0,1112171768,1199643648,1472,0,0,0,
6248840,6248840,0,,6248840,6248840,0,1112293520,1199776512,804,0,0,0,
6248140,6248140,0,,6248140,6248140,0,1112168920,1199642880,1484,0,0,0,
6248320,6248320,0,,6248320,6248320,0,1112200960,1199683200,1348,0,0,0,
6248219,6248219,0,,6248219,6248219,0,1112182982,1199658432,1410,0,0,0,
6248421,6248421,0,,6248421,6248421,0,1112218938,1199696832,1195,0,0,0,
6248036,6248036,0,,6248036,6248036,0,1112150408,1199619648,1601,0,0,0,
6248462,6248462,0,,6248462,6248462,0,1112226236,1199711232,1145,0,0,0,
6247994,6247994,0,,6247994,6247994,0,1112142932,1199605824,1541,0,0,0,
6248132,6248132,0,,6248132,6248132,0,1112167496,1199642496,1462,0,0,0,
6248230,6248230,0,,6248230,6248230,0,1112184940,1199661696,1522,0,0,0,
6247926,6247926,0,,6247926,6247926,0,1112130828,1199608704,1494,0,0,0,
6247839,6247839,0,,6247839,6247839,0,1112115342,1199582208,1676,0,0,0,
6248080,6248080,0,,6248080,6248080,0,1112158240,1199628288,1845,0,0,0,
6248288,6248288,0,,6248288,6248288,0,1112195264,1199667264,1362,0,0,0,
6248197,6248197,0,,6248197,6248197,0,1112179066,1199653824,1419,0,0,0,
6248188,6248188,0,,6248188,6248188,0,1112177464,1199652864,1409,0,0,0,
6246012,6246012,0,,6246012,6246012,0,1111790136,1199237376,3051,0,0,0,
6245138,6245138,0,,6245138,6245138,0,1111634564,1199065728,4650,0,0,0,
6247982,6247982,0,,6247982,6247982,0,1112140796,1199609472,1774,0,0,0,
6247576,6247576,0,,6247576,6247576,0,1112068528,1199534592,2044,0,0,0,
6247487,6247487,0,,6247487,6247487,0,1112052686,1199523840,1880,0,0,0,
6248160,6248160,0,,6248160,6248160,0,1112172480,1199640384,1949,0,0,0,
6248021,6248021,0,,6248021,6248021,0,1112147738,1199629248,1589,0,0,0,
6248168,6248168,0,,6248168,6248168,0,1112173904,1199639808,1490,0,0,0,
6247952,6247952,0,,6247952,6247952,0,1112135456,1199606016,1615,0,0,0,
6248009,6248009,0,,6248009,6248009,0,1112145602,1199626176,1462,0,0,0,
6246103,6246103,0,,6246103,6246103,0,1111806334,1199248704,3557,0,0,0,
6248024,6248024,0,,6248024,6248024,0,1112148272,1199621376,1674,0,0,0,
6247940,6247940,0,,6247940,6247940,0,1112133320,1199599680,1434,0,0,0,
6248019,6248019,0,,6248019,6248019,0,1112147382,1199618304,1888,0,0,0,
6247896,6247896,0,,6247896,6247896,0,1112125488,1199602176,1562,0,0,0,
6247919,6247919,0,,6247919,6247919,0,1112129582,1199594688,1866,0,0,0,
6247962,6247962,0,,6247962,6247962,0,1112137236,1199608320,1698,0,0,0,
6248212,6248212,0,,6248212,6248212,0,1112181736,1199656704,1404,0,0,0,
6247988,6247988,0,,6247988,6247988,0,1112141864,1199613696,1628,0,0,0,
6247572,6247572,0,,6247572,6247572,0,1112067816,1199538432,1537,0,0,0,
6248184,6248184,0,,6248184,6248184,0,1112176752,1199646720,1939,0,0,0,
6247494,6247494,0,,6247494,6247494,0,1112053932,1199526720,1662,0,0,0,
6247327,6247327,0,,6247327,6247327,0,1112024206,1199482368,2273,0,0,0,
6247891,6247891,0,,6247891,6247891,0,1112124598,1199591616,2081,0,0,0,
6247907,6247907,0,,6247907,6247907,0,1112127446,1199598144,1880,0,0,0,
6247921,6247921,0,,6247921,6247921,0,1112129938,1199600832,1680,0,0,0,
4151436,4151436,0,,4151436,4151436,0,738955608,797075712,1466,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1707584,1707584,0,,1707584,1707584,0,303949952,327860736,165032,0,0,0,
6287320,6287320,0,,6287320,6287320,0,1119142960,1207160832,603802,0,0,0,
6288824,6288824,0,,6288824,6288824,0,1119410672,1207460352,602328,0,0,0,
6288347,6288347,0,,6288347,6288347,0,1119325766,1207356480,602615,0,0,0,
6287825,6287825,0,,6287825,6287825,0,1119232850,1207267776,603362,0,0,0,
6289292,6289292,0,,6289292,6289292,0,1119493976,1207545600,601701,0,0,0,
