Lcore 0,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
3637416,3637416,0,,3637416,3637416,0,647460048,698392128,7970583,0,0,0,
6253112,6253112,0,,6253112,6253112,0,1113053936,1200595200,13830688,0,0,0,
6256862,6256862,0,,6256862,6256862,0,1113721436,1201311552,13826545,0,0,0,
6261005,6261005,0,,6261005,6261005,0,1114458890,1202114496,13822535,0,0,0,
6260180,6260180,0,,6260180,6260180,0,1114312040,1201959360,13823329,0,0,0,
6259267,6259267,0,,6259267,6259267,0,1114149526,1201779072,13824353,0,0,0,
6261190,6261190,0,,6261190,6261190,0,1114491820,1202149056,13822423,0,0,0,
6258302,6258302,0,,6258302,6258302,0,1113977756,1201593600,13825205,0,0,0,
6259324,6259324,0,,6259324,6259324,0,1114159672,1201791168,13824343,0,0,0,
6257556,6257556,0,,6257556,6257556,0,1113844968,1201443840,13825799,0,0,0,
6259046,6259046,0,,6259046,6259046,0,1114110188,1201742592,13824675,0,0,0,
6253663,6253663,0,,6253663,6253663,0,1113152014,1200698112,13829712,0,0,0,
6258435,6258435,0,,6258435,6258435,0,1114001430,1201618560,13825316,0,0,0,
6260347,6260347,0,,6260347,6260347,0,1114341766,1201987200,13823273,0,0,0,
6259714,6259714,0,,6259714,6259714,0,1114229092,1201864704,13824012,0,0,0,
6258549,6258549,0,,6258549,6258549,0,1114021722,1201643136,13824899,0,0,0,
6259013,6259013,0,,6259013,6259013,0,1114104314,1201734528,13824653,0,0,0,
6257611,6257611,0,,6257611,6257611,0,1113854758,1201455360,13825896,0,0,0,
6259467,6259467,0,,6259467,6259467,0,1114185126,1201817664,13824104,0,0,0,
6258838,6258838,0,,6258838,6258838,0,1114073164,1201703616,13824796,0,0,0,
6258996,6258996,0,,6258996,6258996,0,1114101288,1201721856,13824512,0,0,0,
6255839,6255839,0,,6255839,6255839,0,1113539342,1201119744,13827955,0,0,0,
6252680,6252680,0,,6252680,6252680,0,1112977040,1200515328,13830922,0,0,0,
6251196,6251196,0,,6251196,6251196,0,1112712888,1200229632,13832248,0,0,0,
6256830,6256830,0,,6256830,6256830,0,1113715740,1201310976,13826740,0,0,0,
6257019,6257019,0,,6257019,6257019,0,1113749382,1201353984,13826469,0,0,0,
6257079,6257079,0,,6257079,6257079,0,1113760062,1201357056,13826383,0,0,0,
6254524,6254524,0,,6254524,6254524,0,1113305272,1200870912,13829334,0,0,0,
6255040,6255040,0,,6255040,6255040,0,1113397120,1200966144,13828561,0,0,0,
6258258,6258258,0,,6258258,6258258,0,1113969924,1201580544,13825298,0,0,0,
6256167,6256167,0,,6256167,6256167,0,1113597726,1201190400,13827165,0,0,0,
6259287,6259287,0,,6259287,6259287,0,1114153086,1201779456,13824588,0,0,0,
6258856,6258856,0,,6258856,6258856,0,1114076368,1201704192,13824762,0,0,0,
6256016,6256016,0,,6256016,6256016,0,1113570848,1201148160,13827461,0,0,0,
6257630,6257630,0,,6257630,6257630,0,1113858140,1201464960,13825855,0,0,0,
6256150,6256150,0,,6256150,6256150,0,1113594700,1201187136,13827556,0,0,0,
6259331,6259331,0,,6259331,6259331,0,1114160918,1201789440,13824062,0,0,0,
6256199,6256199,0,,6256199,6256199,0,1113603422,1201192512,13827530,0,0,0,
6260938,6260938,0,,6260938,6260938,0,1114446964,1202095104,13822536,0,0,0,
6255132,6255132,0,,6255132,6255132,0,1113413496,1200983808,13828462,0,0,0,
6258032,6258032,0,,6258032,6258032,0,1113929696,1201544448,13825617,0,0,0,
6255054,6255054,0,,6255054,6255054,0,1113399612,1200968448,13828541,0,0,0,
6256294,6256294,0,,6256294,6256294,0,1113620332,1201208064,13827310,0,0,0,
6259135,6259135,0,,6259135,6259135,0,1114126030,1201753920,13824435,0,0,0,
6255977,6255977,0,,6255977,6255977,0,1113563906,1201147584,13827566,0,0,0,
6257508,6257508,0,,6257508,6257508,0,1113836424,1201441536,13825933,0,0,0,
6257803,6257803,0,,6257803,6257803,0,1113888934,1201498176,13825767,0,0,0,
6255547,6255547,0,,6255547,6255547,0,1113487366,1201065408,13828184,0,0,0,
6259627,6259627,0,,6259627,6259627,0,1114213606,1201854720,13823894,0,0,0,
6260598,6260598,0,,6260598,6260598,0,1114386444,1202032896,13822702,0,0,0,
6259601,6259601,0,,6259601,6259601,0,1114208978,1201838592,13823746,0,0,0,
6260506,6260506,0,,6260506,6260506,0,1114370068,1202023296,13823607,0,0,0,
6257316,6257316,0,,6257316,6257316,0,1113802248,1201398720,13826226,0,0,0,
6258662,6258662,0,,6258662,6258662,0,1114041836,1201662912,13825028,0,0,0,
6260168,6260168,0,,6260168,6260168,0,1114309904,1201953024,13823442,0,0,0,
6260173,6260173,0,,6260173,6260173,0,1114310794,1201959168,13823303,0,0,0,
6260515,6260515,0,,6260515,6260515,0,1114371670,1202017920,13823159,0,0,0,
6257892,6257892,0,,6257892,6257892,0,1113904776,1201516224,13825770,0,0,0,
6257648,6257648,0,,6257648,6257648,0,1113861344,1201461696,13825792,0,0,0,
6259442,6259442,0,,6259442,6259442,0,1114180676,1201814016,13824265,0,0,0,
6257066,6257066,0,,6257066,6257066,0,1113757748,1201356288,13826437,0,0,0,
6260014,6260014,0,,6260014,6260014,0,1114282492,1201928448,13823551,0,0,0,
6257110,6257110,0,,6257110,6257110,0,1113765580,1201358592,13826461,0,0,0,
112882,112882,0,,112882,112882,0,20092996,21673344,252396,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
5764372,5764372,0,,5764372,5764372,0,1026058216,1106759808,3442258,0,0,0,
6272038,6272038,0,,6272038,6272038,0,1116422764,1204236864,3727176,0,0,0,
6271343,6271343,0,,6271343,6271343,0,1116299054,1204097472,3727913,0,0,0,
6270529,6270529,0,,6270529,6270529,0,1116154162,1203942144,3728697,0,0,0,
6269903,6269903,0,,6269903,6269903,0,1116042734,1203817728,3729451,0,0,0,
6272789,6272789,0,,6272789,6272789,0,1116556442,1204372992,3726627,0,0,0,
6273504,6273504,0,,6273504,6273504,0,1116683712,1204517376,3725690,0,0,0,
6271968,6271968,0,,6271968,6271968,0,1116410304,1204213248,3727352,0,0,0,
6275108,6275108,0,,6275108,6275108,0,1116969224,1204824576,3724182,0,0,0,
6273532,6273532,0,,6273532,6273532,0,1116688696,1204519872,3725822,0,0,0,
6274912,6274912,0,,6274912,6274912,0,1116934336,1204777536,3724328,0,0,0,
6272039,6272039,0,,6272039,6272039,0,1116422942,1204238592,3727075,0,0,0,
6276761,6276761,0,,6276761,6276761,0,1117263458,1205131008,3722753,0,0,0,
6277588,6277588,0,,6277588,6277588,0,1117410664,1205296896,3721788,0,0,0,
6274331,6274331,0,,6274331,6274331,0,1116830918,1204673280,3724871,0,0,0,
6276689,6276689,0,,6276689,6276689,0,1117250642,1205122560,3722701,0,0,0,
6273724,6273724,0,,6273724,6273724,0,1116722872,1204555008,3725464,0,0,0,
6278020,6278020,0,,6278020,6278020,0,1117487560,1205380608,3721398,0,0,0,
6275828,6275828,0,,6275828,6275828,0,1117097384,1204958784,3723428,0,0,0,
6276712,6276712,0,,6276712,6276712,0,1117254736,1205133504,3722545,0,0,0,
6276943,6276943,0,,6276943,6276943,0,1117295854,1205168640,3722378,0,0,0,
6277264,6277264,0,,6277264,6277264,0,1117352992,1205233920,3722122,0,0,0,
6277193,6277193,0,,6277193,6277193,0,1117340354,1205220864,3722033,0,0,0,
6274177,6274177,0,,6274177,6274177,0,1116803506,1204642560,3725177,0,0,0,
6277034,6277034,0,,6277034,6277034,0,1117312052,1205190912,3722305,0,0,0,
6273937,6273937,0,,6273937,6273937,0,1116760786,1204594944,3725334,0,0,0,
6271256,6271256,0,,6271256,6271256,0,1116283568,1204088064,3728098,0,0,0,
6273636,6273636,0,,6273636,6273636,0,1116707208,1204531200,3725620,0,0,0,
6274780,6274780,0,,6274780,6274780,0,1116910840,1204763904,3724542,0,0,0,
6276328,6276328,0,,6276328,6276328,0,1117186384,1205048832,3722960,0,0,0,
6275044,6275044,0,,6275044,6275044,0,1116957832,1204812288,3724150,0,0,0,
6274940,6274940,0,,6274940,6274940,0,1116939320,1204790784,3724542,0,0,0,
6275340,6275340,0,,6275340,6275340,0,1117010520,1204865280,3723916,0,0,0,
6272872,6272872,0,,6272872,6272872,0,1116571216,1204390656,3726386,0,0,0,
6274482,6274482,0,,6274482,6274482,0,1116857796,1204695168,3724774,0,0,0,
6273850,6273850,0,,6273850,6273850,0,1116745300,1204580736,3725599,0,0,0,
6273365,6273365,0,,6273365,6273365,0,1116658970,1204491264,3725831,0,0,0,
6277920,6277920,0,,6277920,6277920,0,1117469760,1205354496,3721362,0,0,0,
6275139,6275139,0,,6275139,6275139,0,1116974742,1204826880,3724220,0,0,0,
6275732,6275732,0,,6275732,6275732,0,1117080296,1204942080,3723560,0,0,0,
6276174,6276174,0,,6276174,6276174,0,1117158972,1205028864,3723144,0,0,0,
6271938,6271938,0,,6271938,6271938,0,1116404964,1204211328,3727383,0,0,0,
6276984,6276984,0,,6276984,6276984,0,1117303152,1205175936,3722371,0,0,0,
6276028,6276028,0,,6276028,6276028,0,1117132984,1204997376,3723292,0,0,0,
6274480,6274480,0,,6274480,6274480,0,1116857440,1204700160,3724746,0,0,0,
6269882,6269882,0,,6269882,6269882,0,1116038996,1203818304,3729470,0,0,0,
6273150,6273150,0,,6273150,6273150,0,1116620700,1204443840,3726108,0,0,0,
6275848,6275848,0,,6275848,6275848,0,1117100944,1204962816,3723473,0,0,0,
6275800,6275800,0,,6275800,6275800,0,1117092400,1204959168,3723459,0,0,0,
6277604,6277604,0,,6277604,6277604,0,1117413512,1205294400,3721720,0,0,0,
6278432,6278432,0,,6278432,6278432,0,1117560896,1205468160,3720854,0,0,0,
6274232,6274232,0,,6274232,6274232,0,1116813296,1204649472,3725152,0,0,0,
6273892,6273892,0,,6273892,6273892,0,1116752776,1204581888,3725332,0,0,0,
6278979,6278979,0,,6278979,6278979,0,1117658262,1205563200,3720185,0,0,0,
6277937,6277937,0,,6277937,6277937,0,1117472786,1205369280,3721509,0,0,0,
6277279,6277279,0,,6277279,6277279,0,1117355662,1205232192,3722026,0,0,0,
6273413,6273413,0,,6273413,6273413,0,1116667514,1204495296,3725899,0,0,0,
6276332,6276332,0,,6276332,6276332,0,1117187096,1205056320,3723017,0,0,0,
6277104,6277104,0,,6277104,6277104,0,1117324512,1205209152,3722090,0,0,0,
6275644,6275644,0,,6275644,6275644,0,1117064632,1204920960,3723740,0,0,0,
6272252,6272252,0,,6272252,6272252,0,1116460856,1204273152,3727067,0,0,0,
6273275,6273275,0,,6273275,6273275,0,1116642950,1204469760,3725986,0,0,0,
4269553,4269553,0,,4269553,4269553,0,759980434,819749376,2531195,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
1359644,1359644,0,,1359644,1359644,0,242016632,261053952,0,0,0,0,
4998745,4998745,0,,4998745,4998745,0,889776610,959756736,923,0,0,0,
4998807,4998807,0,,4998807,4998807,0,889787646,959770944,949,0,0,0,
4998844,4998844,0,,4998844,4998844,0,889794232,959782848,836,0,0,0,
4998812,4998812,0,,4998812,4998812,0,889788536,959767104,892,0,0,0,
4998772,4998772,0,,4998772,4998772,0,889781416,959767104,908,0,0,0,
4998821,4998821,0,,4998821,4998821,0,889790138,959772288,900,0,0,0,
4998727,4998727,0,,4998727,4998727,0,889773406,959754048,982,0,0,0,
4998858,4998858,0,,4998858,4998858,0,889796724,959780736,868,0,0,0,
4998842,4998842,0,,4998842,4998842,0,889793876,959786880,858,0,0,0,
4998964,4998964,0,,4998964,4998964,0,889815592,959791872,736,0,0,0,
4998826,4998826,0,,4998826,4998826,0,889791028,959774592,884,0,0,0,
4998860,4998860,0,,4998860,4998860,0,889797080,959788224,848,0,0,0,
4998842,4998842,0,,4998842,4998842,0,889793876,959776704,890,0,0,0,
4998738,4998738,0,,4998738,4998738,0,889775364,959751552,932,0,0,0,
4998807,4998807,0,,4998807,4998807,0,889787646,959770944,949,0,0,0,
4998807,4998807,0,,4998807,4998807,0,889787646,959770944,897,0,0,0,
4998792,4998792,0,,4998792,4998792,0,889784976,959768064,888,0,0,0,
4998826,4998826,0,,4998826,4998826,0,889791028,959774592,900,0,0,0,
4998806,4998806,0,,4998806,4998806,0,889787468,959773824,902,0,0,0,
4998778,4998778,0,,4998778,4998778,0,889782484,959762304,884,0,0,0,
4998856,4998856,0,,4998856,4998856,0,889796368,959780352,884,0,0,0,
4998805,4998805,0,,4998805,4998805,0,889787290,959774976,902,0,0,0,
4998837,4998837,0,,4998837,4998837,0,889792986,959773056,884,0,0,0,
4998772,4998772,0,,4998772,4998772,0,889781416,959763456,910,0,0,0,
4998875,4998875,0,,4998875,4998875,0,889799750,959784192,880,0,0,0,
4998877,4998877,0,,4998877,4998877,0,889800106,959786880,808,0,0,0,
4998770,4998770,0,,4998770,4998770,0,889781060,959761152,900,0,0,0,
4998781,4998781,0,,4998781,4998781,0,889783018,959769024,959,0,0,0,
4998845,4998845,0,,4998845,4998845,0,889794410,959781312,855,0,0,0,
4998753,4998753,0,,4998753,4998753,0,889778034,959754432,917,0,0,0,
4998879,4998879,0,,4998879,4998879,0,889800462,959784768,877,0,0,0,
4998832,4998832,0,,4998832,4998832,0,889792096,959781888,872,0,0,0,
4998750,4998750,0,,4998750,4998750,0,889777500,959753856,900,0,0,0,
4998821,4998821,0,,4998821,4998821,0,889790138,959776704,919,0,0,0,
4998888,4998888,0,,4998888,4998888,0,889802064,959783424,884,0,0,0,
4999213,4999213,0,,4999213,4999213,0,889859914,959848896,395,0,0,0,
4998798,4998798,0,,4998798,4998798,0,889786044,959769216,948,0,0,0,
4999010,4999010,0,,4999010,4999010,0,889823780,959809920,746,0,0,0,
4998799,4998799,0,,4998799,4998799,0,889786222,959769408,825,0,0,0,
4999016,4999016,0,,4999016,4999016,0,889824848,959811072,714,0,0,0,
4998889,4998889,0,,4998889,4998889,0,889802242,959786688,840,0,0,0,
4998886,4998886,0,,4998886,4998886,0,889801708,959786112,768,0,0,0,
4998844,4998844,0,,4998844,4998844,0,889794232,959778048,883,0,0,0,
4999014,4999014,0,,4999014,4999014,0,889824492,959810688,691,0,0,0,
4998892,4998892,0,,4998892,4998892,0,889802776,959788032,835,0,0,0,
4998922,4998922,0,,4998922,4998922,0,889808116,959792256,756,0,0,0,
4998842,4998842,0,,4998842,4998842,0,889793876,959777664,878,0,0,0,
4998776,4998776,0,,4998776,4998776,0,889782128,959764992,904,0,0,0,
4998762,4998762,0,,4998762,4998762,0,889779636,959762304,948,0,0,0,
4998857,4998857,0,,4998857,4998857,0,889796546,959780544,870,0,0,0,
4998801,4998801,0,,4998801,4998801,0,889786578,959770560,904,0,0,0,
4998770,4998770,0,,4998770,4998770,0,889781060,959763072,908,0,0,0,
4998834,4998834,0,,4998834,4998834,0,889792452,959779776,903,0,0,0,
4998820,4998820,0,,4998820,4998820,0,889789960,959769792,856,0,0,0,
4998781,4998781,0,,4998781,4998781,0,889783018,959765952,916,0,0,0,
4998855,4998855,0,,4998855,4998855,0,889796190,959780160,881,0,0,0,
4998840,4998840,0,,4998840,4998840,0,889793520,959779584,856,0,0,0,
4998901,4998901,0,,4998901,4998901,0,889804378,959786688,777,0,0,0,
