Lcore 0,,,,Lcore 1,,,,Lcore 2,,,,Lcore 3,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
1231028,1231028,0,,3383640,3383608,0,,14703695,14703695,0,,2458870,2458869,0,,21777233,21777200,0,4181222400,4181222400,764954,0,0,0,
1231013,1231013,0,,3383614,3383614,0,,14700861,14700832,0,,2458799,2458799,0,,21774287,21774258,0,4180657920,4180658112,766994,0,0,0,
1231001,1231001,0,,3383702,3383702,0,,14687486,14687516,0,,2458826,2458826,0,,21761015,21761045,0,4178114496,4178114496,780607,0,0,0,
1231030,1231030,0,,3383716,3383716,0,,14703650,14703652,0,,2458871,2458871,0,,21777267,21777269,0,4181241408,4181245056,764940,0,0,0,
1231057,1231057,0,,3383623,3383623,0,,14697675,14697643,0,,2458728,2458729,0,,21771083,21771052,0,4180041984,4180041408,770897,0,0,0,
1231054,1231054,0,,3383708,3383708,0,,14698158,14698190,0,,2458834,2458833,0,,21771754,21771785,0,4180183680,4180182336,770443,0,0,0,
1231059,1231059,0,,3383750,3383750,0,,14699795,14699792,0,,2458838,2458838,0,,21773442,21773439,0,4180499328,4180496256,768781,0,0,0,
1230986,1230986,0,,3383685,3383685,0,,14699572,14699574,0,,2458836,2458836,0,,21773079,21773081,0,4180431552,4180427136,768578,0,0,0,
1231004,1231004,0,,3383670,3383675,0,,14702655,14702653,0,,2458646,2458678,0,,21775975,21776010,0,4180993920,4180995264,766131,0,0,0,
1231031,1231031,0,,3383672,3383667,0,,14706976,14706979,0,,2458651,2458619,0,,21780330,21780296,0,4181816832,4181823168,761656,0,0,0,
1230995,1230995,0,,3383620,3383620,0,,14700829,14700829,0,,2458802,2458802,0,,21774246,21774246,0,4180656000,4180653120,767043,0,0,0,
382689,382689,0,,1051907,1051907,0,,4576591,4576559,0,,764424,764424,0,,6775611,6775579,0,1300910400,1300905600,240565,0,0,0,
0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
1363507,1363507,0,,3747761,3747764,0,,13929222,13929254,0,,2723430,2723430,0,,21763920,21763955,0,4178679360,4178686848,3195436,0,0,0,
1433866,1433866,0,,3941045,3941042,0,,14667746,14667745,0,,2863685,2863689,0,,22906342,22906342,0,4398017664,4398010176,3347386,0,0,0,
1433563,1433563,0,,3940715,3940733,0,,14667110,14667079,0,,2863763,2863762,0,,22905151,22905137,0,4397786304,4397793984,3348776,0,0,0,
1433889,1433889,0,,3941132,3941114,0,,14672452,14672481,0,,2863679,2863676,0,,22911152,22911160,0,4398937152,4398935040,3342757,0,0,0,
1433617,1433617,0,,3940544,3940545,0,,14667852,14667854,0,,2863644,2863645,0,,22905657,22905661,0,4397893632,4397890368,3348021,0,0,0,
